date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2023-07-17,4536,拓凱,TW0004536008,78670088,12149912,86.62,13.37,100.0,100.0,90820000,2023-05-17,
2023-07-18,4536,拓凱,TW0004536008,78785188,12034812,86.74,13.25,100.0,100.0,90820000,2023-05-17,
2023-07-19,4536,拓凱,TW0004536008,78791188,12028812,86.75,13.24,100.0,100.0,90820000,2023-05-17,
2023-07-20,4536,拓凱,TW0004536008,78758188,12061812,86.71,13.28,100.0,100.0,90820000,2023-05-17,
2023-07-21,4536,拓凱,TW0004536008,78514188,12305812,86.45,13.54,100.0,100.0,90820000,2023-05-17,
2023-07-24,4536,拓凱,TW0004536008,78528188,12291812,86.46,13.53,100.0,100.0,90820000,2023-05-17,
2023-07-25,4536,拓凱,TW0004536008,78354188,12465812,86.27,13.72,100.0,100.0,90820000,2023-05-17,
2023-07-26,4536,拓凱,TW0004536008,78396188,12423812,86.32,13.67,100.0,100.0,90820000,2023-05-17,
2023-07-27,4536,拓凱,TW0004536008,78382188,12437812,86.3,13.69,100.0,100.0,90820000,2023-05-17,
2023-07-28,4536,拓凱,TW0004536008,78394188,12425812,86.31,13.68,100.0,100.0,90820000,2023-05-17,
2023-07-31,4536,拓凱,TW0004536008,78350188,12469812,86.26,13.73,100.0,100.0,90820000,2023-05-17,
2023-08-01,4536,拓凱,TW0004536008,78464188,12355812,86.39,13.6,100.0,100.0,90820000,2023-05-17,
2023-08-02,4536,拓凱,TW0004536008,78573188,12246812,86.51,13.48,100.0,100.0,90820000,2023-05-17,
2023-08-04,4536,拓凱,TW0004536008,78546188,12273812,86.48,13.51,100.0,100.0,90820000,2023-05-17,
2023-08-07,4536,拓凱,TW0004536008,78510188,12309812,86.44,13.55,100.0,100.0,90820000,2023-05-17,
2023-08-08,4536,拓凱,TW0004536008,78558188,12261812,86.49,13.5,100.0,100.0,90820000,2023-05-17,
2023-08-09,4536,拓凱,TW0004536008,78691156,12128844,86.64,13.35,100.0,100.0,90820000,2023-05-17,
2023-08-10,4536,拓凱,TW0004536008,78611151,12208849,86.55,13.44,100.0,100.0,90820000,2023-05-17,
2023-08-11,4536,拓凱,TW0004536008,78281151,12538849,86.19,13.8,100.0,100.0,90820000,2023-05-17,
2023-08-14,4536,拓凱,TW0004536008,78257141,12562859,86.16,13.83,100.0,100.0,90820000,2023-05-17,
2023-08-15,4536,拓凱,TW0004536008,78181141,12638859,86.08,13.91,100.0,100.0,90820000,2023-05-17,
2023-08-16,4536,拓凱,TW0004536008,78265141,12554859,86.17,13.82,100.0,100.0,90820000,2023-05-17,
2023-08-17,4536,拓凱,TW0004536008,78221141,12598859,86.12,13.87,100.0,100.0,90820000,2023-05-17,
2023-08-18,4536,拓凱,TW0004536008,78211141,12608859,86.11,13.88,100.0,100.0,90820000,2023-05-17,
2023-08-21,4536,拓凱,TW0004536008,78203340,12616660,86.1,13.89,100.0,100.0,90820000,2023-05-17,
2023-08-22,4536,拓凱,TW0004536008,78252340,12567660,86.16,13.83,100.0,100.0,90820000,2023-05-17,
2023-08-23,4536,拓凱,TW0004536008,78165340,12654660,86.06,13.93,100.0,100.0,90820000,2023-05-17,
2023-08-24,4536,拓凱,TW0004536008,78159340,12660660,86.05,13.94,100.0,100.0,90820000,2023-05-17,
2023-08-25,4536,拓凱,TW0004536008,78095340,12724660,85.98,14.01,100.0,100.0,90820000,2023-05-17,
2023-08-28,4536,拓凱,TW0004536008,78177340,12642660,86.07,13.92,100.0,100.0,90820000,2023-05-17,
2023-08-29,4536,拓凱,TW0004536008,78066340,12753660,85.95,14.04,100.0,100.0,90820000,2023-05-17,
2023-08-30,4536,拓凱,TW0004536008,78072340,12747660,85.96,14.03,100.0,100.0,90820000,2023-05-17,
2023-08-31,4536,拓凱,TW0004536008,78120340,12699660,86.01,13.98,100.0,100.0,90820000,2023-05-17,
2023-09-01,4536,拓凱,TW0004536008,78073340,12746660,85.96,14.03,100.0,100.0,90820000,2023-05-17,
2023-09-04,4536,拓凱,TW0004536008,78052340,12767660,85.94,14.05,100.0,100.0,90820000,2023-05-17,
2023-09-05,4536,拓凱,TW0004536008,78077350,12742650,85.96,14.03,100.0,100.0,90820000,2023-05-17,
2023-09-06,4536,拓凱,TW0004536008,78142350,12677650,86.04,13.95,100.0,100.0,90820000,2023-05-17,
2023-09-07,4536,拓凱,TW0004536008,78125350,12694650,86.02,13.97,100.0,100.0,90820000,2023-05-17,
2023-09-08,4536,拓凱,TW0004536008,78090350,12729650,85.98,14.01,100.0,100.0,90820000,2023-05-17,
2023-09-11,4536,拓凱,TW0004536008,78084350,12735650,85.97,14.02,100.0,100.0,90820000,2023-05-17,
2023-09-12,4536,拓凱,TW0004536008,78061350,12758650,85.95,14.04,100.0,100.0,90820000,2023-05-17,
2023-09-13,4536,拓凱,TW0004536008,78031350,12788650,85.91,14.08,100.0,100.0,90820000,2023-05-17,
2023-09-14,4536,拓凱,TW0004536008,77959418,12860582,85.83,14.16,100.0,100.0,90820000,2023-05-17,
2023-09-15,4536,拓凱,TW0004536008,78057962,12762038,85.94,14.05,100.0,100.0,90820000,2023-05-17,
2023-09-18,4536,拓凱,TW0004536008,78039962,12780038,85.92,14.07,100.0,100.0,90820000,2023-05-17,
2023-09-19,4536,拓凱,TW0004536008,77985962,12834038,85.86,14.13,100.0,100.0,90820000,2023-05-17,
2023-09-20,4536,拓凱,TW0004536008,78117762,12702238,86.01,13.98,100.0,100.0,90820000,2023-05-17,
2023-09-21,4536,拓凱,TW0004536008,78221340,12598660,86.12,13.87,100.0,100.0,90820000,2023-05-17,
2023-09-22,4536,拓凱,TW0004536008,78229340,12590660,86.13,13.86,100.0,100.0,90820000,2023-05-17,
2023-09-25,4536,拓凱,TW0004536008,78249340,12570660,86.15,13.84,100.0,100.0,90820000,2023-05-17,
2023-09-26,4536,拓凱,TW0004536008,78241340,12578660,86.14,13.85,100.0,100.0,90820000,2023-05-17,
2023-09-27,4536,拓凱,TW0004536008,78207340,12612660,86.11,13.88,100.0,100.0,90820000,2023-05-17,
2023-09-28,4536,拓凱,TW0004536008,78137340,12682660,86.03,13.96,100.0,100.0,90820000,2023-05-17,
2023-10-02,4536,拓凱,TW0004536008,78050340,12769660,85.93,14.06,100.0,100.0,90820000,2023-05-17,
2023-10-03,4536,拓凱,TW0004536008,78050340,12769660,85.93,14.06,100.0,100.0,90820000,2023-05-17,
2023-10-04,4536,拓凱,TW0004536008,77849724,12970276,85.71,14.28,100.0,100.0,90820000,2023-05-17,
2023-10-05,4536,拓凱,TW0004536008,77948724,12871276,85.82,14.17,100.0,100.0,90820000,2023-05-17,
2023-10-06,4536,拓凱,TW0004536008,77863797,12956203,85.73,14.26,100.0,100.0,90820000,2023-05-17,
2023-10-11,4536,拓凱,TW0004536008,76989069,13830931,84.77,15.22,100.0,100.0,90820000,2023-05-17,
2023-10-12,4536,拓凱,TW0004536008,77057069,13762931,84.84,15.15,100.0,100.0,90820000,2023-05-17,
2023-10-13,4536,拓凱,TW0004536008,77075069,13744931,84.86,15.13,100.0,100.0,90820000,2023-05-17,
2023-10-16,4536,拓凱,TW0004536008,77038069,13781931,84.82,15.17,100.0,100.0,90820000,2023-05-17,
2023-10-17,4536,拓凱,TW0004536008,77171069,13648931,84.97,15.02,100.0,100.0,90820000,2023-05-17,
2023-10-18,4536,拓凱,TW0004536008,76836422,13983578,84.6,15.39,100.0,100.0,90820000,2023-05-17,
2023-10-19,4536,拓凱,TW0004536008,77028422,13791578,84.81,15.18,100.0,100.0,90820000,2023-05-17,
2023-10-20,4536,拓凱,TW0004536008,77039022,13780978,84.82,15.17,100.0,100.0,90820000,2023-05-17,
2023-10-23,4536,拓凱,TW0004536008,77101022,13718978,84.89,15.1,100.0,100.0,90820000,2023-05-17,
2023-10-24,4536,拓凱,TW0004536008,77817022,13002978,85.68,14.31,100.0,100.0,90820000,2023-05-17,
2023-10-25,4536,拓凱,TW0004536008,77982022,12837978,85.86,14.13,100.0,100.0,90820000,2023-05-17,
2023-10-26,4536,拓凱,TW0004536008,77975022,12844978,85.85,14.14,100.0,100.0,90820000,2023-05-17,
2023-10-27,4536,拓凱,TW0004536008,78011022,12808978,85.89,14.1,100.0,100.0,90820000,2023-05-17,
2023-10-30,4536,拓凱,TW0004536008,77978022,12841978,85.85,14.14,100.0,100.0,90820000,2023-05-17,
2023-10-31,4536,拓凱,TW0004536008,77998022,12821978,85.88,14.11,100.0,100.0,90820000,2023-05-17,
2023-11-01,4536,拓凱,TW0004536008,78006022,12813978,85.89,14.1,100.0,100.0,90820000,2023-05-17,
2023-11-02,4536,拓凱,TW0004536008,78615022,12204978,86.56,13.43,100.0,100.0,90820000,2023-05-17,
2023-11-03,4536,拓凱,TW0004536008,78587022,12232978,86.53,13.46,100.0,100.0,90820000,2023-05-17,
2023-11-06,4536,拓凱,TW0004536008,78573022,12246978,86.51,13.48,100.0,100.0,90820000,2023-05-17,
2023-11-07,4536,拓凱,TW0004536008,78514022,12305978,86.45,13.54,100.0,100.0,90820000,2023-05-17,
2023-11-08,4536,拓凱,TW0004536008,78491022,12328978,86.42,13.57,100.0,100.0,90820000,2023-05-17,
2023-11-09,4536,拓凱,TW0004536008,78484022,12335978,86.41,13.58,100.0,100.0,90820000,2023-05-17,
2023-11-10,4536,拓凱,TW0004536008,78390022,12429978,86.31,13.68,100.0,100.0,90820000,2023-05-17,
2023-11-13,4536,拓凱,TW0004536008,78428022,12391978,86.35,13.64,100.0,100.0,90820000,2023-05-17,
2023-11-14,4536,拓凱,TW0004536008,78456022,12363978,86.38,13.61,100.0,100.0,90820000,2023-05-17,
2023-11-15,4536,拓凱,TW0004536008,78383022,12436978,86.3,13.69,100.0,100.0,90820000,2023-05-17,
2023-11-16,4536,拓凱,TW0004536008,78387022,12432978,86.31,13.68,100.0,100.0,90820000,2023-05-17,
2023-11-17,4536,拓凱,TW0004536008,78211022,12608978,86.11,13.88,100.0,100.0,90820000,2023-05-17,
2023-11-20,4536,拓凱,TW0004536008,78130022,12689978,86.02,13.97,100.0,100.0,90820000,2023-05-17,
2023-11-21,4536,拓凱,TW0004536008,78175022,12644978,86.07,13.92,100.0,100.0,90820000,2023-05-17,
2023-11-22,4536,拓凱,TW0004536008,78069022,12750978,85.96,14.03,100.0,100.0,90820000,2023-05-17,
2023-11-23,4536,拓凱,TW0004536008,77972022,12847978,85.85,14.14,100.0,100.0,90820000,2023-05-17,
2023-11-24,4536,拓凱,TW0004536008,77994022,12825978,85.87,14.12,100.0,100.0,90820000,2023-05-17,
2023-11-27,4536,拓凱,TW0004536008,77911022,12908978,85.78,14.21,100.0,100.0,90820000,2023-05-17,
2023-11-28,4536,拓凱,TW0004536008,77876022,12943978,85.74,14.25,100.0,100.0,90820000,2023-05-17,
2023-11-29,4536,拓凱,TW0004536008,77935022,12884978,85.81,14.18,100.0,100.0,90820000,2023-05-17,
2023-11-30,4536,拓凱,TW0004536008,77975791,12844209,85.85,14.14,100.0,100.0,90820000,2023-05-17,
2023-12-01,4536,拓凱,TW0004536008,77763791,13056209,85.62,14.37,100.0,100.0,90820000,2023-05-17,
2023-12-04,4536,拓凱,TW0004536008,77596791,13223209,85.44,14.55,100.0,100.0,90820000,2023-05-17,
2023-12-05,4536,拓凱,TW0004536008,77838816,12981184,85.7,14.29,100.0,100.0,90820000,2023-05-17,
2023-12-06,4536,拓凱,TW0004536008,77860816,12959184,85.73,14.26,100.0,100.0,90820000,2023-05-17,
2023-12-07,4536,拓凱,TW0004536008,77905461,12914539,85.78,14.21,100.0,100.0,90820000,2023-05-17,
2023-12-08,4536,拓凱,TW0004536008,77933106,12886894,85.81,14.18,100.0,100.0,90820000,2023-05-17,
2023-12-11,4536,拓凱,TW0004536008,77907106,12912894,85.78,14.21,100.0,100.0,90820000,2023-05-17,
2023-12-12,4536,拓凱,TW0004536008,77945806,12874194,85.82,14.17,100.0,100.0,90820000,2023-05-17,
