stock_id,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering,date
6770,2773000,100000,17000,0,2856000,1017312336,121604528,951000,1269000,0,121286528,3616676,0,2023-07-17
6770,2856000,87000,42000,0,2901000,1017312336,121286528,1906000,2167000,0,121025528,3695229,0,2023-07-18
6770,2901000,694000,320000,0,3275000,1017312336,121025528,2619000,0,0,123644528,3745152,0,2023-07-19
6770,3275000,356000,2332000,0,1299000,1017312336,123644528,3659000,1711000,0,125592528,3991365,0,2023-07-20
6770,1299000,45000,47000,0,1297000,1017312336,125592528,3931000,0,0,129523528,4004400,0,2023-07-21
6770,1297000,185000,241000,0,1241000,1017312336,129523528,4004000,643000,0,132884528,4062473,0,2023-07-24
6770,1241000,156000,519000,0,878000,1017312336,132884528,4062000,407000,0,136539528,4176256,0,2023-07-25
6770,878000,54000,45000,0,887000,1017312336,136539528,3882000,156000,0,140265528,4191368,0,2023-07-26
6770,887000,33000,61000,0,859000,1017312336,140265528,3290000,3081000,0,140474528,4201483,0,2023-07-27
6770,859000,86000,25000,0,920000,1017312336,140474528,3336000,953000,0,142857528,3979333,0,2023-07-28
6770,920000,8000,43000,0,885000,1017312336,142857528,3964000,1953000,0,144868528,3837772,0,2023-07-31
6770,885000,6000,6000,30000,855000,1017312336,144868528,3516000,1575000,0,146809528,3775778,0,2023-08-01
6770,855000,26000,72000,0,809000,1017312336,146809528,3735000,940000,0,149604528,3807550,0,2023-08-02
6770,809000,20000,31000,0,798000,1017312336,149604528,2109000,456000,0,151257528,3770583,0,2023-08-04
6770,798000,22000,16000,0,804000,1017312336,151257528,736000,0,0,151993528,3725683,0,2023-08-07
6770,804000,10000,24000,0,790000,1017312336,151993528,3386000,1076000,0,154303528,3759959,0,2023-08-08
6770,790000,49000,2000,0,837000,1017312336,154303528,1283000,4012000,0,151574528,3706100,0,2023-08-09
6770,837000,18000,55000,0,800000,1017312336,151574528,2058000,629000,0,153003528,3736897,0,2023-08-10
6770,800000,179000,78000,0,901000,1017312336,153003528,3660000,135000,0,156528528,3866660,0,2023-08-11
6770,901000,191000,174000,0,918000,1017652461,156528528,3866000,2000,0,160392528,3988540,0,2023-08-14
6770,918000,63000,60000,0,921000,1017652461,160392528,3972000,54000,0,164310528,4062935,0,2023-08-15
6770,921000,1014000,60000,0,1875000,1017652461,164310528,4022000,661000,0,167671528,4170762,0,2023-08-16
6770,1875000,435000,259000,0,2051000,1017652461,167671528,3148000,56000,0,170763528,4201758,0,2023-08-17
6770,2051000,1458000,207000,0,3302000,1017652461,170763528,1982000,4478000,0,168267528,4167592,0,2023-08-18
6770,3302000,115000,792000,0,2625000,1017652461,168267528,1819000,1540000,0,168546528,4124988,0,2023-08-21
6770,2625000,195000,198000,2000,2620000,1017652461,168546528,1891000,2921000,0,167516528,4111745,0,2023-08-22
6770,2620000,134000,117000,0,2637000,1017652461,167516528,924000,3694000,0,164746528,4135313,0,2023-08-23
6770,2637000,181000,68000,0,2750000,1017652461,164746528,2192000,1956000,0,164982528,4132617,0,2023-08-24
6770,2750000,53000,116000,0,2687000,1017652461,164982528,1037000,526000,0,165493528,4094299,0,2023-08-25
6770,2687000,187000,150000,0,2724000,1017652461,165493528,803000,5289000,0,161007528,4118147,0,2023-08-28
6770,2724000,32000,37000,0,2719000,1017652461,161007528,935000,2953000,0,158989528,4080043,0,2023-08-29
6770,2719000,739000,51000,0,3407000,1017652461,158989528,178000,2722370,0,156445158,3978105,0,2023-08-30
6770,3407000,197000,93000,0,3511000,1017652461,156445158,620000,1023000,0,156042158,3945857,0,2023-08-31
6770,3511000,140000,190000,0,3461000,1017652461,156042158,295000,2674000,0,153663158,3680885,0,2023-09-01
6770,3461000,65000,23000,0,3503000,1017652461,153663158,113000,623000,0,153153158,3572508,0,2023-09-04
6770,3503000,21000,30000,0,3494000,1017652461,153153158,681000,1111000,0,152723158,3438017,0,2023-09-05
6770,3494000,123000,183000,0,3434000,1017652461,152723158,1092000,2318000,0,151497158,3308339,0,2023-09-06
6770,3434000,40000,23000,1000,3450000,1017652461,151497158,929000,2218000,0,150208158,3264646,0,2023-09-07
6770,3450000,9000,118000,0,3341000,1017652461,150208158,907000,1521000,0,149594158,3227975,0,2023-09-08
6770,3341000,32000,396000,0,2977000,1017652461,149594158,2031000,1508000,0,150117158,3223195,0,2023-09-11
6770,2977000,146000,121000,0,3002000,1017652461,150117158,1948000,821000,0,151244158,3205621,0,2023-09-12
6770,3002000,37000,70000,0,2969000,1017652461,151244158,596000,95000,0,151745158,3136354,0,2023-09-13
6770,2969000,138000,73000,0,3034000,1017834398,151745158,249000,1010000,0,150984158,3073162,0,2023-09-14
6770,3034000,45000,27000,0,3052000,1017834398,150984158,2127000,961000,0,152150158,3120174,0,2023-09-15
6770,3052000,5000,115000,0,2942000,1017834398,152150158,859000,2463000,0,150546158,3120205,0,2023-09-18
6770,2942000,18000,97000,0,2863000,1017834398,150546158,972000,2761000,0,148757158,3041250,0,2023-09-19
6770,2863000,104000,127000,0,2840000,1017834398,148757158,2376000,845000,0,150288158,3046786,0,2023-09-20
6770,2840000,18000,260000,0,2598000,1017834398,150288158,2062000,1114000,0,151236158,3050055,0,2023-09-21
6770,2598000,44000,251000,0,2391000,1017834398,151236158,2039000,1093000,0,152182158,2911837,0,2023-09-22
6770,2391000,70000,91000,0,2370000,1017834398,152182158,1641000,390000,0,153433158,2767288,0,2023-09-25
6770,2370000,583000,366000,0,2587000,1017834398,153433158,2442000,2113000,0,153762158,2713378,0,2023-09-26
6770,2587000,50000,558000,0,2079000,1017834398,153762158,2483000,0,0,156245158,2608704,0,2023-09-27
6770,2079000,71000,38000,0,2112000,1017834398,156245158,1053000,11000,0,157287158,2460468,0,2023-09-28
6770,2112000,20000,201000,0,1931000,1017834398,157287158,2170000,1880000,0,157577158,2363870,0,2023-10-02
6770,1931000,46000,30000,0,1947000,1017834398,157577158,407000,3000,0,157981158,2312100,0,2023-10-03
6770,1947000,58000,130000,0,1875000,1017834398,157981158,2305000,886000,0,159400158,2311933,0,2023-10-04
6770,1875000,12000,55000,0,1832000,1017834398,159400158,334000,1089000,0,158645158,2283552,0,2023-10-05
6770,1832000,24000,31000,0,1825000,1017834398,158645158,495000,694000,0,158446158,2224657,0,2023-10-06
6770,1825000,33000,180000,0,1678000,1017834398,158446158,1648000,689000,0,159405158,2314582,0,2023-10-11
6770,1678000,109000,80000,0,1707000,1017834398,159405158,459000,2518000,0,157346158,2327417,0,2023-10-12
6770,1707000,111000,24000,0,1794000,1017899336,157346158,981000,2056228,0,156270930,2387558,0,2023-10-13
6770,1794000,178000,263000,0,1709000,1017899336,156270930,1085000,819772,0,156536158,2544800,0,2023-10-16
6770,1709000,235000,130000,0,1814000,1017899336,156536158,2058000,714000,0,157880158,2645079,0,2023-10-17
6770,1814000,34000,70000,0,1778000,1017899336,157880158,1412000,1305000,0,157987158,2727428,0,2023-10-18
6770,1778000,18000,119000,0,1677000,1017899336,157987158,1078000,929000,0,158136158,2774759,0,2023-10-19
6770,1677000,56000,63000,0,1670000,1017899336,158136158,2774000,1067000,0,159843158,2978160,0,2023-10-20
6770,1670000,58000,95000,0,1633000,1017899336,159843158,1735000,0,0,161578158,3025241,0,2023-10-23
6770,1633000,81000,99000,0,1615000,1017899336,161578158,3025000,3109000,0,161494158,3051281,0,2023-10-24
6770,1615000,159000,368000,0,1406000,1017899336,161494158,2835000,244000,0,164085158,3184358,0,2023-10-25
6770,1406000,17000,169000,0,1254000,1017899336,164085158,1790000,984000,0,164891158,3192930,0,2023-10-26
6770,1254000,49000,53000,0,1250000,1017899336,164891158,1542000,3615000,0,162818158,3123324,0,2023-10-27
6770,1250000,14000,30000,0,1234000,1017899336,162818158,1062000,1342000,0,162538158,3118521,0,2023-10-30
6770,1234000,36000,21000,0,1249000,1017899336,162538158,310000,100000,0,162748158,3096035,0,2023-10-31
6770,1249000,79000,68000,0,1260000,1017899336,162748158,2046000,418000,0,164376158,3111741,0,2023-11-01
6770,1260000,13000,21000,0,1252000,1017899336,164376158,1381000,632000,0,165125158,3147253,0,2023-11-02
6770,1252000,199000,134000,0,1317000,1017899336,165125158,839000,1256000,0,164708158,3466299,0,2023-11-03
6770,1317000,27000,89000,0,1255000,1017899336,164708158,1390000,392000,0,165706158,3647811,0,2023-11-06
6770,1255000,154000,25000,0,1384000,1017899336,165706158,758000,1053000,0,165411158,3668372,0,2023-11-07
6770,1384000,158000,21000,0,1521000,1017899336,165411158,1268000,1794000,0,164885158,3770232,0,2023-11-08
6770,1521000,123000,11000,0,1633000,1017899336,164885158,1184000,422000,0,165647158,3794844,0,2023-11-09
6770,1633000,92000,44000,0,1681000,1017899336,165647158,864000,1472000,0,165039158,3772758,0,2023-11-10
6770,1681000,21000,109000,0,1593000,1017899336,165039158,3772000,0,0,168811158,3834527,0,2023-11-13
6770,1593000,50000,6000,0,1637000,1018001823,168811158,1045000,0,0,169856158,3910366,0,2023-11-14
6770,1637000,100000,343000,0,1394000,1018001823,169856158,811000,931000,0,169736158,4066343,0,2023-11-15
6770,1394000,93000,11000,0,1476000,1018001823,169736158,677000,1085000,0,169328158,4128121,0,2023-11-16
6770,1476000,41000,77000,0,1440000,1018001823,169328158,179000,2876000,0,166631158,4132999,0,2023-11-17
6770,1440000,44000,48000,0,1436000,1018001823,166631158,903000,489000,0,167045158,4266758,0,2023-11-20
6770,1436000,137000,18000,0,1555000,1018001823,167045158,514000,995000,0,166564158,4411415,0,2023-11-21
6770,1555000,121000,136000,25000,1515000,1018001823,166564158,361000,3979000,0,162946158,4383790,0,2023-11-22
6770,1515000,190000,9000,12000,1684000,1018001823,162946158,269000,365000,0,162850158,4384166,0,2023-11-23
6770,1684000,131000,5000,80000,1730000,1018001823,162850158,522000,1989000,0,161383158,4374030,0,2023-11-24
6770,1730000,32000,118000,0,1644000,1018001823,161383158,1033000,983000,0,161433158,4228672,0,2023-11-27
6770,1644000,64000,110000,0,1598000,1018001823,161433158,158000,1395000,0,160196158,4148504,0,2023-11-28
6770,1598000,55000,14000,0,1639000,1018001823,160196158,641000,1033000,0,159804158,4145944,0,2023-11-29
6770,1639000,10000,16000,0,1633000,1018001823,159804158,2635000,1952000,0,160487158,4226235,0,2023-11-30
6770,1633000,6000,40000,0,1599000,1018001823,160487158,1099000,2961000,0,158625158,4084205,0,2023-12-01
6770,1599000,53000,22000,0,1630000,1018001823,158625158,427000,1884000,0,157168158,4086162,0,2023-12-04
6770,1630000,13000,70000,0,1573000,1018001823,157168158,768000,1331000,0,156605158,4075559,0,2023-12-05
6770,1573000,4000,343000,0,1234000,1018001823,156605158,1756000,3321000,0,155040158,3954723,0,2023-12-06
6770,1234000,9000,24000,0,1219000,1018001823,155040158,612000,1200000,0,154452158,3942719,0,2023-12-07
