stock_id,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering,date
1603,19000,0,2000,0,17000,47922000,924000,0,11000,0,913000,831492,0,2023-07-17
1603,17000,0,3000,0,14000,47922000,913000,39000,14000,0,938000,850725,0,2023-07-18
1603,14000,0,0,0,14000,47922000,938000,0,0,0,938000,857508,0,2023-07-19
1603,14000,1000,0,0,15000,47922000,938000,0,66000,0,872000,820765,0,2023-07-20
1603,15000,20000,0,0,35000,47922000,872000,2000,30000,0,844000,796435,0,2023-07-21
1603,35000,0,20000,0,15000,47922000,844000,30000,0,0,874000,795380,0,2023-07-24
1603,15000,0,0,0,15000,47922000,874000,2000,0,0,876000,821641,0,2023-07-25
1603,15000,1000,4000,0,12000,47922000,876000,10000,0,0,886000,837898,0,2023-07-26
1603,12000,15000,1000,0,26000,47922000,886000,33000,0,0,919000,844022,0,2023-07-27
1603,26000,12000,1000,0,37000,47922000,919000,33000,0,0,952000,859158,0,2023-07-28
1603,37000,32000,20000,0,49000,47922000,952000,30000,0,0,982000,863021,0,2023-07-31
1603,49000,1000,0,0,50000,47922000,982000,2000,0,0,984000,859078,0,2023-08-01
1603,50000,5000,36000,0,19000,47922000,984000,10000,12000,0,982000,893993,0,2023-08-02
1603,19000,23000,6000,0,36000,47922000,982000,6000,0,0,988000,897084,0,2023-08-04
1603,36000,1000,22000,0,15000,47922000,988000,12000,0,0,1000000,904193,0,2023-08-07
1603,15000,1000,4000,0,12000,47922000,1000000,16000,15000,0,1001000,883169,0,2023-08-08
1603,12000,2000,1000,0,13000,47922000,1001000,10000,0,0,1011000,874473,0,2023-08-09
1603,13000,5000,2000,0,16000,47922000,1011000,9000,0,0,1020000,859607,0,2023-08-10
1603,16000,5000,0,0,21000,47922000,1020000,0,0,0,1020000,845044,0,2023-08-11
1603,21000,2000,6000,0,17000,47922000,1020000,4000,14000,0,1010000,833154,0,2023-08-14
1603,17000,0,2000,0,15000,47922000,1010000,0,62000,0,948000,754374,0,2023-08-15
1603,15000,0,0,2000,13000,47922000,948000,0,6000,0,942000,691509,0,2023-08-16
1603,13000,1000,10000,0,4000,47922000,942000,0,0,0,942000,687939,0,2023-08-17
1603,4000,2000,0,0,6000,47922000,942000,10000,26000,0,926000,692989,0,2023-08-18
1603,6000,2000,2000,0,6000,47922000,926000,5000,17000,0,914000,705435,0,2023-08-21
1603,6000,0,6000,0,0,47922000,914000,12000,0,0,926000,712773,0,2023-08-22
1603,0,0,0,0,0,47922000,926000,16000,0,0,942000,684929,0,2023-08-23
1603,0,0,0,0,0,47922000,942000,2000,0,0,944000,680217,0,2023-08-24
1603,0,0,0,0,0,47922000,944000,1000,5000,0,940000,665515,0,2023-08-25
1603,0,0,0,0,0,47922000,940000,7000,9000,0,938000,667916,0,2023-08-28
1603,0,0,0,0,0,47922000,938000,0,0,0,938000,663010,0,2023-08-29
1603,0,0,0,0,0,47922000,938000,0,93000,0,845000,649659,0,2023-08-30
1603,0,2000,0,0,2000,47922000,845000,8000,0,0,853000,674487,0,2023-08-31
1603,2000,0,0,0,2000,47922000,853000,2000,0,0,855000,703067,0,2023-09-01
1603,2000,0,1000,0,1000,47922000,855000,11000,0,0,866000,725705,0,2023-09-04
1603,1000,1000,1000,0,1000,47922000,866000,0,0,0,866000,733374,0,2023-09-05
1603,1000,2000,0,0,3000,47922000,866000,5000,0,0,871000,707503,0,2023-09-06
1603,3000,5000,0,0,8000,47922000,871000,1000,0,0,872000,689076,0,2023-09-07
1603,8000,48000,5000,0,51000,47922000,872000,28000,0,0,900000,723123,0,2023-09-08
1603,51000,26000,34000,0,43000,47922000,900000,70000,0,0,970000,719345,0,2023-09-11
1603,43000,4000,19000,0,28000,47922000,970000,45000,0,0,1015000,704529,0,2023-09-12
1603,28000,2000,2000,0,28000,47922000,1015000,51000,0,0,1066000,703074,0,2023-09-13
1603,28000,0,6000,0,22000,47922000,1066000,21000,0,0,1087000,669689,0,2023-09-14
1603,22000,1000,2000,0,21000,47922000,1087000,38000,0,0,1125000,665680,0,2023-09-15
1603,21000,1000,4000,0,18000,47922000,1125000,28000,0,0,1153000,663439,0,2023-09-18
1603,18000,0,0,0,18000,47922000,1153000,23000,0,0,1176000,653425,0,2023-09-19
1603,18000,0,0,0,18000,47922000,1176000,12000,0,0,1188000,641937,0,2023-09-20
1603,18000,3000,2000,0,19000,47922000,1188000,32000,2000,0,1218000,627881,0,2023-09-21
1603,19000,0,4000,0,15000,47922000,1218000,6000,0,0,1224000,619248,0,2023-09-22
1603,15000,1000,5000,0,11000,47922000,1224000,1000,0,0,1225000,619147,0,2023-09-25
1603,11000,20000,4000,0,27000,47922000,1225000,28000,0,0,1253000,655817,0,2023-09-26
1603,27000,9000,3000,0,33000,47922000,1253000,55000,0,0,1308000,692628,0,2023-09-27
1603,33000,3000,8000,0,28000,47922000,1308000,18000,0,0,1326000,709311,0,2023-09-28
1603,28000,2000,4000,0,26000,47922000,1326000,178000,0,0,1504000,737423,0,2023-10-02
1603,26000,4000,8000,0,22000,47922000,1504000,258000,0,0,1762000,728493,0,2023-10-03
1603,22000,20000,11000,0,31000,47922000,1762000,7000,0,0,1769000,780833,0,2023-10-04
1603,31000,16000,12000,0,35000,47922000,1769000,81000,0,0,1850000,862605,0,2023-10-05
1603,35000,2000,5000,0,32000,47922000,1850000,0,0,0,1850000,885592,0,2023-10-06
1603,32000,73000,8000,0,97000,47922000,1850000,14000,0,0,1864000,967521,0,2023-10-11
1603,97000,163000,71000,0,189000,47922000,1864000,62000,0,0,1926000,1104465,0,2023-10-12
1603,189000,65000,62000,0,192000,47922000,1926000,38000,0,0,1964000,1173529,0,2023-10-13
1603,192000,14000,150000,0,56000,47922000,1964000,0,0,0,1964000,1202515,0,2023-10-16
1603,56000,6000,11000,0,51000,47922000,1964000,0,138000,0,1826000,1198695,0,2023-10-17
1603,51000,18000,14000,0,55000,47922000,1826000,1000,76000,0,1751000,1185809,0,2023-10-18
1603,55000,5000,15000,0,45000,47922000,1751000,0,0,0,1751000,1171715,0,2023-10-19
1603,45000,5000,6000,0,44000,47922000,1751000,30000,0,0,1781000,1163784,0,2023-10-20
1603,44000,1000,15000,0,30000,47922000,1781000,1000,0,0,1782000,1140068,0,2023-10-23
1603,30000,7000,6000,0,31000,47922000,1782000,9000,0,0,1791000,1143524,0,2023-10-24
1603,31000,4000,0,0,35000,47922000,1791000,19000,0,0,1810000,1122250,0,2023-10-25
1603,35000,4000,10000,0,29000,47922000,1810000,6000,0,0,1816000,1116375,0,2023-10-26
1603,29000,0,2000,0,27000,47922000,1816000,0,0,0,1816000,1121817,0,2023-10-27
1603,27000,2000,5000,0,24000,47922000,1816000,5000,0,0,1821000,1115957,0,2023-10-30
1603,24000,3000,6000,0,21000,47922000,1821000,0,0,0,1821000,1134164,0,2023-10-31
1603,21000,3000,1000,0,23000,47922000,1821000,3000,0,0,1824000,1136211,0,2023-11-01
1603,23000,6000,1000,0,28000,47922000,1824000,3000,0,0,1827000,1136406,0,2023-11-02
1603,28000,4000,2000,0,30000,47922000,1827000,0,0,0,1827000,1138506,0,2023-11-03
1603,30000,6000,2000,0,34000,47922000,1827000,24000,0,0,1851000,1148964,0,2023-11-06
1603,34000,1000,1000,0,34000,47922000,1851000,2000,0,0,1853000,1150524,0,2023-11-07
1603,34000,0,6000,0,28000,47922000,1853000,2000,15000,0,1840000,1155292,0,2023-11-08
1603,28000,0,0,0,28000,47922000,1840000,2000,0,0,1842000,1154709,0,2023-11-09
1603,28000,6000,0,0,34000,47922000,1842000,5000,0,0,1847000,1116630,0,2023-11-10
1603,34000,1000,0,0,35000,47922000,1847000,11000,0,0,1858000,1080501,0,2023-11-13
1603,35000,2000,1000,0,36000,47922000,1858000,0,0,0,1858000,1051434,0,2023-11-14
1603,36000,3000,15000,0,24000,47922000,1858000,0,0,0,1858000,1014355,0,2023-11-15
1603,24000,0,0,0,24000,47922000,1858000,4000,142000,0,1720000,986167,0,2023-11-16
1603,24000,0,0,0,24000,47922000,1720000,1000,116000,0,1605000,911830,0,2023-11-17
1603,24000,0,0,0,24000,47922000,1605000,0,0,0,1605000,818042,0,2023-11-20
1603,24000,9000,0,0,33000,47922000,1605000,0,0,0,1605000,798552,0,2023-11-21
1603,33000,1000,6000,0,28000,47922000,1605000,41000,0,0,1646000,721657,0,2023-11-22
1603,28000,6000,0,0,34000,47922000,1646000,50000,0,0,1696000,624499,0,2023-11-23
1603,34000,18000,1000,0,51000,47922000,1696000,45000,0,0,1741000,616637,0,2023-11-24
1603,51000,32000,4000,0,79000,47922000,1741000,119000,0,0,1860000,613089,0,2023-11-27
1603,79000,1000,8000,0,72000,47922000,1860000,1000,0,0,1861000,592562,0,2023-11-28
1603,72000,20000,0,0,92000,47922000,1861000,54000,0,0,1915000,630417,0,2023-11-29
1603,92000,0,4000,0,88000,47922000,1915000,9000,0,0,1924000,646588,0,2023-11-30
1603,88000,0,0,0,88000,47922000,1924000,3000,0,0,1927000,639099,0,2023-12-01
1603,88000,2000,22000,0,68000,47922000,1927000,1000,36000,0,1892000,642259,0,2023-12-04
1603,68000,0,2000,0,66000,47922000,1892000,3000,58000,0,1837000,650990,0,2023-12-05
1603,66000,6000,0,0,72000,47922000,1837000,3000,0,0,1840000,645742,0,2023-12-06
1603,72000,38000,26000,0,84000,47922000,1840000,6000,0,0,1846000,704413,0,2023-12-07
1603,84000,8000,1000,0,91000,47922000,1846000,2000,0,0,1848000,714035,0,2023-12-08
1603,91000,2000,7000,0,86000,47922000,1848000,42000,0,0,1890000,758720,0,2023-12-11
1603,86000,42000,0,0,128000,47922000,1890000,37000,10000,0,1917000,824733,0,2023-12-12
1603,128000,1000,11000,0,118000,47922000,1917000,35000,15000,0,1937000,852174,0,2023-12-13
1603,118000,0,0,0,118000,47922000,1937000,15000,45000,0,1907000,862072,0,2023-12-14
1603,118000,1000,0,0,119000,47922000,1907000,42000,0,0,1949000,871344,0,2023-12-15
1603,119000,0,1000,0,118000,47922000,1949000,32000,0,0,1981000,879982,0,2023-12-18
1603,118000,2000,30000,0,90000,47922000,1981000,2000,0,0,1983000,891281,0,2023-12-19
1603,90000,3000,2000,0,91000,47922000,1983000,9000,0,0,1992000,898734,0,2023-12-20
1603,91000,0,4000,0,87000,47922000,1992000,61000,0,0,2053000,898850,0,2023-12-21
1603,87000,2000,2000,0,87000,47922000,2053000,31000,0,0,2084000,905347,0,2023-12-22
1603,87000,0,1000,0,86000,47922000,2084000,6000,64000,0,2026000,902274,0,2023-12-25
1603,86000,2000,2000,0,86000,47922000,2026000,1000,0,0,2027000,888813,0,2023-12-26
1603,86000,0,0,0,86000,47922000,2027000,2000,0,0,2029000,881965,0,2023-12-27
1603,86000,19000,0,0,105000,47922000,2029000,38000,0,0,2067000,907156,0,2023-12-28
1603,105000,15000,0,0,120000,47922000,2067000,4000,0,0,2071000,932721,0,2023-12-29
1603,120000,8000,0,0,128000,47922000,2071000,4000,0,0,2075000,945914,0,2024-01-02
1603,128000,0,1000,0,127000,47922000,2075000,2000,77000,0,2000000,938705,0,2024-01-03
1603,127000,0,0,0,127000,47922000,2000000,25000,16000,0,2009000,954555,0,2024-01-04
1603,127000,62000,0,0,189000,47922000,2009000,1000,0,0,2010000,916262,0,2024-01-05
1603,189000,7000,0,0,196000,47922000,2010000,2000,0,0,2012000,860200,0,2024-01-08
1603,196000,58000,145000,1000,108000,47922000,2012000,10000,0,0,2022000,905739,0,2024-01-09
1603,108000,11000,84000,0,35000,47922000,2022000,18000,140000,0,1900000,912649,0,2024-01-10
1603,35000,3000,3000,0,35000,47922000,1900000,52000,0,0,1952000,865610,0,2024-01-11
1603,35000,0,29000,0,6000,47922000,1952000,54000,0,0,2006000,842160,0,2024-01-12
1603,6000,3000,3000,0,6000,47922000,2006000,90000,0,0,2096000,850488,0,2024-01-15
1603,6000,2000,1000,0,7000,47922000,2096000,51000,10000,0,2137000,857136,0,2024-01-16
1603,7000,4000,2000,0,9000,47922000,2137000,50000,0,0,2187000,853532,0,2024-01-17
1603,9000,3000,2000,0,10000,47922000,2187000,0,0,0,2187000,834013,0,2024-01-18
1603,10000,0,0,2000,8000,47922000,2187000,14000,30000,0,2171000,767640,0,2024-01-19
1603,8000,10000,3000,0,15000,47922000,2171000,1000,0,0,2172000,746551,0,2024-01-22
1603,15000,0,4000,0,11000,47922000,2172000,2000,19000,0,2155000,701140,0,2024-01-23
