stock_id,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering,date
1316,9000,0,0,0,9000,54764490,6452000,86000,0,0,6538000,271500,0,2023-07-17
1316,9000,0,0,0,9000,54764490,6538000,0,207000,0,6331000,273303,0,2023-07-18
1316,9000,0,0,0,9000,54764490,6331000,0,160162,0,6170838,262439,0,2023-07-19
1316,9000,0,0,0,9000,54764490,6170838,20000,0,0,6190838,275896,0,2023-07-20
1316,9000,0,0,0,9000,54764490,6190838,4000,0,0,6194838,277596,0,2023-07-21
1316,9000,2000,0,0,11000,54764490,6194838,15000,137000,0,6072838,293816,0,2023-07-24
1316,11000,0,1000,0,10000,54764490,6072838,0,23838,0,6049000,297577,0,2023-07-25
1316,10000,1000,0,0,11000,54764490,6049000,1000,0,0,6050000,293016,0,2023-07-26
1316,11000,1000,0,0,12000,54764490,6050000,0,1000,0,6049000,298026,0,2023-07-27
1316,12000,0,0,0,12000,54764490,6049000,0,0,0,6049000,304428,0,2023-07-28
1316,12000,0,4000,0,8000,54764490,6049000,0,0,0,6049000,305274,0,2023-07-31
1316,8000,0,3000,0,5000,54764490,6049000,0,0,0,6049000,302523,0,2023-08-01
1316,5000,0,0,0,5000,54764490,6049000,0,0,0,6049000,298351,0,2023-08-02
1316,5000,0,0,0,5000,54764490,6049000,0,66000,0,5983000,301158,0,2023-08-04
1316,5000,0,0,0,5000,54764490,5983000,0,0,0,5983000,306348,0,2023-08-07
1316,5000,37000,1000,0,41000,54764490,5983000,0,43000,0,5940000,324834,0,2023-08-08
1316,41000,0,10000,0,31000,54764490,5940000,33000,31000,0,5942000,331038,0,2023-08-09
1316,31000,0,1000,0,30000,54764490,5942000,0,0,0,5942000,343723,0,2023-08-10
1316,30000,4000,11000,0,23000,54764490,5942000,0,0,0,5942000,362791,0,2023-08-11
1316,23000,1000,19000,0,5000,54764490,5942000,0,14000,0,5928000,377529,0,2023-08-14
1316,5000,0,4000,0,1000,54764490,5928000,0,141000,0,5787000,384406,0,2023-08-15
1316,1000,0,1000,0,0,54764490,5787000,3000,0,0,5790000,393206,0,2023-08-16
1316,0,0,0,0,0,54764490,5790000,0,0,0,5790000,400258,0,2023-08-17
1316,0,0,0,0,0,54764490,5790000,0,0,0,5790000,410304,0,2023-08-18
1316,0,0,0,0,0,54764490,5790000,0,44000,0,5746000,422325,0,2023-08-21
1316,0,939000,0,0,939000,54764490,5746000,0,32000,0,5714000,447964,0,2023-08-22
1316,939000,772000,24000,0,1687000,54764490,5714000,151000,0,0,5865000,476252,0,2023-08-23
1316,1687000,9000,7000,0,1689000,54764490,5865000,191000,0,0,6056000,496389,0,2023-08-24
1316,1689000,1000,12000,0,1678000,54764490,6056000,0,0,0,6056000,495282,0,2023-08-25
1316,1678000,0,33000,0,1645000,54764490,6056000,41000,68000,0,6029000,490093,0,2023-08-28
1316,1645000,12000,0,0,1657000,54764490,6029000,54000,0,0,6083000,475749,0,2023-08-29
1316,1657000,8000,18000,0,1647000,54764490,6083000,11000,263000,0,5831000,476505,0,2023-08-30
1316,1647000,40000,1000,0,1686000,54764490,5831000,15000,0,0,5846000,497053,0,2023-08-31
1316,1686000,220000,4000,0,1902000,54764490,5846000,0,0,0,5846000,494417,0,2023-09-01
1316,1902000,186000,0,0,2088000,54764490,5846000,0,0,0,5846000,493256,0,2023-09-04
1316,2088000,451000,0,0,2539000,54764490,5846000,0,0,0,5846000,484673,0,2023-09-05
