stock_id,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering,date
3380,0,65000,0,0,65000,135429615,4495000,100000,21000,0,4574000,2954139,0,2023-07-17
3380,65000,60000,55000,0,70000,135429615,4574000,16000,136000,0,4454000,3082620,0,2023-07-18
3380,70000,2000,32000,0,40000,135429615,4454000,285000,0,0,4739000,3124568,0,2023-07-19
3380,40000,72000,3000,0,109000,135429615,4739000,246000,156000,0,4829000,3167370,0,2023-07-20
3380,109000,14000,29000,0,94000,135429615,4829000,144000,206000,0,4767000,3184306,0,2023-07-21
3380,94000,0,27000,0,67000,135429615,4767000,29000,136000,0,4660000,3207422,0,2023-07-24
3380,67000,39000,0,0,106000,135429615,4660000,111000,105000,0,4666000,3184056,0,2023-07-25
3380,106000,13000,28000,0,91000,135429615,4666000,302000,113000,0,4855000,3169602,0,2023-07-26
3380,91000,19000,1000,0,109000,135429615,4855000,208000,0,0,5063000,3183000,0,2023-07-27
3380,109000,30000,45000,0,94000,135429615,5063000,220000,4000,0,5279000,3225075,0,2023-07-28
3380,94000,23000,2000,0,115000,135429615,5279000,84000,0,0,5363000,3306388,0,2023-07-31
3380,115000,26000,26000,0,115000,135429615,5363000,625000,0,0,5988000,3175366,0,2023-08-01
3380,115000,23000,43000,0,95000,135429615,5988000,598000,29000,0,6557000,3133823,0,2023-08-02
3380,95000,46000,45000,0,96000,135429615,6557000,509000,107000,0,6959000,3162543,0,2023-08-04
3380,96000,21000,11000,0,106000,135429615,6959000,196000,0,0,7155000,3139194,0,2023-08-07
3380,106000,3000,19000,0,90000,135429615,7155000,127000,188000,0,7094000,3103979,0,2023-08-08
3380,90000,6000,26000,0,70000,135429615,7094000,106000,31000,0,7169000,3099557,0,2023-08-09
3380,70000,15000,45000,0,40000,135429615,7169000,44000,121000,0,7092000,3015040,0,2023-08-10
3380,40000,11000,3000,0,48000,135429615,7092000,30000,206000,0,6916000,2824115,0,2023-08-11
3380,48000,16000,11000,0,53000,135429615,6916000,71000,90000,0,6897000,2781736,0,2023-08-14
3380,53000,6000,9000,0,50000,135429615,6897000,15000,352000,0,6560000,2632383,0,2023-08-15
3380,50000,2000,13000,0,39000,135429615,6560000,282000,727000,0,6115000,2518684,0,2023-08-16
3380,39000,17000,12000,0,44000,135429615,6115000,656000,240000,0,6531000,2445319,0,2023-08-17
