date,stock_id,country,revenue,revenue_month,revenue_year
2024-09-01,4536,Taiwan,862435000,8,2024
2024-10-01,4536,Taiwan,871566000,9,2024
2024-11-01,4536,Taiwan,895765000,10,2024
2024-12-01,4536,Taiwan,840724000,11,2024
2025-01-01,4536,Taiwan,920125000,12,2024
2025-02-01,4536,Taiwan,773886000,1,2025
2025-03-01,4536,Taiwan,699845000,2,2025
2025-04-01,4536,Taiwan,927946000,3,2025
2025-05-01,4536,Taiwan,1039776000,4,2025
2025-06-01,4536,Taiwan,664580000,5,2025
2025-07-01,4536,Taiwan,809936000,6,2025
2025-08-01,4536,Taiwan,849735000,7,2025
2025-09-01,4536,Taiwan,805842000,8,2025
