date,stock_id,country,revenue,revenue_month,revenue_year
2024-09-01,2812,Taiwan,1665890000,8,2024
2024-10-01,2812,Taiwan,1473000000,9,2024
2024-11-01,2812,Taiwan,1614678000,10,2024
2024-12-01,2812,Taiwan,1569927000,11,2024
2025-01-01,2812,Taiwan,1625226000,12,2024
2025-02-01,2812,Taiwan,1757813000,1,2025
2025-03-01,2812,Taiwan,1626913000,2,2025
2025-04-01,2812,Taiwan,1612863000,3,2025
2025-05-01,2812,Taiwan,1414676000,4,2025
2025-06-01,2812,Taiwan,1529294000,5,2025
2025-07-01,2812,Taiwan,1661522000,6,2025
2025-08-01,2812,Taiwan,1802030000,7,2025
2025-09-01,2812,Taiwan,1941260000,8,2025
