date,stock_id,country,revenue,revenue_month,revenue_year
2024-09-01,6719,Taiwan,333221000,8,2024
2024-10-01,6719,Taiwan,337358000,9,2024
2024-11-01,6719,Taiwan,331517000,10,2024
2024-12-01,6719,Taiwan,302507000,11,2024
2025-01-01,6719,Taiwan,301359000,12,2024
2025-02-01,6719,Taiwan,340882000,1,2025
2025-03-01,6719,Taiwan,247172000,2,2025
2025-04-01,6719,Taiwan,390989000,3,2025
2025-05-01,6719,Taiwan,435917000,4,2025
2025-06-01,6719,Taiwan,405930000,5,2025
2025-07-01,6719,Taiwan,385338000,6,2025
2025-08-01,6719,Taiwan,359697000,7,2025
2025-09-01,6719,Taiwan,420800000,8,2025
