date,stock_id,country,revenue,revenue_month,revenue_year
2024-09-01,1560,Taiwan,586261000,8,2024
2024-10-01,1560,Taiwan,638126000,9,2024
2024-11-01,1560,Taiwan,593536000,10,2024
2024-12-01,1560,Taiwan,609542000,11,2024
2025-01-01,1560,Taiwan,630526000,12,2024
2025-02-01,1560,Taiwan,565808000,1,2025
2025-03-01,1560,Taiwan,604077000,2,2025
2025-04-01,1560,Taiwan,601745000,3,2025
2025-05-01,1560,Taiwan,698859000,4,2025
2025-06-01,1560,Taiwan,704078000,5,2025
2025-07-01,1560,Taiwan,715653000,6,2025
2025-08-01,1560,Taiwan,700303000,7,2025
2025-09-01,1560,Taiwan,689622000,8,2025
