date,stock_id,country,revenue,revenue_month,revenue_year
2024-09-01,1721,Taiwan,186050000,8,2024
2024-10-01,1721,Taiwan,231382000,9,2024
2024-11-01,1721,Taiwan,159047000,10,2024
2024-12-01,1721,Taiwan,163750000,11,2024
2025-01-01,1721,Taiwan,167697000,12,2024
2025-02-01,1721,Taiwan,150783000,1,2025
2025-03-01,1721,Taiwan,173672000,2,2025
2025-04-01,1721,Taiwan,180455000,3,2025
2025-05-01,1721,Taiwan,142359000,4,2025
2025-06-01,1721,Taiwan,112986000,5,2025
2025-07-01,1721,Taiwan,129787000,6,2025
2025-08-01,1721,Taiwan,176838000,7,2025
2025-09-01,1721,Taiwan,124531000,8,2025
