date,stock_id,country,revenue,revenue_month,revenue_year
2024-09-01,3036,Taiwan,81540021000,8,2024
2024-10-01,3036,Taiwan,84514548000,9,2024
2024-11-01,3036,Taiwan,98597074000,10,2024
2024-12-01,3036,Taiwan,67450261000,11,2024
2025-01-01,3036,Taiwan,95830269000,12,2024
2025-02-01,3036,Taiwan,77779195000,1,2025
2025-03-01,3036,Taiwan,80963181000,2,2025
2025-04-01,3036,Taiwan,88682081000,3,2025
2025-05-01,3036,Taiwan,118088535000,4,2025
2025-06-01,3036,Taiwan,78326329000,5,2025
2025-07-01,3036,Taiwan,63088486000,6,2025
2025-08-01,3036,Taiwan,93900316000,7,2025
2025-09-01,3036,Taiwan,100086220000,8,2025
