date,stock_id,country,revenue,revenue_month,revenue_year
2024-09-01,1605,Taiwan,14164800000,8,2024
2024-10-01,1605,Taiwan,14503449000,9,2024
2024-11-01,1605,Taiwan,14774899000,10,2024
2024-12-01,1605,Taiwan,18158784000,11,2024
2025-01-01,1605,Taiwan,13658023000,12,2024
2025-02-01,1605,Taiwan,14106967000,1,2025
2025-03-01,1605,Taiwan,15431274000,2,2025
2025-04-01,1605,Taiwan,15337828000,3,2025
2025-05-01,1605,Taiwan,17657667000,4,2025
2025-06-01,1605,Taiwan,15710431000,5,2025
2025-07-01,1605,Taiwan,12927141000,6,2025
2025-08-01,1605,Taiwan,14274827000,7,2025
2025-09-01,1605,Taiwan,12550005000,8,2025
