date,stock_id,country,revenue,revenue_month,revenue_year
2024-09-01,1313,Taiwan,5639666000,8,2024
2024-10-01,1313,Taiwan,5094421000,9,2024
2024-11-01,1313,Taiwan,5332007000,10,2024
2024-12-01,1313,Taiwan,6239419000,11,2024
2025-01-01,1313,Taiwan,6438589000,12,2024
2025-02-01,1313,Taiwan,4384870000,1,2025
2025-03-01,1313,Taiwan,4286677000,2,2025
2025-04-01,1313,Taiwan,5864531000,3,2025
2025-05-01,1313,Taiwan,5570919000,4,2025
2025-06-01,1313,Taiwan,5129412000,5,2025
2025-07-01,1313,Taiwan,5143161000,6,2025
2025-08-01,1313,Taiwan,5132015000,7,2025
2025-09-01,1313,Taiwan,4946044000,8,2025
