date,stock_id,country,revenue,revenue_month,revenue_year
2024-09-01,2241,Taiwan,62929000,8,2024
2024-10-01,2241,Taiwan,53707000,9,2024
2024-11-01,2241,Taiwan,53247000,10,2024
2024-12-01,2241,Taiwan,55393000,11,2024
2025-01-01,2241,Taiwan,60905000,12,2024
2025-02-01,2241,Taiwan,55417000,1,2025
2025-03-01,2241,Taiwan,53274000,2,2025
2025-04-01,2241,Taiwan,67097000,3,2025
2025-05-01,2241,Taiwan,57648000,4,2025
2025-06-01,2241,Taiwan,44333000,5,2025
2025-07-01,2241,Taiwan,42820000,6,2025
2025-08-01,2241,Taiwan,56352000,7,2025
2025-09-01,2241,Taiwan,59161000,8,2025
