date,stock_id,country,revenue,revenue_month,revenue_year
2024-09-01,3006,Taiwan,1146843000,8,2024
2024-10-01,3006,Taiwan,1234788000,9,2024
2024-11-01,3006,Taiwan,1146747000,10,2024
2024-12-01,3006,Taiwan,963752000,11,2024
2025-01-01,3006,Taiwan,1044351000,12,2024
2025-02-01,3006,Taiwan,935504000,1,2025
2025-03-01,3006,Taiwan,917212000,2,2025
2025-04-01,3006,Taiwan,1050219000,3,2025
2025-05-01,3006,Taiwan,1031627000,4,2025
2025-06-01,3006,Taiwan,1125618000,5,2025
2025-07-01,3006,Taiwan,1131185000,6,2025
2025-08-01,3006,Taiwan,1147877000,7,2025
2025-09-01,3006,Taiwan,1120861000,8,2025
