date,stock_id,country,revenue,revenue_month,revenue_year
2024-09-01,6116,Taiwan,625022000,8,2024
2024-10-01,6116,Taiwan,983993000,9,2024
2024-11-01,6116,Taiwan,1030378000,10,2024
2024-12-01,6116,Taiwan,854267000,11,2024
2025-01-01,6116,Taiwan,979501000,12,2024
2025-02-01,6116,Taiwan,942638000,1,2025
2025-03-01,6116,Taiwan,955211000,2,2025
2025-04-01,6116,Taiwan,1001884000,3,2025
2025-05-01,6116,Taiwan,1006010000,4,2025
2025-06-01,6116,Taiwan,1068558000,5,2025
2025-07-01,6116,Taiwan,926988000,6,2025
2025-08-01,6116,Taiwan,900233000,7,2025
2025-09-01,6116,Taiwan,864874000,8,2025
