date,stock_id,type,value,origin_name
2023-09-30,2301,OperatingExpenses,4811521000.0,營業費用
2023-09-30,2301,TAX,1177570000.0,所得稅費用（利益）
2023-09-30,2301,PreTaxIncome,5744246000.0,稅前淨利（淨損）
2023-09-30,2301,IncomeFromContinuingOperations,4566676000.0,繼續營業單位本期淨利（淨損）
2023-09-30,2301,IncomeAfterTaxes,4566676000.0,本期淨利（淨損）
2023-09-30,2301,TotalConsolidatedProfitForThePeriod,7233045000.0,本期綜合損益總額
2023-09-30,2301,Revenue,39957224000.0,營業收入
2023-09-30,2301,CostOfGoodsSold,30525697000.0,營業成本
2023-09-30,2301,OperatingIncome,4620006000.0,營業利益（損失）
2023-09-30,2301,TotalNonoperatingIncomeAndExpense,1124240000.0,營業外收入及支出
2023-09-30,2301,OtherComprehensiveIncome,2666369000.0,其他綜合損益（淨額）
2023-09-30,2301,GrossProfit,9431527000.0,營業毛利（毛損）
2023-09-30,2301,EquityAttributableToOwnersOfParent,4557708000.0,淨利（淨損）歸屬於母公司業主
2023-09-30,2301,NoncontrollingInterests,8968000.0,淨利（淨損）歸屬於非控制權益
2023-09-30,2301,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,25411000.0,綜合損益總額歸屬於非控制權益
2023-09-30,2301,EPS,2.0,基本每股盈餘（元）
2023-12-31,2301,OperatingExpenses,4718838000.0,營業費用
2023-12-31,2301,TAX,894177000.0,所得稅費用（利益）
2023-12-31,2301,EPS,1.5,基本每股盈餘（元）
2023-12-31,2301,PreTaxIncome,4352047000.0,稅前淨利（淨損）
2023-12-31,2301,IncomeFromContinuingOperations,3457870000.0,繼續營業單位本期淨利（淨損）
2023-12-31,2301,IncomeAfterTaxes,3457870000.0,本期淨利（淨損）
2023-12-31,2301,TotalConsolidatedProfitForThePeriod,313581000.0,本期綜合損益總額
2023-12-31,2301,Revenue,36909031000.0,營業收入
2023-12-31,2301,CostOfGoodsSold,28772506000.0,營業成本
2023-12-31,2301,OperatingIncome,3417687000.0,營業利益（損失）
2023-12-31,2301,TotalNonoperatingIncomeAndExpense,934360000.0,營業外收入及支出
2023-12-31,2301,OtherComprehensiveIncome,-3144289000.0,其他綜合損益（淨額）
2023-12-31,2301,GrossProfit,8136525000.0,營業毛利（毛損）
2023-12-31,2301,EquityAttributableToOwnersOfParent,3459849000.0,淨利（淨損）歸屬於母公司業主
2023-12-31,2301,NoncontrollingInterests,-1979000.0,淨利（淨損）歸屬於非控制權益
2023-12-31,2301,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,-17446000.0,綜合損益總額歸屬於非控制權益
2024-03-31,2301,OperatingExpenses,3616674000.0,營業費用
2024-03-31,2301,TAX,735263000.0,所得稅費用（利益）
2024-03-31,2301,EPS,1.04,基本每股盈餘（元）
2024-03-31,2301,Revenue,28775904000.0,營業收入
2024-03-31,2301,CostOfGoodsSold,22928567000.0,營業成本
2024-03-31,2301,OperatingIncome,2230663000.0,營業利益（損失）
2024-03-31,2301,TotalNonoperatingIncomeAndExpense,898118000.0,營業外收入及支出
2024-03-31,2301,PreTaxIncome,3128781000.0,稅前淨利（淨損）
2024-03-31,2301,IncomeFromContinuingOperations,2393518000.0,繼續營業單位本期淨利（淨損）
2024-03-31,2301,IncomeAfterTaxes,2393518000.0,本期淨利（淨損）
2024-03-31,2301,OtherComprehensiveIncome,2650916000.0,其他綜合損益（淨額）
2024-03-31,2301,TotalConsolidatedProfitForThePeriod,5044434000.0,本期綜合損益總額
2024-03-31,2301,NoncontrollingInterests,5715000.0,淨利（淨損）歸屬於非控制權益
2024-03-31,2301,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,31543000.0,綜合損益總額歸屬於非控制權益
2024-03-31,2301,GrossProfit,5847337000.0,營業毛利（毛損）
2024-03-31,2301,EquityAttributableToOwnersOfParent,2387803000.0,淨利（淨損）歸屬於母公司業主
2024-06-30,2301,OperatingExpenses,4105882000.0,營業費用
2024-06-30,2301,TAX,959666000.0,所得稅費用（利益）
2024-06-30,2301,PreTaxIncome,4083683000.0,稅前淨利（淨損）
2024-06-30,2301,IncomeFromContinuingOperations,3124017000.0,繼續營業單位本期淨利（淨損）
2024-06-30,2301,IncomeAfterTaxes,3124017000.0,本期淨利（淨損）
2024-06-30,2301,TotalConsolidatedProfitForThePeriod,3814823000.0,本期綜合損益總額
2024-06-30,2301,Revenue,33285492000.0,營業收入
2024-06-30,2301,CostOfGoodsSold,25898290000.0,營業成本
2024-06-30,2301,OperatingIncome,3281320000.0,營業利益（損失）
2024-06-30,2301,TotalNonoperatingIncomeAndExpense,802363000.0,營業外收入及支出
2024-06-30,2301,OtherComprehensiveIncome,690806000.0,其他綜合損益（淨額）
2024-06-30,2301,NoncontrollingInterests,9126000.0,淨利（淨損）歸屬於非控制權益
2024-06-30,2301,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,18759000.0,綜合損益總額歸屬於非控制權益
2024-06-30,2301,GrossProfit,7387202000.0,營業毛利（毛損）
2024-06-30,2301,EquityAttributableToOwnersOfParent,3114891000.0,淨利（淨損）歸屬於母公司業主
2024-06-30,2301,EPS,1.36,基本每股盈餘（元）
2024-09-30,2301,OperatingExpenses,4326536000.0,營業費用
2024-09-30,2301,TAX,1041998000.0,所得稅費用（利益）
2024-09-30,2301,EPS,1.48,基本每股盈餘（元）
2024-09-30,2301,PreTaxIncome,4434034000.0,稅前淨利（淨損）
2024-09-30,2301,IncomeFromContinuingOperations,3392036000.0,繼續營業單位本期淨利（淨損）
2024-09-30,2301,IncomeAfterTaxes,3392036000.0,本期淨利（淨損）
2024-09-30,2301,TotalConsolidatedProfitForThePeriod,3096362000.0,本期綜合損益總額
2024-09-30,2301,Revenue,36773082000.0,營業收入
2024-09-30,2301,CostOfGoodsSold,28521654000.0,營業成本
2024-09-30,2301,OperatingIncome,3924892000.0,營業利益（損失）
2024-09-30,2301,TotalNonoperatingIncomeAndExpense,509142000.0,營業外收入及支出
2024-09-30,2301,OtherComprehensiveIncome,-295674000.0,其他綜合損益（淨額）
2024-09-30,2301,ComprehensiveIncomeConsolidatedNetIncomeAttributedNonControllingInterest,6997000.0,綜合損益總額歸屬於非控制權益
2024-09-30,2301,NoncontrollingInterests,1905000.0,淨利（淨損）歸屬於非控制權益
2024-09-30,2301,EquityAttributableToOwnersOfParent,3390131000.0,淨利（淨損）歸屬於母公司業主
2024-09-30,2301,GrossProfit,8251428000.0,營業毛利（毛損）
2024-12-31,2301,OperatingExpenses,4646706000.0,營業費用
2024-12-31,2301,TAX,937212000.0,所得稅費用（利益）
2024-12-31,2301,EPS,1.33,基本每股盈餘（元）
2024-12-31,2301,PreTaxIncome,3988137000.0,稅前淨利（淨損）
2024-12-31,2301,IncomeFromContinuingOperations,3050925000.0,繼續營業單位本期淨利（淨損）
2024-12-31,2301,IncomeAfterTaxes,3050925000.0,本期淨利（淨損）
2024-12-31,2301,TotalConsolidatedProfitForThePeriod,4672815000.0,本期綜合損益總額
2024-12-31,2301,Revenue,38299416000.0,營業收入
2024-12-31,2301,CostOfGoodsSold,30155652000.0,營業成本
2024-12-31,2301,OperatingIncome,3497058000.0,營業利益（損失）
2024-12-31,2301,TotalNonoperatingIncomeAndExpense,491079000.0,營業外收入及支出
2024-12-31,2301,OtherComprehensiveIncome,1621890000.0,其他綜合損益（淨額）
2024-12-31,2301,NoncontrollingInterests,1799000.0,淨利（淨損）歸屬於非控制權益
