stock_id,date,BuyAfterSale,Volume,BuyAmount,SellAmount
1605,2023-07-17,,9342000,386072600,387487450
1605,2023-07-18,,5468000,223620550,224137950
1605,2023-07-19,,6944000,283112900,283604850
1605,2023-07-20,,3907000,158915400,159160850
1605,2023-07-21,,8270000,332449850,333025600
1605,2023-07-24,,12478000,486931650,488805200
1605,2023-07-25,,8026000,320717550,322006550
1605,2023-07-26,,5670000,229131500,228531450
1605,2023-07-27,,3811000,153830950,153882500
1605,2023-07-28,,3699000,149531000,149571700
1605,2023-07-31,,6703000,270757750,271149400
1605,2023-08-01,,5041000,202998550,203125950
1605,2023-08-02,,92476000,3911549000,3918868250
1605,2023-08-03,,0,0,0
1605,2023-08-04,,18694000,735107550,734415750
1605,2023-08-07,,7986000,312136650,313466550
1605,2023-08-08,,11495000,458236550,458605850
1605,2023-08-09,,5832000,228065000,228430200
1605,2023-08-10,,10395000,405767000,404807050
1605,2023-08-11,,4289000,164353800,164373050
1605,2023-08-14,,15354000,553700350,553457450
1605,2023-08-15,,4377000,157631750,157758900
1605,2023-08-16,,4921000,174933150,175318700
1605,2023-08-17,,5982000,214606900,215707750
1605,2023-08-18,,4404000,160797750,161085700
1605,2023-08-21,,2408000,88043600,88059050
1605,2023-08-22,,3656000,132086200,132143300
1605,2023-08-23,,2871000,103813600,103914150
1605,2023-08-24,,4839000,173992500,174367150
1605,2023-08-25,,3732000,135441100,135823900
1605,2023-08-28,,2400000,87307950,87358150
1605,2023-08-29,,2963000,107830850,107991850
1605,2023-08-30,,2141000,78784350,78731350
1605,2023-08-31,,8100000,302424450,304409600
1605,2023-09-01,,9985000,377700050,378584650
1605,2023-09-04,,6204000,232444150,232923150
1605,2023-09-05,,2400000,90328900,90410900
1605,2023-09-06,,2217000,83210250,83203050
1605,2023-09-07,,3080000,113734950,113627900
1605,2023-09-08,,2771000,100964050,101138050
1605,2023-09-11,,2083000,75073350,74914000
1605,2023-09-12,,1277000,46241300,46319900
1605,2023-09-13,,2774000,101283900,101491350
1605,2023-09-14,,3054000,113318900,113740450
1605,2023-09-15,,7148000,270894700,270721250
1605,2023-09-18,,2826000,106773100,106852950
1605,2023-09-19,,4109000,156286650,156519250
1605,2023-09-20,,17332000,666492100,666549700
1605,2023-09-21,,5026000,187892350,187843050
1605,2023-09-22,,3529000,131448500,131579100
1605,2023-09-25,,1185000,44596200,44634200
1605,2023-09-26,,4390000,165686250,165653200
1605,2023-09-27,,2925000,108533550,108350300
1605,2023-09-28,,3075000,113485700,113564700
1605,2023-10-02,,1857000,68822450,68851800
1605,2023-10-03,,5485000,199006650,199533800
1605,2023-10-04,,9901000,346864700,347537850
1605,2023-10-05,,4376000,157118950,157764450
1605,2023-10-06,,8280000,305750450,306875800
1605,2023-10-11,,3858000,144442550,144379250
1605,2023-10-12,,6271000,234181150,234733000
1605,2023-10-13,,2925000,109481800,109609450
1605,2023-10-16,,13474000,484096800,484672700
1605,2023-10-17,,2505000,90934550,90876950
1605,2023-10-18,,3226000,115479050,115532150
1605,2023-10-19,,3108000,110440750,110573400
1605,2023-10-20,,4427000,155104300,155283500
1605,2023-10-23,,2378000,82972050,83277950
1605,2023-10-24,,1591000,55600000,55682050
1605,2023-10-25,,1620000,57733650,57673550
1605,2023-10-26,,1509000,52774150,52866700
1605,2023-10-27,,0,0,0
1605,2023-10-30,,1482000,52192250,52199950
1605,2023-10-31,,2880000,100706500,100541850
1605,2023-11-01,,3468000,118646400,118693350
1605,2023-11-02,,2853000,98180700,98263500
1605,2023-11-03,,1055000,36975600,37057650
1605,2023-11-06,,3399000,121909450,122340450
1605,2023-11-07,,2561000,92579850,92693350
1605,2023-11-08,,3243000,116045000,116113100
1605,2023-11-09,,1637000,57970700,58076350
1605,2023-11-10,,847000,29942700,29980800
1605,2023-11-13,,1348000,48000250,48225050
1605,2023-11-14,,1637000,58519450,58671550
1605,2023-11-15,,17766000,664576650,672117100
1605,2023-11-16,,11496000,437822050,438457200
1605,2023-11-17,,3627000,138003850,138105250
1605,2023-11-20,,4956000,189201400,189147850
1605,2023-11-21,,4649000,178474600,178975800
1605,2023-11-22,,4162000,160909900,161194750
1605,2023-11-23,,9760000,384106700,387033650
1605,2023-11-24,,10118000,404576000,404037050
1605,2023-11-27,,3419000,134675000,134973500
1605,2023-11-28,,4155000,163734150,164145100
1605,2023-11-29,,3886000,153475450,153610300
1605,2023-11-30,,5450000,212141650,212740600
1605,2023-12-01,,5722000,220850250,221130450
1605,2023-12-04,,25483000,1001306200,1002320850
1605,2023-12-05,,13631000,506434750,508111500
1605,2023-12-06,,11906000,437427900,438139100
1605,2023-12-07,,14073000,523008000,523290000
1605,2023-12-08,,4964000,184100350,184262900
1605,2023-12-11,,4237000,156269400,156436850
1605,2023-12-12,,3049000,113941500,114116700
1605,2023-12-13,,2110000,78663300,78847450
1605,2023-12-14,,2498000,92903350,92989650
1605,2023-12-15,,35357000,1358352600,1363502450
1605,2023-12-18,,18051000,703595200,706111000
1605,2023-12-19,,15587000,604600700,607651450
1605,2023-12-20,,9684000,377959600,377848000
1605,2023-12-21,,9229000,356457300,361223750
1605,2023-12-22,,6852000,268738550,268905400
1605,2023-12-25,,4315000,167026550,166149100
1605,2023-12-26,,1948000,74609900,74590650
1605,2023-12-27,,7451000,290260100,291041150
1605,2023-12-28,,11116000,436202900,436237050
1605,2023-12-29,,4415000,171505900,171249700
1605,2024-01-02,,1410000,54277350,54243500
1605,2024-01-03,,2426000,91590450,91773700
1605,2024-01-04,,2897000,109961000,109788750
1605,2024-01-05,,796000,29943550,29999200
1605,2024-01-08,,1671000,62760400,62665350
1605,2024-01-09,,2503000,92058450,92310350
1605,2024-01-10,,1162000,42056850,42035600
1605,2024-01-11,,1384000,50049900,50119350
1605,2024-01-12,,942000,33985300,34003200
1605,2024-01-15,,1863000,68079600,68215350
1605,2024-01-16,,1805000,65107800,65119250
1605,2024-01-17,,2983000,104992400,105344300
1605,2024-01-18,,1046000,36655800,36699350
1605,2024-01-19,,663000,23507400,23566850
1605,2024-01-22,,1523000,54397550,54408550
1605,2024-01-23,,1120000,40321050,40399550
1605,2024-01-24,,857000,31066700,31087100
1605,2024-01-25,,1786000,64726550,64582700
1605,2024-01-26,,1029000,37257300,37254850
1605,2024-01-29,,1348000,48790000,48827050
1605,2024-01-30,,1623000,58227100,58305650
1605,2024-01-31,,1486000,52703950,52746950
1605,2024-02-01,,1110000,39311250,39322650
1605,2024-02-02,,819000,28950500,28910600
1605,2024-02-05,,1218000,42501850,42522600
1605,2024-02-15,,2714000,94784700,94882600
1605,2024-02-16,,1079000,38469150,38554900
1605,2024-02-19,,1192000,43205250,43222150
1605,2024-02-20,,1344000,48681400,48746850
1605,2024-02-21,,3243000,118561600,118486800
1605,2024-02-22,,997000,36442050,36444550
1605,2024-02-23,,2395000,86952600,87109350
1605,2024-02-26,,2847000,102326150,102467000
1605,2024-02-27,,2306000,82566950,82451550
1605,2024-02-29,,4459000,160421350,162777400
1605,2024-03-01,,3135000,113714200,114020500
1605,2024-03-04,,1789000,65186300,65220800
1605,2024-03-05,,3116000,112652650,112683000
1605,2024-03-06,,1485000,53517500,53512550
1605,2024-03-07,,2693000,95130600,95446100
1605,2024-03-08,,3289000,115015250,115018150
1605,2024-03-11,,1385000,48832100,48902050
1605,2024-03-12,Y,817000,29095150,29068300
1605,2024-03-13,Y,904000,32103450,31928450
1605,2024-03-14,Y,4942000,177864800,178619300
1605,2024-03-15,Y,5742000,210069300,211131000
1605,2024-03-18,Y,4065000,150260850,150838600
1605,2024-03-19,,9600000,357266850,357011600
1605,2024-03-20,,3772000,137535550,138257200
1605,2024-03-21,,5607000,208854450,209399400
1605,2024-03-22,,8387000,315924550,316183350
1605,2024-03-25,,6420000,242466150,242259650
1605,2024-03-26,,26946000,1027077400,1026357600
1605,2024-03-27,,5626000,211561150,211735550
1605,2024-03-28,,5769000,217544950,217656450
1605,2024-03-29,,3496000,131759400,131930950
1605,2024-04-01,,1188000,44597700,44635900
1605,2024-04-02,,2165000,79715200,79814050
1605,2024-04-03,,9279000,345432900,344502700
1605,2024-04-08,,3501000,129674950,130612600
1605,2024-04-09,,14494000,555325500,557870900
1605,2024-04-10,,15002000,581309200,583185800
1605,2024-04-11,,13483000,526218950,527047800
1605,2024-04-12,,15589000,611766650,612515300
1605,2024-04-15,,44078000,1770603100,1768004250
1605,2024-04-16,,20667000,804211200,803958600
1605,2024-04-17,,58271000,2338129400,2349230300
1605,2024-04-18,,81880000,3354735550,3354571300
1605,2024-04-19,,35228000,1372819850,1377883850
1605,2024-04-22,,18018000,699110150,699859900
1605,2024-04-23,,8063000,306771900,307426850
1605,2024-04-24,,7383000,277680200,277653050
1605,2024-04-25,,5066000,187367850,187465250
1605,2024-04-26,,4294000,158909300,158741400
1605,2024-04-29,,3283000,122120550,122452200
1605,2024-04-30,,3761000,139499500,139561300
1605,2024-05-02,,1454000,53844300,53841050
1605,2024-05-03,,4771000,176947300,177084800
1605,2024-05-06,,3157000,115496250,115521700
1605,2024-05-07,,4217000,152933500,153422000
1605,2024-05-08,,1436000,52362500,52392150
1605,2024-05-09,,2475000,88740350,88841050
1605,2024-05-10,,2198000,78185950,78331300
1605,2024-05-13,,2762000,99041850,99259200
1605,2024-05-14,,1890000,67664450,67736650
1605,2024-05-15,,4090000,147225850,147384850
1605,2024-05-16,,2290000,82618150,82663100
1605,2024-05-17,,1884000,68159400,68320900
1605,2024-05-20,,34145000,1300100850,1312908750
1605,2024-05-21,,44173000,1723191400,1725284600
1605,2024-05-22,,9907000,378536900,378628700
1605,2024-05-23,,6947000,258747650,258915800
1605,2024-05-24,,2539000,93619600,93713300
1605,2024-05-27,,5950000,223402300,224610550
1605,2024-05-28,,3416000,129541400,129914750
1605,2024-05-29,,3691000,138727250,138911250
1605,2024-05-30,,1932000,71499800,71531350
1605,2024-05-31,,1711000,63347500,63352150
1605,2024-06-03,,1537000,56573150,56682250
1605,2024-06-04,,1856000,67882500,67990300
1605,2024-06-05,,2822000,103266100,103291900
1605,2024-06-06,,1895000,69157000,69250550
1605,2024-06-07,,1926000,71386250,71557600
1605,2024-06-11,,3502000,130511400,130606750
1605,2024-06-12,,1668000,61632400,61638500
