stock_id,date,BuyAfterSale,Volume,BuyAmount,SellAmount
2317,2023-07-17,,15375000,1694128500,1695053000
2317,2023-07-18,,15072000,1682073000,1686538500
2317,2023-07-19,,17167000,1895484000,1902418500
2317,2023-07-20,,13846000,1506518500,1504145500
2317,2023-07-21,,6182000,662953500,664566500
2317,2023-07-24,,6778000,730185000,731150500
2317,2023-07-25,,22308000,2462786500,2472436500
2317,2023-07-26,,6059000,675328500,676708000
2317,2023-07-27,,8231000,917056500,918829000
2317,2023-07-28,,4225000,463603500,465187000
2317,2023-07-31,,5659000,616933500,619747500
2317,2023-08-01,,6316000,694936000,696301000
2317,2023-08-02,,5721000,620731000,622989000
2317,2023-08-03,,0,0,0
2317,2023-08-04,,8536000,939698000,941447500
2317,2023-08-07,,14616000,1619876500,1624615000
2317,2023-08-08,,10467000,1154701000,1155352500
2317,2023-08-09,,4221000,466805000,467235500
2317,2023-08-10,,6396000,703148000,704144000
2317,2023-08-11,,3946000,430189000,431400000
2317,2023-08-14,,9947000,1091191000,1092893000
2317,2023-08-15,,15817000,1704117500,1707248500
2317,2023-08-16,,10551000,1115507500,1116923000
2317,2023-08-17,,6804000,722647500,724128000
2317,2023-08-18,,3838000,407255000,408190500
2317,2023-08-21,,2206000,233595500,234166500
2317,2023-08-22,,3385000,359977500,360659500
2317,2023-08-23,,3918000,417680500,418371500
2317,2023-08-24,,15488000,1693803500,1694882500
2317,2023-08-25,,5154000,558342000,559148000
2317,2023-08-28,,4272000,463120000,463404000
2317,2023-08-29,,19705000,2091152000,2097081500
2317,2023-08-30,,5594000,594405500,595116000
2317,2023-08-31,,8666000,919567000,922693000
2317,2023-09-01,,2356000,251785000,252404500
2317,2023-09-04,,6788000,722749500,723389000
2317,2023-09-05,,3328000,354358500,354882500
2317,2023-09-06,,3261000,346257500,346980500
2317,2023-09-07,,2402000,253607500,254345500
2317,2023-09-08,,2970000,312707500,313548500
2317,2023-09-11,,4089000,430490500,431272500
2317,2023-09-12,,9721000,1034817500,1036887000
2317,2023-09-13,,4710000,499370000,500525000
2317,2023-09-14,,3723000,396017000,396998500
2317,2023-09-15,,6916000,733641500,735469500
2317,2023-09-18,,4113000,435805500,437157500
