stock_id,date,BuyAfterSale,Volume,BuyAmount,SellAmount
1721,2023-07-17,,265000,3921000,3924200
1721,2023-07-18,Y,146000,2181950,2147850
1721,2023-07-19,Y,83000,1212700,1204750
1721,2023-07-20,Y,671000,9982550,9972550
1721,2023-07-21,Y,880000,13298250,13177850
1721,2023-07-24,Y,144000,2084450,2077700
1721,2023-07-25,,87000,1251500,1252200
1721,2023-07-26,,116000,1662500,1663600
1721,2023-07-27,,173000,2510650,2523300
1721,2023-07-28,,129000,1873200,1870850
1721,2023-07-31,,149000,2158300,2157800
1721,2023-08-01,,48000,695400,696450
1721,2023-08-02,,2757000,41746550,42013950
1721,2023-08-03,,0,0,0
1721,2023-08-04,,1697000,25005700,25089950
1721,2023-08-07,,168000,2458200,2461550
1721,2023-08-08,,90000,1303850,1300600
1721,2023-08-09,,94000,1337050,1337550
1721,2023-08-10,,133000,1839400,1834900
1721,2023-08-11,,142000,1944050,1946750
1721,2023-08-14,,146000,1915200,1921400
1721,2023-08-15,,60000,789500,793250
1721,2023-08-16,,108000,1417050,1418150
1721,2023-08-17,,109000,1431550,1440600
1721,2023-08-18,,97000,1290100,1293300
1721,2023-08-21,,45000,596700,599700
1721,2023-08-22,,42000,551100,549550
1721,2023-08-23,,43000,562500,563050
1721,2023-08-24,,25000,328150,326800
1721,2023-08-25,,76000,991450,999700
1721,2023-08-28,,29000,378150,378700
1721,2023-08-29,,28000,366250,366600
1721,2023-08-30,,28000,369250,369800
1721,2023-08-31,,16000,211750,211850
1721,2023-09-01,,346000,4676500,4687900
1721,2023-09-04,,57000,765350,770450
1721,2023-09-05,,18000,241400,241500
1721,2023-09-06,,38000,504900,506050
1721,2023-09-07,,18000,237450,237700
1721,2023-09-08,,9000,118200,118700
1721,2023-09-11,,28000,367050,368900
1721,2023-09-12,,36000,472500,473250
1721,2023-09-13,,36000,479700,482750
1721,2023-09-14,,26000,350100,350900
1721,2023-09-15,,34000,454450,456150
1721,2023-09-18,,60000,807000,810150
1721,2023-09-19,,85000,1149250,1149400
1721,2023-09-20,,17000,227450,227650
1721,2023-09-21,,23000,303050,303100
