stock_id,date,BuyAfterSale,Volume,BuyAmount,SellAmount
3380,2023-07-17,Y,12501000,592883150,594359300
3380,2023-07-18,Y,4925000,221642650,217147350
3380,2023-07-19,,3848000,165954300,166014850
3380,2023-07-20,,2937000,127574500,128136500
3380,2023-07-21,,1802000,78204800,78504800
3380,2023-07-24,,1860000,81108800,81138000
3380,2023-07-25,,2073000,92101300,92263150
3380,2023-07-26,,1441000,63071250,63279200
3380,2023-07-27,,863000,37781100,37835550
3380,2023-07-28,,2473000,105067150,105471850
3380,2023-07-31,,5147000,229167700,229450950
3380,2023-08-01,,4103000,180382500,180520400
3380,2023-08-02,,1512000,63914300,63808550
3380,2023-08-03,,0,0,0
3380,2023-08-04,,2316000,89495850,90192150
3380,2023-08-07,,3082000,119478350,119885300
3380,2023-08-08,,1161000,44880450,45023950
3380,2023-08-09,,892000,34313900,34370800
3380,2023-08-10,,803000,30026550,30098250
3380,2023-08-11,,709000,26248900,26252950
3380,2023-08-14,,746000,26797150,26891250
3380,2023-08-15,,569000,20736600,20772900
3380,2023-08-16,,670000,24035150,24081550
3380,2023-08-17,,1047000,38476150,38815350
3380,2023-08-18,,1122000,41525400,41524600
3380,2023-08-21,,889000,32933000,33143450
3380,2023-08-22,,3026000,115198550,115521100
3380,2023-08-23,,5026000,196715750,196721600
3380,2023-08-24,,4129000,163622450,163992000
3380,2023-08-25,,1850000,73229500,73285050
3380,2023-08-28,,2617000,102939450,103281950
3380,2023-08-29,,622000,24287150,24342700
3380,2023-08-30,,958000,37702250,37680400
3380,2023-08-31,,1929000,76204400,76330700
3380,2023-09-01,,849000,33154350,33249800
3380,2023-09-04,,588000,22512100,22572150
3380,2023-09-05,,427000,16322300,16349650
3380,2023-09-06,,606000,23489950,23542050
3380,2023-09-07,,353000,13649250,13646450
3380,2023-09-08,,386000,14610650,14638050
3380,2023-09-11,,597000,21888350,21921600
3380,2023-09-12,,4422000,168313450,169126150
3380,2023-09-13,,2367000,90947150,91157200
3380,2023-09-14,,6621000,264785200,265813200
3380,2023-09-15,,2184000,86993150,86999550
