stock_id,date,BuyAfterSale,Volume,BuyAmount,SellAmount
2033,2023-07-17,,4000,55800,56200
2033,2023-07-18,,4000,56650,57000
2033,2023-07-19,,3000,42300,42150
2033,2023-07-20,,11000,155250,157550
2033,2023-07-21,,4000,56550,57600
2033,2023-07-24,,2000,28600,28800
2033,2023-07-25,,5000,72000,72300
2033,2023-07-26,,48000,712650,717000
2033,2023-07-27,,9000,136800,136500
2033,2023-07-28,,6000,90650,92850
2033,2023-07-31,,11000,167200,167150
2033,2023-08-01,,0,0,0
2033,2023-08-02,,117000,1811800,1805900
2033,2023-08-03,,0,0,0
2033,2023-08-04,,13000,198350,197650
2033,2023-08-07,,3000,45450,45900
2033,2023-08-08,,2000,30100,30300
2033,2023-08-09,,2000,30200,30200
2033,2023-08-10,,1000,14750,14900
2033,2023-08-11,,1000,14400,14350
2033,2023-08-14,,40000,559950,559700
2033,2023-08-15,,8000,112900,114650
2033,2023-08-16,,10000,140450,141250
2033,2023-08-17,,4000,56600,57300
2033,2023-08-18,,25000,354750,357200
2033,2023-08-21,,9000,128750,128600
2033,2023-08-22,,0,0,0
2033,2023-08-23,,6000,85950,85750
2033,2023-08-24,,0,0,0
2033,2023-08-25,,1000,14200,14350
2033,2023-08-28,,4000,56850,56850
2033,2023-08-29,,1000,14150,14300
2033,2023-08-30,,3000,43350,42750
2033,2023-08-31,,1000,14200,14350
2033,2023-09-01,,0,0,0
2033,2023-09-04,,17000,245850,249750
2033,2023-09-05,,0,0,0
2033,2023-09-06,,3000,42150,42350
2033,2023-09-07,,2000,28350,28300
2033,2023-09-08,,0,0,0
2033,2023-09-11,,1000,14150,14100
2033,2023-09-12,,0,0,0
2033,2023-09-13,,0,0,0
2033,2023-09-14,,2000,28300,28400
2033,2023-09-15,,10000,143300,143600
2033,2023-09-18,,8000,117100,117200
2033,2023-09-19,,7000,102200,102600
2033,2023-09-20,,0,0,0
2033,2023-09-21,,3000,43600,43700
2033,2023-09-22,,11000,159800,170500
2033,2023-09-25,,20000,303550,305400
2033,2023-09-26,,3000,44600,45000
2033,2023-09-27,,3000,44350,44550
2033,2023-09-28,,8000,119750,120500
2033,2023-10-02,,3000,44150,44350
2033,2023-10-03,,0,0,0
2033,2023-10-04,,1000,14200,14300
2033,2023-10-05,,6000,86100,87100
2033,2023-10-06,,0,0,0
2033,2023-10-11,,8000,112900,114050
2033,2023-10-12,,12000,171200,172800
2033,2023-10-13,,2000,28600,28900
2033,2023-10-16,,2000,29050,29050
2033,2023-10-17,,4000,57900,58200
2033,2023-10-18,,2000,29100,29100
2033,2023-10-19,,3000,43600,43600
2033,2023-10-20,,3000,42600,43150
2033,2023-10-23,,6000,86950,87000
2033,2023-10-24,,2000,28900,29100
2033,2023-10-25,,4000,59800,59750
2033,2023-10-26,,5000,74750,75350
2033,2023-10-27,,0,0,0
2033,2023-10-30,,0,0,0
2033,2023-10-31,,0,0,0
2033,2023-11-01,,4000,58550,58850
2033,2023-11-02,,1000,14750,14900
2033,2023-11-03,,4000,58600,59350
2033,2023-11-06,,1000,14400,14550
2033,2023-11-07,,1000,14350,14450
2033,2023-11-08,,1000,14450,14400
2033,2023-11-09,,1000,14350,14350
2033,2023-11-10,,0,0,0
2033,2023-11-13,,0,0,0
2033,2023-11-14,,1000,14500,14550
2033,2023-11-15,,1000,14500,14600
2033,2023-11-16,,6000,90100,89450
2033,2023-11-17,,1000,14750,14900
2033,2023-11-20,,4000,59150,59850
2033,2023-11-21,,4000,59950,60500
2033,2023-11-22,,0,0,0
2033,2023-11-23,,0,0,0
2033,2023-11-24,,0,0,0
2033,2023-11-27,,3000,44250,44700
2033,2023-11-28,,11000,165300,164800
2033,2023-11-29,,7000,106050,105900
2033,2023-11-30,,5000,75400,75000
2033,2023-12-01,,1000,15100,15100
2033,2023-12-04,,4000,60100,60900
2033,2023-12-05,,0,0,0
2033,2023-12-06,,1000,15050,15250
2033,2023-12-07,,7000,105500,105900
2033,2023-12-08,,0,0,0
2033,2023-12-11,,0,0,0
2033,2023-12-12,,1000,15000,15200
2033,2023-12-13,,0,0,0
2033,2023-12-14,,1000,15250,15400
2033,2023-12-15,,833000,13949200,14049550
2033,2023-12-18,,1103000,18709400,18768500
2033,2023-12-19,,1956000,33616200,33723300
2033,2023-12-20,,4219000,78578050,78737750
2033,2023-12-21,,5755000,116458700,115959150
2033,2023-12-22,,1135000,20860500,20906150
2033,2023-12-25,,2359000,45576150,45627150
2033,2023-12-26,,1738000,33727850,33692850
2033,2023-12-27,,728000,13630050,13622000
2033,2023-12-28,,209000,3827200,3823550
2033,2023-12-29,,188000,3424100,3418000
2033,2024-01-02,,99000,1767350,1763100
2033,2024-01-03,,36000,633250,629700
2033,2024-01-04,,845000,15449400,15666150
2033,2024-01-05,,593000,11091650,11027100
2033,2024-01-08,,57000,1036750,1037450
2033,2024-01-09,,59000,1044550,1052450
2033,2024-01-10,,18000,314150,313550
2033,2024-01-11,,13000,224950,224500
2033,2024-01-12,,180000,3106100,3126450
2033,2024-01-15,,28000,481900,482850
2033,2024-01-16,,34000,573450,577350
2033,2024-01-17,,140000,2256450,2252400
2033,2024-01-18,,31000,493550,495100
2033,2024-01-19,,37000,597550,597050
2033,2024-01-22,,41000,656400,659900
2033,2024-01-23,,17000,275950,277250
2033,2024-01-24,,54000,896200,899300
2033,2024-01-25,,21000,346900,349300
2033,2024-01-26,,24000,393350,394650
2033,2024-01-29,,40000,667950,674000
2033,2024-01-30,,87000,1463000,1461650
2033,2024-01-31,,16000,266050,266600
2033,2024-02-01,,9000,148900,149600
2033,2024-02-02,,12000,196000,194650
2033,2024-02-05,,13000,209250,209900
2033,2024-02-15,,15000,242100,242150
2033,2024-02-16,,26000,431700,432250
2033,2024-02-19,,47000,805050,807000
2033,2024-02-20,,45000,779550,773000
2033,2024-02-21,,38000,646650,647200
2033,2024-02-22,,20000,341700,343900
2033,2024-02-23,,24000,409400,409800
2033,2024-02-26,,13000,222750,222600
2033,2024-02-27,,13000,219600,216850
2033,2024-02-29,,11000,186600,186600
2033,2024-03-01,,3000,50500,50550
2033,2024-03-04,,3000,50150,50600
2033,2024-03-05,,7000,115950,116350
2033,2024-03-06,,12000,196950,194750
2033,2024-03-07,,6000,96850,96450
2033,2024-03-08,,10000,158550,159700
2033,2024-03-11,,2000,31800,31950
2033,2024-03-12,,11000,174750,175200
2033,2024-03-13,,8000,124850,125000
2033,2024-03-14,,290000,4823450,4892800
2033,2024-03-15,,550000,9175650,9103700
2033,2024-03-18,,20000,322900,323450
2033,2024-03-19,,9000,144300,142700
2033,2024-03-20,,8000,126050,126600
2033,2024-03-21,,14000,221800,222400
2033,2024-03-22,,10000,158550,159400
2033,2024-03-25,,5000,79250,79400
2033,2024-03-26,,19000,301150,301200
2033,2024-03-27,,8000,127550,128000
2033,2024-03-28,,13000,210000,211050
2033,2024-03-29,,4000,64200,64350
2033,2024-04-01,,9000,144500,146100
2033,2024-04-02,,8000,130500,131500
2033,2024-04-03,,479000,8245300,8128550
2033,2024-04-08,,145000,2429100,2419900
2033,2024-04-09,,1511000,26335450,26438350
2033,2024-04-10,,271000,4739700,4771050
2033,2024-04-11,,82000,1434150,1436100
2033,2024-04-12,,110000,1962500,1977500
2033,2024-04-15,Y,273000,5115950,5044150
2033,2024-04-16,Y,60000,1053250,1037400
2033,2024-04-17,Y,44000,785950,789300
2033,2024-04-18,Y,429000,7853900,7820100
2033,2024-04-19,Y,47000,828450,824350
2033,2024-04-22,,58000,1005000,1007700
2033,2024-04-23,,42000,728900,735650
2033,2024-04-24,,14000,239150,241650
2033,2024-04-25,,10000,170400,171300
2033,2024-04-26,,9000,150400,151250
2033,2024-04-29,,27000,460600,461550
2033,2024-04-30,,14000,236200,235050
2033,2024-05-02,,22000,365450,365900
2033,2024-05-03,,2000,33150,33500
2033,2024-05-06,,14000,231750,233250
2033,2024-05-07,,19000,311550,311000
2033,2024-05-08,,11000,180450,180600
2033,2024-05-09,,4000,65400,65600
2033,2024-05-10,,9000,146100,146350
2033,2024-05-13,,1000,16400,16250
2033,2024-05-14,,13000,211300,211050
2033,2024-05-15,,11000,177800,178650
2033,2024-05-16,,48000,777500,779500
2033,2024-05-17,,55000,890750,899400
2033,2024-05-20,,403000,6781250,6810550
2033,2024-05-21,,44000,734150,730900
2033,2024-05-22,,19000,313550,314400
2033,2024-05-23,,21000,337300,339100
2033,2024-05-24,,9000,143550,143900
2033,2024-05-27,,32000,514800,516300
2033,2024-05-28,,17000,273850,275300
2033,2024-05-29,,12000,192450,193300
2033,2024-05-30,,10000,158950,158850
2033,2024-05-31,,23000,366400,367800
2033,2024-06-03,,17000,269850,270900
2033,2024-06-04,,11000,174800,174450
2033,2024-06-05,,16000,251700,251000
2033,2024-06-06,,23000,357900,357050
2033,2024-06-07,,7000,109000,110000
2033,2024-06-11,,3000,46650,46800
2033,2024-06-12,,12000,182700,183000
2033,2024-06-13,,6000,90900,91150
2033,2024-06-14,,35000,542100,548950
2033,2024-06-17,,58000,916500,910750
2033,2024-06-18,,75000,1189700,1189800
2033,2024-06-19,,59000,931150,928650
2033,2024-06-20,,28000,436250,436200
2033,2024-06-21,,42000,654100,659450
2033,2024-06-24,,4000,62450,61750
2033,2024-06-25,,12000,183400,184250
2033,2024-06-26,,2000,30650,30650
2033,2024-06-27,,6000,91400,91750
2033,2024-06-28,,7000,107150,107350
2033,2024-07-01,,57000,877750,878300
2033,2024-07-02,,3000,45900,45900
2033,2024-07-03,,9000,137500,138400
2033,2024-07-04,,10000,154700,156150
2033,2024-07-05,,112000,1755900,1764100
2033,2024-07-08,,18000,284800,285150
2033,2024-07-09,,5000,77600,78200
2033,2024-07-10,,13000,203950,204750
2033,2024-07-11,,16000,251150,252650
2033,2024-07-12,,9000,142500,143500
2033,2024-07-15,,16000,252500,255750
2033,2024-07-16,,7000,110150,110600
2033,2024-07-17,,10000,158850,158750
2033,2024-07-18,,46000,735650,728800
2033,2024-07-19,,18000,277850,277600
2033,2024-07-22,,45000,683250,697750
2033,2024-07-23,,26000,400550,403900
2033,2024-07-24,,0,0,0
2033,2024-07-25,,0,0,0
2033,2024-07-26,,23000,351650,354600
2033,2024-07-29,,9000,136850,137550
2033,2024-07-30,,49000,743350,749900
2033,2024-07-31,,9000,137500,138550
2033,2024-08-01,,47000,724150,732550
2033,2024-08-02,,23000,352900,354850
2033,2024-08-05,,32000,454450,454200
2033,2024-08-06,,38000,532750,534600
2033,2024-08-07,,21000,299700,303250
2033,2024-08-08,,38000,549750,551150
2033,2024-08-09,,16000,235450,237500
2033,2024-08-12,,20000,297600,303150
2033,2024-08-13,,39000,603050,608800
2033,2024-08-14,,111000,1780700,1798000
2033,2024-08-15,,194000,3277600,3262800
2033,2024-08-16,,155000,2627700,2626100
2033,2024-08-19,,11000,186850,187900
2033,2024-08-20,,5000,84800,84650
2033,2024-08-21,,23000,392100,390300
2033,2024-08-22,,10000,169900,168550
2033,2024-08-23,,18000,300550,301500
2033,2024-08-26,,4000,66850,67250
2033,2024-08-27,,9000,148400,149000
2033,2024-08-28,,19000,305200,307700
2033,2024-08-29,,4000,64800,64900
2033,2024-08-30,,168000,2887500,2871550
2033,2024-09-02,,41000,692000,693000
2033,2024-09-03,,3000,49550,49900
2033,2024-09-04,,8000,126600,128350
2033,2024-09-05,,5000,78550,78850
2033,2024-09-06,,8000,123800,123900
2033,2024-09-09,,5000,75650,76050
2033,2024-09-10,,3000,45800,46000
2033,2024-09-11,,0,0,0
2033,2024-09-12,,7000,107800,108250
2033,2024-09-13,,58000,1000500,979900
2033,2024-09-16,,3225000,61738500,61995100
2033,2024-09-18,,11880000,242173950,243190250
2033,2024-09-19,,8894000,185560050,188022900
2033,2024-09-20,,1826000,40508400,40613700
2033,2024-10-09,,454000,9389750,9400650
2033,2024-10-11,,272000,5309150,5359200
2033,2024-10-14,,148000,3087450,3151400
2033,2024-10-15,,780000,18012950,18239850
2033,2024-10-16,,2149000,52453950,52361600
2033,2024-10-17,,556000,13474800,13474300
2033,2024-10-18,,792000,19603950,19540950
2033,2024-10-21,,238000,5868100,5887750
2033,2024-10-22,,1185000,30882700,30978300
2033,2024-10-23,,907000,24313300,24285950
2033,2024-10-24,,453000,12001850,12011050
2033,2024-10-25,,394000,10253500,10244650
2033,2024-10-28,,185000,4658550,4694500
2033,2024-10-29,,125000,3141950,3169250
2033,2024-10-30,,36000,899250,899500
2033,2024-10-31,,0,0,0
2033,2024-11-01,,81000,2018400,2024850
2033,2024-11-04,,43000,1083600,1084550
2033,2024-11-05,,118000,3005550,3014150
2033,2024-11-06,,140000,3546600,3551600
2033,2024-11-07,,580000,14985500,14829450
2033,2024-11-08,,3208000,84724950,84571750
2033,2024-11-11,,454000,11014300,11071550
2033,2024-11-12,,151000,3688150,3702750
2033,2024-11-13,,324000,7885100,7971100
2033,2024-11-14,,1287000,33394900,33592300
2033,2024-11-15,,3085000,82399550,81998350
2033,2024-11-18,,437000,10970200,10969950
