stock_id,date,BuyAfterSale,Volume,BuyAmount,SellAmount
1504,2023-07-17,,25989000,1430736300,1431921100
1504,2023-07-18,,7992000,432459900,432498300
1504,2023-07-19,,7898000,408690000,409835300
1504,2023-07-20,,3613000,189348500,190044000
1504,2023-07-21,,29549000,1620940500,1625486100
1504,2023-07-24,,16503000,907597400,906842600
1504,2023-07-25,,37013000,2093401400,2119958900
1504,2023-07-26,,81853000,4860750600,4814282800
1504,2023-07-27,,15626000,862627300,863522300
1504,2023-07-28,,12555000,676503500,677557000
1504,2023-07-31,,7675000,416366100,417382800
1504,2023-08-01,,5056000,270126100,270097700
1504,2023-08-02,,10081000,539334600,540292400
1504,2023-08-03,,0,0,0
1504,2023-08-04,,4400000,229013600,230150100
1504,2023-08-07,,5193000,276760200,277067400
1504,2023-08-08,,2958000,156215000,156000800
1504,2023-08-09,,4564000,238376900,238675900
1504,2023-08-10,,2947000,151076700,150765000
1504,2023-08-11,,6775000,337278800,337985950
1504,2023-08-14,,7194000,364011850,363383700
1504,2023-08-15,,3077000,155712500,156080800
1504,2023-08-16,,6544000,330919750,331459750
1504,2023-08-17,,3903000,197907200,198345100
1504,2023-08-18,,11991000,622606300,622911000
1504,2023-08-21,,4140000,208525400,208661300
1504,2023-08-22,,5426000,268781100,269131550
1504,2023-08-23,,3444000,169375200,169594250
1504,2023-08-24,,6012000,305706300,306641300
1504,2023-08-25,,1823000,91887700,91946100
1504,2023-08-28,,1691000,84362150,84415950
1504,2023-08-29,,2187000,108200550,108276650
1504,2023-08-30,,1488000,73787350,73796600
1504,2023-08-31,,844000,41992400,42031300
1504,2023-09-01,,1427000,71130000,71121500
1504,2023-09-04,,4678000,227104600,227644400
1504,2023-09-05,,1191000,57809200,57858700
1504,2023-09-06,,1564000,75360050,75386100
1504,2023-09-07,,1360000,64769700,64887850
1504,2023-09-08,,1283000,61686750,61758150
1504,2023-09-11,,2169000,102203950,102651400
1504,2023-09-12,,927000,44036300,44113200
1504,2023-09-13,,1920000,92838000,92937050
1504,2023-09-14,,1422000,69242250,69306650
1504,2023-09-15,,2657000,131463700,131698350
1504,2023-09-18,,1050000,51841350,51946200
1504,2023-09-19,,3763000,188733050,189239600
1504,2023-09-20,,3390000,170971600,171039350
1504,2023-09-21,,3486000,171530700,172004450
1504,2023-09-22,,5618000,282707700,283582800
1504,2023-09-25,,10352000,535635200,535288500
1504,2023-09-26,,7230000,376309200,376027200
1504,2023-09-27,,7282000,378928000,378918600
1504,2023-09-28,,2586000,134104800,134253800
1504,2023-10-02,,3765000,195296700,195425100
1504,2023-10-03,,2708000,140244700,140148900
1504,2023-10-04,,3236000,160892600,161226550
1504,2023-10-05,,1129000,56727150,56938200
1504,2023-10-06,,772000,38729100,38672000
1504,2023-10-11,,3781000,184664550,185152350
1504,2023-10-12,,2377000,117805950,118073600
1504,2023-10-13,,1170000,57541300,57606550
1504,2023-10-16,,965000,47211700,47295000
1504,2023-10-17,,1714000,83129050,83141250
1504,2023-10-18,,1704000,81835050,82177300
1504,2023-10-19,,1996000,95072900,95127300
1504,2023-10-20,,3673000,172707650,173707950
1504,2023-10-23,,3079000,151209650,151668700
1504,2023-10-24,,2211000,108083650,108237450
1504,2023-10-25,,1530000,75077300,75013400
1504,2023-10-26,,1022000,49020700,49012900
1504,2023-10-27,,0,0,0
1504,2023-10-30,,727000,34558100,34584450
1504,2023-10-31,,1256000,58709150,59017350
1504,2023-11-01,,1415000,64459100,64611350
1504,2023-11-02,,623000,28994600,29087350
1504,2023-11-03,,1116000,52918950,52988550
1504,2023-11-06,,2016000,96292650,96301500
1504,2023-11-07,,2191000,102770050,102846000
1504,2023-11-08,,1162000,54436150,54481000
1504,2023-11-09,,1215000,56308750,56422400
1504,2023-11-10,,1379000,63024950,63126750
