stock_id,date,BuyAfterSale,Volume,BuyAmount,SellAmount
6770,2023-07-17,,790000,23753000,23800700
6770,2023-07-18,,3831000,116487350,116686250
6770,2023-07-19,,1981000,59807050,59798150
6770,2023-07-20,,8796000,258482300,260320350
6770,2023-07-21,,2476000,72474300,72774000
6770,2023-07-24,,4424000,128787050,129738650
6770,2023-07-25,,3997000,118207150,119870000
6770,2023-07-26,,2121000,63199050,63303000
6770,2023-07-27,,1719000,51538100,51607750
6770,2023-07-28,,2398000,72471550,72464500
6770,2023-07-31,,2676000,80307950,80402900
6770,2023-08-01,,2355000,70558850,70613500
6770,2023-08-02,,2672000,79071000,79209700
6770,2023-08-03,,0,0,0
6770,2023-08-04,,844000,24938650,24983300
6770,2023-08-07,,813000,24048500,24114400
6770,2023-08-08,,2171000,63583900,63491200
6770,2023-08-09,,1232000,35958050,35995100
6770,2023-08-10,,1196000,34779850,34825350
6770,2023-08-11,,3330000,95389500,95104400
6770,2023-08-14,,4083000,112369850,113083100
6770,2023-08-15,,3401000,93975950,93819900
6770,2023-08-16,,4982000,133123300,133859750
6770,2023-08-17,,6702000,177729200,178278650
6770,2023-08-18,,2655000,71664950,72046900
6770,2023-08-21,,1594000,43243700,43179950
6770,2023-08-22,,2432000,65285950,65355800
6770,2023-08-23,,1038000,28033550,28216650
6770,2023-08-24,,2303000,63255100,63239850
6770,2023-08-25,,1278000,34513550,34544900
6770,2023-08-28,,2580000,70785150,71080950
6770,2023-08-29,,1105000,30159750,30186000
6770,2023-08-30,,892000,24719000,24793950
6770,2023-08-31,,2199000,61583900,61632250
6770,2023-09-01,,655000,18352800,18407150
6770,2023-09-04,,1428000,40200150,40291900
6770,2023-09-05,,552000,15450000,15474850
6770,2023-09-06,,1477000,41216150,41249100
6770,2023-09-07,,2002000,55947550,55903000
6770,2023-09-08,,995000,27642300,27629350
6770,2023-09-11,,1460000,39631700,39607450
6770,2023-09-12,,2984000,80490800,80681100
6770,2023-09-13,,1270000,34674900,34801950
6770,2023-09-14,,1747000,48665950,48756150
6770,2023-09-15,,1595000,44739800,44747950
6770,2023-09-18,,956000,26590100,26604950
6770,2023-09-19,,1405000,39208050,39217150
6770,2023-09-20,,858000,23573350,23590750
