date,stock_id,buy,name,sell
2023-07-17,8046,2230000,Foreign_Investor,1244180
2023-07-17,8046,0,Foreign_Dealer_Self,0
2023-07-17,8046,5000,Investment_Trust,139988
2023-07-17,8046,100100,Dealer_self,79000
2023-07-17,8046,13000,Dealer_Hedging,142452
2023-07-18,8046,5851200,Foreign_Investor,3111200
2023-07-18,8046,0,Foreign_Dealer_Self,0
2023-07-18,8046,0,Investment_Trust,635124
2023-07-18,8046,164836,Dealer_self,112217
2023-07-18,8046,403632,Dealer_Hedging,57000
2023-07-19,8046,2636688,Foreign_Investor,3054310
2023-07-19,8046,0,Foreign_Dealer_Self,0
2023-07-19,8046,0,Investment_Trust,560046
2023-07-19,8046,118100,Dealer_self,156975
2023-07-19,8046,14000,Dealer_Hedging,389356
2023-07-20,8046,2916797,Foreign_Investor,1319000
2023-07-20,8046,0,Foreign_Dealer_Self,0
2023-07-20,8046,0,Investment_Trust,495000
2023-07-20,8046,34307,Dealer_self,35697
2023-07-20,8046,46000,Dealer_Hedging,60830
2023-07-21,8046,1035000,Foreign_Investor,2060100
2023-07-21,8046,0,Foreign_Dealer_Self,0
2023-07-21,8046,0,Investment_Trust,505000
2023-07-21,8046,50000,Dealer_self,204771
2023-07-21,8046,7000,Dealer_Hedging,219753
2023-07-24,8046,2028000,Foreign_Investor,1029029
2023-07-24,8046,0,Foreign_Dealer_Self,0
2023-07-24,8046,0,Investment_Trust,539043
2023-07-24,8046,139668,Dealer_self,44881
2023-07-24,8046,36000,Dealer_Hedging,250318
2023-07-25,8046,1744200,Foreign_Investor,1415300
2023-07-25,8046,0,Foreign_Dealer_Self,0
2023-07-25,8046,0,Investment_Trust,154000
2023-07-25,8046,65056,Dealer_self,74457
2023-07-25,8046,11000,Dealer_Hedging,208128
2023-07-26,8046,1112451,Foreign_Investor,1409000
2023-07-26,8046,0,Foreign_Dealer_Self,0
2023-07-26,8046,67000,Investment_Trust,16048
2023-07-26,8046,112409,Dealer_self,137180
2023-07-26,8046,29000,Dealer_Hedging,100260
2023-07-27,8046,1520000,Foreign_Investor,2485991
2023-07-27,8046,0,Foreign_Dealer_Self,0
2023-07-27,8046,15000,Investment_Trust,38145
2023-07-27,8046,122000,Dealer_self,69838
2023-07-27,8046,20000,Dealer_Hedging,49000
2023-07-28,8046,1473000,Foreign_Investor,844340
2023-07-28,8046,0,Foreign_Dealer_Self,0
2023-07-28,8046,0,Investment_Trust,7072
2023-07-28,8046,18000,Dealer_self,25978
2023-07-28,8046,83000,Dealer_Hedging,124000
2023-07-31,8046,0,Foreign_Dealer_Self,0
2023-07-31,8046,10000,Investment_Trust,7000
2023-07-31,8046,81000,Dealer_self,121582
2023-07-31,8046,38080,Dealer_Hedging,103093
2023-07-31,8046,1914926,Foreign_Investor,2611000
2023-08-01,8046,2050893,Foreign_Investor,1616016
2023-08-01,8046,0,Foreign_Dealer_Self,0
2023-08-01,8046,0,Investment_Trust,180000
2023-08-01,8046,97000,Dealer_self,36798
2023-08-01,8046,37000,Dealer_Hedging,41858
2023-08-02,8046,4256435,Foreign_Investor,3810043
2023-08-02,8046,0,Foreign_Dealer_Self,0
2023-08-02,8046,10000,Investment_Trust,1000
2023-08-02,8046,12000,Dealer_self,50094
2023-08-02,8046,86000,Dealer_Hedging,62986
2023-08-04,8046,1712530,Foreign_Investor,2830000
2023-08-04,8046,0,Foreign_Dealer_Self,0
2023-08-04,8046,53725,Investment_Trust,1000
2023-08-04,8046,50414,Dealer_self,67327
2023-08-04,8046,102000,Dealer_Hedging,81994
2023-08-07,8046,452400,Foreign_Investor,1286953
2023-08-07,8046,0,Foreign_Dealer_Self,0
2023-08-07,8046,4000,Investment_Trust,0
2023-08-07,8046,48069,Dealer_self,29607
2023-08-07,8046,20000,Dealer_Hedging,88708
2023-08-08,8046,614010,Foreign_Investor,2323000
2023-08-08,8046,0,Foreign_Dealer_Self,0
2023-08-08,8046,29000,Investment_Trust,0
2023-08-08,8046,12000,Dealer_self,120858
2023-08-08,8046,22000,Dealer_Hedging,99240
2023-08-09,8046,1122000,Foreign_Investor,1285540
2023-08-09,8046,0,Foreign_Dealer_Self,0
2023-08-09,8046,138000,Investment_Trust,68000
2023-08-09,8046,88287,Dealer_self,82835
2023-08-09,8046,18000,Dealer_Hedging,25540
2023-08-10,8046,700010,Foreign_Investor,1482100
2023-08-10,8046,0,Foreign_Dealer_Self,0
2023-08-10,8046,98269,Investment_Trust,0
2023-08-10,8046,72000,Dealer_self,145683
2023-08-10,8046,55000,Dealer_Hedging,115888
2023-08-11,8046,1344826,Foreign_Investor,588643
2023-08-11,8046,0,Foreign_Dealer_Self,0
2023-08-11,8046,5000,Investment_Trust,0
2023-08-11,8046,70000,Dealer_self,233100
2023-08-11,8046,15000,Dealer_Hedging,34207
2023-08-14,8046,1395010,Foreign_Investor,1638000
2023-08-14,8046,0,Foreign_Dealer_Self,0
2023-08-14,8046,47761,Investment_Trust,0
2023-08-14,8046,134000,Dealer_self,89559
2023-08-14,8046,22000,Dealer_Hedging,86958
2023-08-15,8046,1493200,Foreign_Investor,664000
2023-08-15,8046,0,Foreign_Dealer_Self,0
2023-08-15,8046,35000,Investment_Trust,11000
2023-08-15,8046,5000,Dealer_self,57984
2023-08-15,8046,11500,Dealer_Hedging,3000
2023-08-16,8046,1860000,Foreign_Investor,1663100
2023-08-16,8046,0,Foreign_Dealer_Self,0
2023-08-16,8046,5000,Investment_Trust,0
2023-08-16,8046,9022,Dealer_self,79213
2023-08-16,8046,23000,Dealer_Hedging,20621
2023-08-17,8046,1352000,Foreign_Investor,1455372
2023-08-17,8046,0,Foreign_Dealer_Self,0
2023-08-17,8046,226000,Dealer_self,52091
2023-08-17,8046,44000,Dealer_Hedging,40717
2023-08-17,8046,23000,Investment_Trust,200000
2023-08-18,8046,844000,Foreign_Investor,1195900
2023-08-18,8046,0,Foreign_Dealer_Self,0
2023-08-18,8046,0,Investment_Trust,0
2023-08-18,8046,13000,Dealer_self,180521
2023-08-18,8046,18000,Dealer_Hedging,58282
2023-08-21,8046,977598,Foreign_Investor,798539
2023-08-21,8046,0,Foreign_Dealer_Self,0
2023-08-21,8046,59000,Investment_Trust,0
2023-08-21,8046,58000,Dealer_self,92849
2023-08-21,8046,14000,Dealer_Hedging,50614
2023-08-22,8046,774170,Foreign_Investor,969500
2023-08-22,8046,0,Foreign_Dealer_Self,0
2023-08-22,8046,12,Investment_Trust,0
2023-08-22,8046,174000,Dealer_self,92410
2023-08-22,8046,11000,Dealer_Hedging,12375
2023-08-23,8046,774422,Foreign_Investor,787500
2023-08-23,8046,0,Foreign_Dealer_Self,0
2023-08-23,8046,81000,Investment_Trust,0
2023-08-23,8046,71074,Dealer_self,58174
2023-08-23,8046,21000,Dealer_Hedging,30612
2023-08-24,8046,2564600,Foreign_Investor,1716000
2023-08-24,8046,0,Foreign_Dealer_Self,0
2023-08-24,8046,80000,Investment_Trust,3000
2023-08-24,8046,65171,Dealer_self,61321
2023-08-24,8046,85497,Dealer_Hedging,81552
2023-08-25,8046,536645,Foreign_Investor,2432000
2023-08-25,8046,0,Foreign_Dealer_Self,0
2023-08-25,8046,267000,Investment_Trust,1049
2023-08-25,8046,27000,Dealer_self,121863
2023-08-25,8046,12000,Dealer_Hedging,116739
2023-08-28,8046,1991000,Foreign_Investor,702000
2023-08-28,8046,0,Foreign_Dealer_Self,0
2023-08-28,8046,23010,Dealer_self,68528
2023-08-28,8046,37217,Dealer_Hedging,14554
2023-08-28,8046,202000,Investment_Trust,150000
2023-08-29,8046,1368000,Foreign_Investor,1483000
2023-08-29,8046,0,Foreign_Dealer_Self,0
2023-08-29,8046,119000,Investment_Trust,154000
2023-08-29,8046,35074,Dealer_self,29174
2023-08-29,8046,44046,Dealer_Hedging,29623
2023-08-30,8046,1405000,Foreign_Investor,1426622
2023-08-30,8046,0,Foreign_Dealer_Self,0
2023-08-30,8046,164000,Investment_Trust,152716
2023-08-30,8046,151000,Dealer_self,64415
2023-08-30,8046,8000,Dealer_Hedging,24467
2023-08-31,8046,812820,Foreign_Investor,1044127
2023-08-31,8046,0,Foreign_Dealer_Self,0
2023-08-31,8046,97000,Investment_Trust,4
2023-08-31,8046,41001,Dealer_self,37400
2023-08-31,8046,13000,Dealer_Hedging,6487
2023-09-01,8046,932000,Foreign_Investor,776000
2023-09-01,8046,0,Foreign_Dealer_Self,0
2023-09-01,8046,77000,Investment_Trust,6784
2023-09-01,8046,71073,Dealer_self,80221
2023-09-01,8046,7363,Dealer_Hedging,6682
2023-09-04,8046,2384877,Foreign_Investor,928010
2023-09-04,8046,0,Foreign_Dealer_Self,0
2023-09-04,8046,352000,Investment_Trust,2789
2023-09-04,8046,69117,Dealer_self,80003
2023-09-04,8046,61836,Dealer_Hedging,23011
2023-09-05,8046,391000,Foreign_Investor,980654
2023-09-05,8046,0,Foreign_Dealer_Self,0
2023-09-05,8046,270724,Investment_Trust,5784
2023-09-05,8046,17000,Dealer_self,37000
2023-09-05,8046,24000,Dealer_Hedging,27966
2023-09-06,8046,863101,Foreign_Investor,783185
2023-09-06,8046,0,Foreign_Dealer_Self,0
2023-09-06,8046,198000,Investment_Trust,5729
2023-09-06,8046,54000,Dealer_self,81100
2023-09-06,8046,1000,Dealer_Hedging,30414
2023-09-07,8046,1172040,Foreign_Investor,550000
2023-09-07,8046,0,Foreign_Dealer_Self,0
2023-09-07,8046,165000,Investment_Trust,2025
2023-09-07,8046,111000,Dealer_self,103000
2023-09-07,8046,12260,Dealer_Hedging,6000
2023-09-08,8046,740000,Foreign_Investor,1009175
2023-09-08,8046,0,Foreign_Dealer_Self,0
2023-09-08,8046,284000,Investment_Trust,25
2023-09-08,8046,157229,Dealer_self,112315
2023-09-08,8046,34511,Dealer_Hedging,43200
2023-09-11,8046,1009040,Foreign_Investor,660392
2023-09-11,8046,0,Foreign_Dealer_Self,0
2023-09-11,8046,558000,Investment_Trust,1000
2023-09-11,8046,70006,Dealer_self,55000
2023-09-11,8046,59708,Dealer_Hedging,27000
2023-09-12,8046,2911195,Foreign_Investor,1427652
2023-09-12,8046,0,Foreign_Dealer_Self,0
2023-09-12,8046,804000,Investment_Trust,0
2023-09-12,8046,309360,Dealer_self,59000
2023-09-12,8046,346106,Dealer_Hedging,33000
2023-09-13,8046,1010296,Foreign_Investor,1465700
2023-09-13,8046,0,Foreign_Dealer_Self,0
2023-09-13,8046,361000,Investment_Trust,0
2023-09-13,8046,104782,Dealer_self,198000
2023-09-13,8046,27215,Dealer_Hedging,127725
2023-09-14,8046,1427000,Foreign_Investor,1347000
2023-09-14,8046,0,Foreign_Dealer_Self,0
2023-09-14,8046,450000,Investment_Trust,1000
2023-09-14,8046,97000,Dealer_self,111000
2023-09-14,8046,29152,Dealer_Hedging,20000
2023-09-15,8046,8612770,Foreign_Investor,2589939
