date,stock_id,buy,name,sell
2023-07-17,2356,17613000,Foreign_Investor,32204024
2023-07-17,2356,0,Foreign_Dealer_Self,0
2023-07-17,2356,0,Investment_Trust,893000
2023-07-17,2356,824000,Dealer_self,994492
2023-07-17,2356,398000,Dealer_Hedging,1094641
2023-07-18,2356,86552819,Foreign_Investor,62994781
2023-07-18,2356,0,Foreign_Dealer_Self,0
2023-07-18,2356,636000,Investment_Trust,1765000
2023-07-18,2356,1996207,Dealer_self,2072932
2023-07-18,2356,1854220,Dealer_Hedging,5542907
2023-07-19,2356,87441266,Foreign_Investor,68469984
2023-07-19,2356,0,Foreign_Dealer_Self,0
2023-07-19,2356,3242000,Investment_Trust,3321000
2023-07-19,2356,2199360,Dealer_self,3184113
2023-07-19,2356,686211,Dealer_Hedging,2243083
2023-07-20,2356,15676499,Foreign_Investor,7742742
2023-07-20,2356,0,Foreign_Dealer_Self,0
2023-07-20,2356,1000,Investment_Trust,1584000
2023-07-20,2356,836337,Dealer_self,16000
2023-07-20,2356,1042483,Dealer_Hedging,404000
2023-07-21,2356,9307146,Foreign_Investor,3209767
2023-07-21,2356,0,Foreign_Dealer_Self,0
2023-07-21,2356,103000,Investment_Trust,374000
2023-07-21,2356,1468688,Dealer_self,231000
2023-07-21,2356,1282071,Dealer_Hedging,1218001
2023-07-24,2356,16122180,Foreign_Investor,12336898
2023-07-24,2356,0,Foreign_Dealer_Self,0
2023-07-24,2356,40000,Investment_Trust,394000
2023-07-24,2356,486241,Dealer_self,277318
2023-07-24,2356,698028,Dealer_Hedging,2956213
2023-07-25,2356,15593542,Foreign_Investor,8628352
2023-07-25,2356,0,Foreign_Dealer_Self,0
2023-07-25,2356,20000,Investment_Trust,656000
2023-07-25,2356,1156713,Dealer_self,1215713
2023-07-25,2356,622913,Dealer_Hedging,1678753
2023-07-26,2356,10750185,Foreign_Investor,4423228
2023-07-26,2356,0,Foreign_Dealer_Self,0
2023-07-26,2356,0,Investment_Trust,509000
2023-07-26,2356,780162,Dealer_self,238560
2023-07-26,2356,127666,Dealer_Hedging,904119
2023-07-27,2356,12281574,Foreign_Investor,7769449
2023-07-27,2356,0,Foreign_Dealer_Self,0
2023-07-27,2356,0,Investment_Trust,421000
2023-07-27,2356,423000,Dealer_self,623602
2023-07-27,2356,256364,Dealer_Hedging,561658
2023-07-28,2356,14531150,Foreign_Investor,5088522
2023-07-28,2356,0,Foreign_Dealer_Self,0
2023-07-28,2356,2000,Investment_Trust,363000
2023-07-28,2356,670000,Dealer_self,395000
2023-07-28,2356,479943,Dealer_Hedging,1588108
2023-07-31,2356,0,Foreign_Dealer_Self,0
2023-07-31,2356,9000,Investment_Trust,148000
2023-07-31,2356,437058,Dealer_self,811000
2023-07-31,2356,377346,Dealer_Hedging,1737502
2023-07-31,2356,9128279,Foreign_Investor,7330597
2023-08-01,2356,11505726,Foreign_Investor,8567407
2023-08-01,2356,0,Foreign_Dealer_Self,0
2023-08-01,2356,28000,Investment_Trust,824000
2023-08-01,2356,267000,Dealer_self,1093000
2023-08-01,2356,554528,Dealer_Hedging,1014678
2023-08-02,2356,8390419,Foreign_Investor,6030609
2023-08-02,2356,0,Foreign_Dealer_Self,0
2023-08-02,2356,128000,Investment_Trust,962000
2023-08-02,2356,24000,Dealer_self,734000
2023-08-02,2356,299000,Dealer_Hedging,788469
2023-08-04,2356,0,Foreign_Dealer_Self,0
2023-08-04,2356,73000,Investment_Trust,128000
2023-08-04,2356,1079684,Dealer_self,1542331
2023-08-04,2356,994157,Dealer_Hedging,851212
2023-08-04,2356,50037005,Foreign_Investor,51938387
2023-08-07,2356,16722562,Foreign_Investor,25791124
2023-08-07,2356,0,Foreign_Dealer_Self,0
2023-08-07,2356,337000,Investment_Trust,12000
2023-08-07,2356,2309435,Dealer_self,1581851
2023-08-07,2356,571258,Dealer_Hedging,733304
2023-08-08,2356,34591397,Foreign_Investor,55561642
2023-08-08,2356,0,Foreign_Dealer_Self,0
2023-08-08,2356,2624000,Investment_Trust,130000
2023-08-08,2356,2359000,Dealer_self,2404693
2023-08-08,2356,424000,Dealer_Hedging,1111790
2023-08-09,2356,28783741,Foreign_Investor,23805400
2023-08-09,2356,0,Foreign_Dealer_Self,0
2023-08-09,2356,1290000,Investment_Trust,69000
2023-08-09,2356,652196,Dealer_self,1551602
2023-08-09,2356,206508,Dealer_Hedging,722967
2023-08-10,2356,38127900,Foreign_Investor,26029995
2023-08-10,2356,0,Foreign_Dealer_Self,0
2023-08-10,2356,40000,Investment_Trust,508000
2023-08-10,2356,1136773,Dealer_self,1483256
2023-08-10,2356,665750,Dealer_Hedging,998843
2023-08-11,2356,18691000,Foreign_Investor,28046914
2023-08-11,2356,0,Foreign_Dealer_Self,0
2023-08-11,2356,22000,Investment_Trust,161000
2023-08-11,2356,975000,Dealer_self,885617
