date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2025-07-07,2301,82,2,585294,261,6600,6781, ,1,17,0,585294,30,777,764
2025-07-08,2301,60,0,585294,101,6559,6600, ,3,18,0,585294,9,768,777
2025-07-09,2301,48,1,585294,212,6394,6559, ,0,14,0,585294,31,785,768
2025-07-10,2301,317,1,585294,206,6504,6394, ,4,12,0,585294,13,786,785
2025-07-11,2301,139,0,585294,202,6441,6504, ,3,9,0,585294,15,792,786
2025-07-14,2301,224,15,585294,199,6451,6441, ,0,31,0,585294,17,778,792
2025-07-15,2301,228,1,585294,179,6499,6451, ,1,9,2,585294,8,775,778
2025-07-16,2301,138,1,585294,121,6515,6499, ,0,11,0,585294,9,773,775
2025-07-17,2301,256,0,585294,185,6586,6515, ,3,10,0,585294,11,774,773
2025-07-18,2301,55,1,585294,181,6459,6586, ,1,4,0,585294,1,771,774
2025-07-21,2301,183,0,585294,105,6537,6459, ,3,5,0,585294,7,773,771
2025-07-22,2301,169,2,585294,235,6468,6536, ,2,23,0,585294,18,768,773
2025-07-23,2301,293,0,585294,122,6639,6468, ,0,1,0,585294,19,786,768
2025-07-24,2301,349,0,585294,100,6888,6639, ,1,10,0,585294,10,786,786
2025-07-25,2301,239,0,585294,175,6952,6888, ,0,3,0,585294,14,797,786
2025-07-28,2301,4139,0,585294,1089,10002,6952, ,23,29,0,585294,92,860,797
2025-07-29,2301,823,0,585294,1948,8877,10002, ,2,43,0,585294,14,831,860
2025-07-30,2301,2666,5,585294,567,10971,8877, ,10,7,0,585294,10,834,831
2025-07-31,2301,1611,22,585294,4000,8560,10971, ,106,83,1,585294,13,763,834
2025-08-01,2301,295,0,585294,784,8071,8560, ,1,7,0,585294,29,785,763
2025-08-04,2301,654,150,585294,244,8331,8071, ,5,17,0,585294,9,777,785
2025-08-05,2301,4353,1,585294,2561,10122,8331, ,31,54,0,585294,833,1556,777
2025-08-06,2301,6624,0,585294,2120,14626,10122, ,103,618,0,585294,48,986,1556
2025-08-07,2301,4586,2,585294,1966,17244,14626, ,61,65,380,585294,128,669,986
2025-08-08,2301,2318,3,585294,4677,14882,17244, ,59,110,1,585294,12,570,669
2025-08-11,2301,5165,1,585294,2169,17877,14882, ,15,83,8,585294,17,496,570
2025-08-12,2301,1034,0,585294,3732,15179,17877,X ,2,194,0,585294,2,304,496
2025-08-13,2301,1488,17,585294,3398,13252,15179,X ,0,299,4,585294,0,1,304
2025-08-14,2301,1602,16,585294,2076,12762,13252,X ,0,0,1,585294,0,0,1
2025-08-15,2301,725,1,585294,731,12755,12762,X ,0,0,0,585294,0,0,0
2025-08-18,2301,1152,1,585294,779,13127,12755, ,0,0,0,585294,0,0,0
2025-08-19,2301,1371,8,585294,1265,13225,13127, ,45,0,0,585294,12,12,0
2025-08-20,2301,916,2,585294,1139,13000,13225, ,23,5,0,585294,29,36,12
2025-08-21,2301,1005,0,585294,773,13232,13000, ,1,7,0,585294,10,39,36
2025-08-22,2301,296,6,585294,520,13002,13232, ,2,3,0,585294,10,46,39
2025-08-25,2301,267,0,585294,338,12931,13002, ,2,5,0,585294,3,44,46
2025-08-26,2301,1704,2,585294,185,14448,12931, ,0,5,0,585294,2,41,44
2025-08-27,2301,1938,1,585294,1759,14626,14448, ,10,8,0,585294,25,58,41
2025-08-28,2301,335,1,585294,534,14426,14626, ,0,7,0,585294,3,54,58
2025-08-29,2301,2050,1,585294,485,15990,14426, ,5,6,0,585294,4,52,54
2025-09-01,2301,754,0,585294,682,16062,15990, ,1,17,0,585294,35,70,52
2025-09-02,2301,361,20,585294,1074,15329,16062, ,1,34,0,585294,26,62,70
2025-09-03,2301,144,1,585294,182,15290,15329, ,0,11,0,585294,6,57,62
2025-09-04,2301,690,6,585294,183,15791,15290, ,0,3,0,585294,1,55,57
2025-09-05,2301,726,6,585294,1028,15483,15791, ,7,7,0,585294,87,135,55
2025-09-08,2301,1091,1,585294,1006,15567,15483, ,5,7,0,585294,27,155,135
2025-09-09,2301,4112,0,585294,2345,17334,15567, ,28,15,0,585294,228,368,155
2025-09-10,2301,2845,1,585294,1969,18209,17334, ,0,1,0,585294,120,487,368
2025-09-11,2301,5841,0,585294,6380,17670,18209, ,173,63,0,585294,457,881,487
2025-09-12,2301,4290,25,585294,3009,18926,17670, ,83,271,0,585294,63,673,881
2025-09-15,2301,4844,30,585294,1881,21859,18926, ,66,151,0,585294,41,563,673
2025-09-16,2301,3891,2,585294,2875,22873,21859, ,20,34,2,585294,252,779,563
2025-09-17,2301,2659,0,585294,4774,20758,22873, ,29,186,0,585294,26,619,779
2025-09-18,2301,2341,11,585294,2568,20520,20758, ,25,10,0,585294,160,769,619
2025-09-19,2301,2524,1,579193,3184,19859,20520, ,24,27,3,579193,52,791,769
2025-09-22,2301,6402,17,579193,3332,22912,19859, ,27,49,0,579193,715,1457,791
2025-09-23,2301,2539,4,579193,6956,18491,22912, ,43,239,2,579193,89,1305,1457
