date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2025-07-07,8046,1730,14,161541,965,7073,6322, ,143,155,1,161541,139,645,662
2025-07-08,8046,697,4,161541,606,7160,7073, ,8,75,2,161541,305,873,645
2025-07-09,8046,1423,21,161541,1598,6964,7160, ,17,143,0,161541,1090,1820,873
2025-07-10,8046,1850,4,161541,1502,7308,6964, ,43,340,0,161541,407,1887,1820
2025-07-11,8046,1364,2,161541,1184,7486,7308, ,149,211,1,161541,389,2064,1887
2025-07-14,8046,810,0,161541,1655,6641,7486, ,123,217,0,161541,97,1944,2064
2025-07-15,8046,2852,10,161541,1173,8310,6641, ,5,67,23,161541,814,2668,1944
2025-07-16,8046,1646,0,161541,3645,6311,8310, ,42,222,1,161541,1421,3866,2668
2025-07-17,8046,1991,6,161541,1501,6795,6311, ,10,657,0,161541,51,3260,3866
2025-07-18,8046,2417,0,161541,936,8276,6795, ,26,275,214,161541,174,2945,3260
2025-07-21,8046,1373,0,161541,1074,8575,8276, ,35,184,11,161541,82,2832,2945
2025-07-22,8046,908,1,161541,1933,7550,8576, ,11,273,0,161541,150,2709,2832
2025-07-23,8046,3044,0,161541,1812,8782,7550, ,43,161,5,161541,213,2756,2709
2025-07-24,8046,1858,6,161541,1450,9184,8782, ,32,68,2,161541,544,3230,2756
2025-07-25,8046,1914,6,161541,2383,8709,9184, ,88,125,0,161541,441,3546,3230
2025-07-28,8046,1208,0,161541,1368,8549,8709, ,24,75,2,161541,106,3575,3546
2025-07-29,8046,1652,2,161541,1914,8285,8549, ,24,268,0,161541,43,3350,3575
2025-07-30,8046,583,0,161541,865,8003,8285, ,11,49,0,161541,130,3431,3350
2025-07-31,8046,487,3,161541,1122,7365,8003, ,8,243,4,161541,58,3242,3431
2025-08-01,8046,476,11,161541,881,6949,7365, ,10,157,30,161541,65,3120,3242
2025-08-04,8046,681,0,161541,338,7292,6949, ,2,58,0,161541,44,3106,3120
2025-08-05,8046,580,1,161541,435,7436,7292, ,20,37,0,161541,30,3099,3106
2025-08-06,8046,377,6,161541,543,7264,7436, ,1,103,0,161541,16,3012,3099
2025-08-07,8046,437,1,161541,298,7402,7264, ,2,76,50,161541,39,2925,3012
2025-08-08,8046,846,9,161541,789,7450,7402, ,7,199,0,161541,68,2794,2925
2025-08-11,8046,1459,4,161541,1317,7588,7450, ,19,116,0,161541,368,3046,2794
2025-08-12,8046,847,0,161541,531,7904,7588, ,4,95,1,161541,29,2979,3046
2025-08-13,8046,494,2,161541,1498,6898,7904, ,37,85,0,161541,62,2956,2979
2025-08-14,8046,375,2,161541,498,6773,6898, ,5,87,25,161541,29,2873,2956
2025-08-15,8046,681,10,161541,420,7024,6773, ,11,112,5,161541,83,2839,2873
2025-08-18,8046,1066,8,161541,1571,6511,7024, ,27,118,34,161541,289,2976,2839
2025-08-19,8046,2111,2,161541,1231,7389,6511, ,22,92,0,161541,24,2908,2976
2025-08-20,8046,1243,9,161541,1196,7427,7389, ,7,769,0,161541,241,2380,2908
2025-08-21,8046,346,26,161541,321,7426,7427, ,0,57,19,161541,92,2396,2380
2025-08-22,8046,628,0,161541,325,7729,7426, ,1,79,0,161541,80,2397,2396
2025-08-25,8046,2988,8,161541,1717,8992,7729, ,11,243,1,161541,437,2590,2397
2025-08-26,8046,2724,2,161541,3792,7922,8992, ,25,76,0,161541,105,2619,2590
2025-08-27,8046,4579,4,161541,2023,10474,7922, ,33,68,7,161541,624,3168,2619
2025-08-28,8046,1804,3,161541,2761,9514,10474, ,66,269,3,161541,702,3598,3168
2025-08-29,8046,2980,0,161541,3667,8827,9514, ,32,844,0,161541,54,2808,3598
2025-09-01,8046,1834,0,161541,2226,8435,8827, ,34,498,6,161541,246,2550,2808
2025-09-02,8046,1139,7,161541,967,8600,8435, ,7,154,1,161541,137,2532,2550
2025-09-03,8046,910,4,161541,350,9156,8600, ,9,164,1,161541,31,2398,2532
2025-09-04,8046,1503,2,161541,589,10068,9156, ,5,123,1,161541,24,2298,2398
2025-09-05,8046,1022,5,161541,293,10792,10068, ,23,50,1,161541,330,2577,2298
2025-09-08,8046,376,1,161541,735,10432,10792, ,2,160,0,161541,69,2486,2577
2025-09-09,8046,541,1,161541,457,10515,10432, ,6,125,0,161541,8,2369,2486
2025-09-10,8046,667,7,161541,387,10788,10515, ,4,30,0,161541,22,2361,2369
2025-09-11,8046,1054,8,161541,537,11297,10788, ,7,62,0,161541,78,2377,2361
2025-09-12,8046,383,5,161541,580,11095,11297, ,13,36,1,161541,221,2561,2377
2025-09-15,8046,214,7,161541,603,10699,11095, ,10,172,5,161541,13,2397,2561
2025-09-16,8046,1598,5,161541,1269,11023,10699, ,13,662,0,161541,633,2368,2397
2025-09-17,8046,2952,0,161541,2152,11823,11023, ,40,308,0,161541,158,2218,2368
2025-09-18,8046,1851,0,161541,1487,12187,11823, ,4,230,0,161541,170,2158,2218
2025-09-19,8046,3740,2,161541,3127,12798,12187, ,54,158,3,161541,405,2402,2158
2025-09-22,8046,4377,0,161541,3870,13305,12798, ,36,194,0,161541,264,2472,2402
2025-09-23,8046,2354,3,161541,5001,10655,13305, ,36,172,0,161541,80,2380,2472
