date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2025-07-07,2356,268,61,896868,294,23642,23729,X ,0,1,10,896868,0,0,11
2025-07-08,2356,269,48,896868,296,23567,23642,X ,0,0,0,896868,0,0,0
2025-07-09,2356,646,19,896868,1130,23064,23567, ,0,0,0,896868,0,0,0
2025-07-10,2356,1012,32,896868,278,23766,23064, ,290,0,0,896868,326,326,0
2025-07-11,2356,537,508,896868,199,23596,23766, ,97,9,0,896868,298,615,326
2025-07-14,2356,156,51,896868,149,23552,23596, ,0,1,0,896868,215,829,615
2025-07-15,2356,2961,16,896868,1100,25397,23552, ,30,62,0,896868,189,956,829
2025-07-16,2356,1570,2,896868,2661,24304,25397, ,25,100,0,896868,37,893,956
2025-07-17,2356,449,31,896868,260,24462,24304, ,12,34,0,896868,28,887,893
2025-07-18,2356,628,34,896868,936,24120,24462, ,21,5,0,896868,31,913,887
2025-07-21,2356,618,12,896868,480,24246,24120, ,14,14,65,896868,27,861,913
2025-07-22,2356,378,31,896868,1162,23425,24240, ,18,43,0,896868,23,841,861
2025-07-23,2356,791,21,896868,172,24023,23425, ,1,6,0,896868,11,846,841
2025-07-24,2356,691,69,896868,686,23959,24023, ,3,106,0,896868,251,991,846
2025-07-25,2356,692,9,896868,689,23953,23959, ,4,2,0,896868,23,1012,991
2025-07-28,2356,358,21,896868,756,23534,23953, ,1,4,0,896868,13,1021,1012
2025-07-29,2356,558,1,896868,575,23516,23534, ,4,10,0,896868,6,1017,1021
2025-07-30,2356,294,2,896868,959,22849,23516, ,0,5,0,896868,40,1052,1017
2025-07-31,2356,410,25,896868,539,22695,22849, ,20,24,0,896868,17,1045,1052
2025-08-01,2356,344,22,896868,164,22853,22695, ,6,23,0,896868,5,1027,1045
2025-08-04,2356,299,17,896868,245,22890,22853, ,2,14,0,896868,0,1013,1027
2025-08-05,2356,467,15,896868,546,22796,22890, ,0,11,0,896868,24,1026,1013
2025-08-06,2356,463,36,896868,349,22874,22796, ,0,17,0,896868,5,1014,1026
2025-08-07,2356,937,14,896868,751,23046,22874, ,1,35,0,896868,29,1008,1014
2025-08-08,2356,1340,17,896868,662,23707,23046, ,43,59,0,896868,13,962,1008
2025-08-11,2356,212,19,896868,248,23652,23707, ,0,5,0,896868,141,1098,962
2025-08-12,2356,864,5,896868,445,24066,23652, ,20,54,0,896868,3,1047,1098
2025-08-13,2356,654,58,896868,365,24297,24066, ,53,40,0,896868,549,1556,1047
2025-08-14,2356,503,7,896868,152,24641,24297, ,3,67,0,896868,60,1549,1556
2025-08-15,2356,698,15,896868,261,25063,24641, ,2,67,0,896868,13,1495,1549
2025-08-18,2356,331,35,896868,455,24904,25063, ,3,7,0,896868,699,2187,1495
2025-08-19,2356,694,49,896868,301,25248,24904, ,15,320,0,896868,13,1880,2187
2025-08-20,2356,623,46,896868,352,25473,25248, ,0,85,0,896868,79,1874,1880
2025-08-21,2356,783,23,896868,83,26150,25473, ,22,11,0,896868,16,1879,1874
2025-08-22,2356,541,16,896868,602,26073,26150, ,3,3,0,896868,77,1953,1879
2025-08-25,2356,394,86,896868,297,26084,26073, ,5,27,0,896868,302,2228,1953
2025-08-26,2356,218,68,896868,366,25868,26084, ,0,2,0,896868,13,2239,2228
2025-08-27,2356,514,62,896868,556,25764,25868, ,1,0,0,896868,8,2247,2239
2025-08-28,2356,362,77,896868,107,25942,25764, ,3,31,0,896868,1,2217,2247
2025-08-29,2356,473,17,896868,283,26115,25942, ,0,2,0,896868,5,2220,2217
2025-09-01,2356,959,12,896868,344,26718,26115, ,1,4,0,896868,87,2303,2220
2025-09-02,2356,419,25,896868,712,26400,26718, ,0,904,0,896868,20,1419,2303
2025-09-03,2356,166,11,896868,351,26204,26400, ,0,7,1,896868,5,1416,1419
2025-09-04,2356,275,6,896868,603,25870,26204, ,0,10,0,896868,13,1419,1416
2025-09-05,2356,136,25,896868,544,25437,25870, ,6,4,1,896868,6,1420,1419
2025-09-08,2356,1173,23,896868,368,26219,25437, ,2,8,0,896868,4,1416,1420
2025-09-09,2356,849,69,896868,1325,25674,26219, ,2,7,0,896868,437,1846,1416
2025-09-10,2356,352,11,896868,856,25159,25674, ,4,3,0,896868,863,2706,1846
2025-09-11,2356,335,17,896868,615,24862,25159, ,3,64,0,896868,774,3416,2706
2025-09-12,2356,1033,79,896868,1940,23876,24862, ,18,26,597,896868,42,2835,3416
2025-09-15,2356,339,173,896868,707,23335,23876, ,3,12,211,896868,13,2625,2835
2025-09-16,2356,445,30,896868,613,23137,23335, ,1,21,1,896868,3,2606,2625
2025-09-17,2356,483,2,896868,596,23022,23137, ,0,5,80,896868,2,2523,2606
2025-09-18,2356,285,11,896868,412,22884,23022, ,1,1,505,896868,56,2073,2523
2025-09-19,2356,1385,71,896868,1483,22715,22884, ,15,82,12,896868,56,2035,2073
2025-09-22,2356,504,133,896868,751,22335,22715, ,4,3,0,896868,7,2039,2035
2025-09-23,2356,713,36,896868,930,22082,22335, ,3,1,0,896868,52,2090,2039
