date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2025-07-07,1316,252,2,91690,139,21723,21612, ,4,0,0,91690,2,90,88
2025-07-08,1316,199,0,91690,26,21896,21723, ,1,10,0,91690,0,80,90
2025-07-09,1316,106,12,91690,72,21918,21896, ,6,1,0,91690,22,101,80
2025-07-10,1316,71,30,91690,109,21850,21918, ,2,19,0,91690,0,82,101
2025-07-11,1316,750,0,91690,586,22014,21850, ,31,12,0,91690,46,116,82
2025-07-14,1316,227,0,91690,187,22054,22014, ,2,4,0,91690,2,114,116
2025-07-15,1316,832,2,91690,409,22475,22054, ,10,0,0,91690,3,117,114
2025-07-16,1316,650,4,91690,938,22183,22475, ,2,0,0,91690,47,164,117
2025-07-17,1316,142,0,91690,319,22006,22183, ,5,31,0,91690,12,145,164
2025-07-18,1316,290,0,91690,194,22102,22006, ,7,26,0,91690,0,119,145
2025-07-21,1316,134,0,91690,197,22039,22102, ,8,2,0,91690,1,118,119
2025-07-22,1316,164,1,91690,163,22039,22039, ,1,29,0,91690,1,90,118
2025-07-23,1316,51,1,91690,184,21905,22039, ,1,0,0,91690,17,107,90
2025-07-24,1316,101,4,91690,56,21946,21905, ,0,14,0,91690,2,95,107
2025-07-25,1316,70,25,91690,37,21954,21946, ,0,12,0,91690,0,83,95
2025-07-28,1316,45,0,91690,61,21938,21954, ,1,2,0,91690,0,81,83
2025-07-29,1316,77,0,91690,103,21912,21938, ,0,0,0,91690,0,81,81
2025-07-30,1316,50,3,91690,211,21748,21912, ,0,2,0,91690,3,82,81
2025-07-31,1316,122,7,91690,102,21761,21748, ,0,2,0,91690,0,80,82
2025-08-01,1316,50,2,91690,109,21700,21761, ,9,0,0,91690,20,100,80
2025-08-04,1316,176,27,91690,157,21692,21700, ,1,5,0,91690,10,105,100
2025-08-05,1316,195,7,91690,386,21494,21692, ,0,0,0,91690,1,106,105
2025-08-06,1316,145,34,91690,465,21140,21494, ,0,0,0,91690,0,106,106
2025-08-07,1316,298,122,91690,174,21142,21140, ,0,25,0,91690,4,85,106
2025-08-08,1316,176,0,91690,33,21285,21142, ,0,13,0,91690,24,96,85
2025-08-11,1316,487,1,91690,391,21380,21285, ,3,13,0,91690,16,99,96
2025-08-12,1316,0,18,91690,0,21362,21380, ,0,0,0,91690,0,99,99
2025-08-13,1316,2548,6,91690,907,22997,21362, ,20,15,0,91690,51,135,99
2025-08-14,1316,767,1,91690,1982,21781,22997, ,2,24,0,91690,6,117,135
2025-08-15,1316,408,32,91690,470,21687,21781, ,0,25,0,91690,10,102,117
2025-08-18,1316,325,12,91690,901,21099,21687, ,1,5,0,91690,5,102,102
2025-08-19,1316,128,281,91690,610,20336,21099, ,0,28,0,91690,0,74,102
2025-08-20,1316,237,1,91690,278,20294,20336, ,2,0,0,91690,3,77,74
2025-08-21,1316,168,0,91690,272,20190,20294, ,6,0,0,91690,0,77,77
2025-08-22,1316,84,11,91690,315,19948,20190, ,0,6,0,91690,5,76,77
2025-08-25,1316,136,2,91690,608,19474,19948, ,1,5,0,91690,0,71,76
2025-08-26,1316,230,20,91690,792,18892,19474, ,0,1,0,91690,0,70,71
2025-08-27,1316,199,5,91690,1881,17205,18892, ,0,7,0,91690,3,66,70
2025-08-28,1316,70,2,91690,51,17222,17205, ,0,0,0,91690,0,66,66
2025-08-29,1316,56,47,91690,92,17139,17222, ,0,0,0,91690,3,69,66
2025-09-01,1316,148,3,91690,188,17096,17139, ,18,0,0,91690,40,109,69
2025-09-02,1316,78,136,91690,147,16891,17096, ,0,0,0,91690,3,112,109
2025-09-03,1316,417,0,91690,470,16838,16891, ,6,0,11,91690,15,116,112
2025-09-04,1316,6446,4,91690,2105,21175,16838, ,127,40,0,91690,225,301,116
2025-09-05,1316,2590,30,91690,6312,17423,21175, ,213,71,0,91690,46,276,301
2025-09-08,1316,1122,64,91690,1103,17378,17423, ,18,96,0,91690,14,194,276
2025-09-09,1316,846,0,91690,1316,16908,17378, ,2,41,0,91690,7,160,194
2025-09-10,1316,410,214,91690,507,16597,16908, ,2,29,0,91690,4,135,160
2025-09-11,1316,627,10,91690,291,16923,16597, ,10,25,0,91690,14,124,135
2025-09-12,1316,321,8,91690,443,16793,16923, ,11,0,0,91690,6,130,124
2025-09-15,1316,317,2,91690,361,16747,16793, ,15,0,0,91690,0,130,130
2025-09-16,1316,305,0,91690,281,16771,16747, ,1,4,0,91690,0,126,130
2025-09-17,1316,597,1,91690,840,16527,16771, ,7,13,0,91690,11,124,126
2025-09-18,1316,169,0,91690,403,16293,16527, ,18,5,0,91690,0,119,124
2025-09-19,1316,231,6,91690,435,16083,16293, ,3,38,0,91690,4,85,119
2025-09-22,1316,328,0,91690,496,15915,16083, ,5,1,0,91690,8,92,85
2025-09-23,1316,512,10,91690,630,15787,15915, ,49,4,0,91690,21,109,92
