date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2025-07-07,1504,34,0,534699,12,8321,8299, ,0,2,0,534699,2,36,36
2025-07-08,1504,120,3,534699,9,8429,8321, ,0,5,0,534699,65,96,36
2025-07-09,1504,21,5,534699,18,8427,8429, ,0,7,0,534699,2,91,96
2025-07-10,1504,28,0,534699,27,8428,8427, ,3,52,0,534699,13,52,91
2025-07-11,1504,113,0,534699,10,8531,8428, ,0,6,0,534699,1,47,52
2025-07-14,1504,86,0,534699,122,8495,8531, ,2,20,0,534699,42,69,47
2025-07-15,1504,112,0,534699,61,8546,8495, ,0,24,0,534699,2,47,69
2025-07-16,1504,232,6,534699,49,8723,8546, ,0,16,0,534699,0,31,47
2025-07-17,1504,137,6,534699,32,8822,8723, ,0,0,0,534699,5,36,31
2025-07-18,1504,85,3,534699,43,8861,8822, ,0,2,0,534699,1,35,36
2025-07-21,1504,430,0,534699,104,9187,8861, ,0,3,0,534699,4,36,35
2025-07-22,1504,300,2,534699,103,9382,9187, ,1,5,0,534699,2,33,36
2025-07-23,1504,203,1,534699,96,9488,9382, ,0,5,0,534699,6,34,33
2025-07-24,1504,165,25,534699,15,9613,9488, ,2,1,0,534699,2,35,34
2025-07-25,1504,146,0,534699,41,9718,9613, ,0,17,0,534699,5,23,35
2025-07-28,1504,95,1,534699,23,9789,9718, ,2,3,0,534699,0,20,23
2025-07-29,1504,103,1,534699,49,9842,9789, ,0,2,0,534699,3,21,20
2025-07-30,1504,0,0,534699,0,9842,9842, ,0,0,0,534699,0,21,21
2025-07-31,1504,827,0,534699,221,10448,9842, ,0,0,0,534699,6,27,21
2025-08-01,1504,5713,3,534699,3214,12944,10448, ,65,12,0,534699,1045,1060,27
2025-08-04,1504,3376,1,534699,3207,13112,12944, ,88,870,0,534699,55,245,1060
2025-08-05,1504,1303,1,534699,1548,12866,13112, ,9,117,3,534699,269,394,245
2025-08-06,1504,1794,2,534699,709,13949,12866, ,7,129,1,534699,54,318,394
2025-08-07,1504,6308,4,534699,2755,17498,13949, ,100,22,3,534699,121,414,318
2025-08-08,1504,869,33,534699,1472,16862,17498, ,11,48,0,534699,93,459,414
2025-08-11,1504,785,0,534699,1023,16624,16862, ,0,61,0,534699,65,463,459
2025-08-12,1504,1226,0,534699,1036,16814,16624, ,1,49,0,534699,2,416,463
2025-08-13,1504,371,0,534699,1339,15846,16814, ,11,43,0,534699,41,414,416
2025-08-14,1504,1789,1,534699,811,16823,15846, ,4,222,1,534699,12,203,414
2025-08-15,1504,1544,5,534699,2686,15676,16823, ,5,25,0,534699,175,353,203
2025-08-18,1504,3525,1,534699,3224,15976,15676, ,33,86,0,534699,33,300,353
2025-08-19,1504,1278,0,534699,2064,15190,15976, ,0,54,0,534699,8,254,300
2025-08-20,1504,1430,0,534699,1409,15211,15190, ,9,17,0,534699,25,262,254
2025-08-21,1504,7283,2,534699,2307,20185,15211, ,125,20,1,534699,309,550,262
2025-08-22,1504,8483,0,534699,9035,19633,20185, ,195,79,0,534699,1855,2326,550
2025-08-25,1504,9844,0,534699,6378,23099,19633, ,187,57,0,534699,2234,4503,2326
2025-08-26,1504,7685,1,534699,9400,21383,23099, ,93,989,1500,534699,109,2123,4503
2025-08-27,1504,4189,0,534699,3044,22528,21383, ,260,65,1200,534699,86,944,2123
2025-08-28,1504,4118,16,534699,3638,22992,22528, ,26,188,1,534699,77,832,944
2025-08-29,1504,2295,5,534699,1712,23570,22992, ,9,84,0,534699,72,820,832
2025-09-01,1504,2260,11,534699,1923,23896,23570, ,50,149,1,534699,50,720,820
2025-09-02,1504,1261,5,534699,2225,22927,23896, ,7,99,2,534699,79,698,720
2025-09-03,1504,1413,9,534699,657,23674,22927, ,11,40,1,534699,25,682,698
2025-09-04,1504,3334,2,534699,2458,24548,23674, ,27,82,0,534699,20,620,682
2025-09-05,1504,1246,5,534699,1168,24621,24548, ,4,25,0,534699,26,621,620
2025-09-08,1504,14114,0,534699,5075,33660,24621, ,79,38,0,534699,230,813,621
2025-09-09,1504,14992,0,534699,11831,36821,33660, ,277,14,0,534699,1343,2142,813
2025-09-10,1504,8903,8,534699,5123,40593,36821, ,52,81,0,534699,1734,3795,2142
2025-09-11,1504,8802,1,534699,14861,34533,40593, ,443,577,6,534699,1664,4876,3795
2025-09-12,1504,4717,4,534699,8293,30953,34533, ,120,1664,1,534699,749,3960,4876
2025-09-15,1504,4139,1,534699,4027,31064,30953, ,102,421,1,534699,213,3751,3960
2025-09-16,1504,2562,1,534699,4069,29556,31064, ,82,568,1,534699,1092,4274,3751
2025-09-17,1504,1209,4,534699,4565,26196,29556, ,26,223,4,534699,91,4138,4274
2025-09-18,1504,2601,11,534699,3964,24822,26196, ,50,776,1,534699,256,3617,4138
2025-09-19,1504,1345,5,534699,2512,23650,24822, ,18,399,2,534699,180,3396,3617
2025-09-22,1504,5232,1,534699,2339,26542,23650, ,41,512,0,534699,326,3210,3396
2025-09-23,1504,10592,20,534699,7159,29955,26542, ,112,690,0,534699,2007,4527,3210
