date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2025-07-07,2812,84,0,1379689,3,3382,3301, ,10,0,0,1379689,18,134,116
2025-07-08,2812,7,1,1379689,101,3287,3382, ,0,0,0,1379689,0,134,134
2025-07-09,2812,30,77,1379689,32,3208,3287, ,0,10,0,1379689,0,124,134
2025-07-10,2812,34,0,1379689,25,3217,3208, ,0,15,0,1379689,13,122,124
2025-07-11,2812,142,0,1379689,46,3313,3217, ,0,1,0,1379689,0,121,122
2025-07-14,2812,60,0,1379689,152,3221,3313, ,0,1,0,1379689,0,120,121
2025-07-15,2812,42,0,1379689,1,3262,3221, ,0,50,0,1379689,0,70,120
2025-07-16,2812,72,1,1379689,2,3331,3262, ,0,0,0,1379689,0,70,70
2025-07-17,2812,11,0,1379689,16,3326,3331, ,0,0,0,1379689,0,70,70
2025-07-18,2812,3,0,1379689,21,3308,3326, ,0,10,0,1379689,0,60,70
2025-07-21,2812,17,0,1379689,12,3313,3308, ,0,0,0,1379689,0,60,60
2025-07-22,2812,72,0,1379689,140,3245,3313, ,0,0,0,1379689,2,62,60
2025-07-23,2812,140,0,1379689,8,3377,3245, ,0,0,0,1379689,0,62,62
2025-07-24,2812,7,0,1379689,0,3384,3377, ,0,1,0,1379689,0,61,62
2025-07-25,2812,9,0,1379689,9,3384,3384, ,0,0,0,1379689,0,61,61
2025-07-28,2812,25,0,1379689,9,3400,3384, ,0,0,0,1379689,0,61,61
2025-07-29,2812,89,1,1379689,21,3467,3400, ,0,0,0,1379689,0,61,61
2025-07-30,2812,470,0,1379689,27,3910,3467, ,0,1,0,1379689,1,61,61
2025-07-31,2812,225,0,1379689,72,4063,3910, ,0,2,0,1379689,0,59,61
2025-08-01,2812,106,0,1379689,215,3954,4063, ,5,0,2,1379689,2,59,59
2025-08-04,2812,135,0,1379689,28,4061,3954, ,2,0,0,1379689,0,59,59
2025-08-05,2812,147,0,1379689,129,4079,4061, ,2,0,0,1379689,2,61,59
2025-08-06,2812,352,0,1379689,41,4390,4079,X ,0,2,0,1379689,0,59,61
2025-08-07,2812,261,0,1379689,421,4230,4390,X ,0,59,0,1379689,0,0,59
2025-08-08,2812,182,0,1379689,89,4323,4230,X ,0,0,0,1379689,0,0,0
2025-08-11,2812,331,0,1379689,251,4403,4323,X ,0,0,0,1379689,0,0,0
2025-08-12,2812,502,37,1379689,57,4811,4403, ,0,0,0,1379689,0,0,0
2025-08-13,2812,173,18,1379689,836,4130,4811, ,150,0,0,1379689,37,37,0
2025-08-14,2812,97,1,1379689,188,4038,4130, ,42,20,0,1379689,1,18,37
2025-08-15,2812,56,0,1379689,110,3984,4038, ,0,0,0,1379689,1,19,18
2025-08-18,2812,61,0,1379689,46,3999,3984, ,0,2,0,1379689,0,17,19
2025-08-19,2812,292,0,1379689,53,4238,3999, ,0,0,0,1379689,0,17,17
2025-08-20,2812,271,1,1379689,39,4469,4238, ,0,0,0,1379689,0,17,17
2025-08-21,2812,232,0,1379689,72,4629,4469, ,0,0,0,1379689,0,17,17
2025-08-22,2812,218,0,1379689,3,4844,4629, ,0,0,0,1379689,0,17,17
2025-08-25,2812,117,0,1379689,26,4935,4844, ,0,0,0,1379689,0,17,17
2025-08-26,2812,119,0,1379689,23,5031,4935, ,0,0,0,1379689,0,17,17
2025-08-27,2812,174,0,1379689,5,5200,5031, ,0,0,0,1379689,3,20,17
2025-08-28,2812,2,0,1379689,5,5197,5200, ,0,0,0,1379689,0,20,20
2025-08-29,2812,193,1,1379689,69,5320,5197, ,0,0,0,1379689,0,20,20
2025-09-01,2812,7,0,1379689,14,5313,5320, ,0,0,0,1379689,0,20,20
2025-09-02,2812,18,1,1379689,37,5293,5313, ,0,0,0,1379689,0,20,20
2025-09-03,2812,105,0,1379689,317,5081,5293, ,0,0,0,1379689,0,20,20
2025-09-04,2812,10,0,1379689,44,5047,5081, ,0,0,0,1379689,0,20,20
2025-09-05,2812,27,0,1379689,7,5067,5047, ,0,0,0,1379689,0,20,20
2025-09-08,2812,231,0,1379689,14,5284,5067, ,0,10,0,1379689,0,10,20
2025-09-09,2812,20,0,1379689,18,5286,5284, ,0,0,0,1379689,0,10,10
2025-09-10,2812,4,0,1379689,116,5174,5286, ,0,0,0,1379689,0,10,10
2025-09-11,2812,184,0,1379689,368,4990,5174, ,0,0,0,1379689,0,10,10
2025-09-12,2812,184,0,1379689,51,5123,4990, ,0,0,0,1379689,25,35,10
2025-09-15,2812,11,0,1379689,55,5079,5123, ,0,0,0,1379689,20,55,35
2025-09-16,2812,48,0,1480406,39,5088,5079, ,0,0,0,1480406,0,55,55
2025-09-17,2812,84,1,1480406,19,5152,5088, ,0,40,3,1480406,0,12,55
2025-09-18,2812,16,0,1480406,79,5089,5152, ,0,5,0,1480406,0,7,12
2025-09-19,2812,219,0,1480406,93,5215,5089, ,0,0,0,1480406,0,7,7
2025-09-22,2812,88,1,1480406,32,5270,5215, ,0,0,0,1480406,0,7,7
2025-09-23,2812,71,0,1480406,180,5161,5270, ,0,0,0,1480406,15,22,7
