date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2025-07-07,1603,13,1,47922,14,2867,2869, ,0,1,0,47922,0,4,5
2025-07-08,1603,18,0,47922,43,2842,2867, ,0,1,0,47922,0,3,4
2025-07-09,1603,39,0,47922,17,2864,2842, ,0,0,0,47922,0,3,3
2025-07-10,1603,15,0,47922,10,2869,2864, ,0,0,0,47922,3,6,3
2025-07-11,1603,119,0,47922,40,2948,2869, ,0,3,0,47922,0,3,6
2025-07-14,1603,4,0,47922,2,2950,2948, ,0,0,0,47922,0,3,3
2025-07-15,1603,3,6,47922,11,2936,2950, ,0,0,0,47922,0,3,3
2025-07-16,1603,7,0,47922,8,2935,2936, ,0,0,0,47922,12,15,3
2025-07-17,1603,2,0,47922,47,2890,2935, ,0,0,0,47922,6,21,15
2025-07-18,1603,72,0,47922,30,2932,2890, ,0,18,0,47922,0,3,21
2025-07-21,1603,10,4,47922,30,2908,2932, ,0,0,0,47922,0,3,3
2025-07-22,1603,22,0,47922,154,2776,2908, ,0,0,0,47922,0,3,3
2025-07-23,1603,25,0,47922,64,2737,2776, ,0,0,0,47922,0,3,3
2025-07-24,1603,2,0,47922,7,2732,2737, ,0,0,0,47922,0,3,3
2025-07-25,1603,6,0,47922,43,2695,2732, ,0,0,0,47922,0,3,3
2025-07-28,1603,5,0,47922,0,2700,2695, ,0,0,0,47922,0,3,3
2025-07-29,1603,3,36,47922,12,2655,2700, ,0,0,0,47922,0,3,3
2025-07-30,1603,53,0,47922,23,2685,2655, ,0,0,0,47922,0,3,3
2025-07-31,1603,35,0,47922,33,2687,2685, ,0,0,0,47922,0,3,3
2025-08-01,1603,44,6,47922,8,2717,2687, ,0,0,2,47922,0,1,3
2025-08-04,1603,64,16,47922,21,2744,2717, ,0,0,0,47922,0,1,1
2025-08-05,1603,5,0,47922,105,2644,2744, ,0,0,0,47922,0,1,1
2025-08-06,1603,21,0,47922,104,2561,2644, ,0,0,0,47922,0,1,1
2025-08-07,1603,23,0,47922,21,2563,2561, ,0,0,0,47922,0,1,1
2025-08-08,1603,11,0,47922,27,2547,2563, ,0,0,0,47922,0,1,1
2025-08-11,1603,21,0,47922,44,2524,2547, ,0,0,0,47922,0,1,1
2025-08-12,1603,4,2,47922,56,2470,2524, ,0,0,0,47922,0,1,1
2025-08-13,1603,93,0,47922,151,2412,2470, ,0,0,0,47922,0,1,1
2025-08-14,1603,57,0,47922,81,2388,2412, ,0,0,0,47922,0,1,1
2025-08-15,1603,61,1,47922,69,2379,2388, ,0,0,0,47922,0,1,1
2025-08-18,1603,41,0,47922,71,2349,2379, ,0,0,0,47922,1,2,1
2025-08-19,1603,8,0,47922,18,2339,2349, ,0,1,0,47922,0,1,2
2025-08-20,1603,17,1,47922,19,2336,2339, ,1,0,0,47922,0,1,1
2025-08-21,1603,10,0,47922,30,2316,2336,X ,2,0,0,47922,0,1,1
2025-08-22,1603,35,0,47922,8,2343,2316,X ,0,1,0,47922,0,0,1
2025-08-25,1603,42,0,47922,8,2377,2343,X ,0,0,0,47922,0,0,0
2025-08-26,1603,19,0,47922,47,2349,2377,X ,0,0,0,47922,0,0,0
2025-08-27,1603,10,0,47922,30,2329,2349, ,0,0,0,47922,0,0,0
2025-08-28,1603,27,0,47922,39,2317,2329, ,0,0,0,47922,0,0,0
2025-08-29,1603,8,0,47922,8,2317,2317, ,0,0,0,47922,0,0,0
2025-09-01,1603,27,0,47922,54,2290,2317, ,0,0,0,47922,1,1,0
2025-09-02,1603,2,0,47922,6,2286,2290, ,0,1,0,47922,0,0,1
2025-09-03,1603,13,0,47922,11,2288,2286, ,0,0,0,47922,0,0,0
2025-09-04,1603,11,0,47922,32,2267,2288, ,0,0,0,47922,3,3,0
2025-09-05,1603,7,0,47922,9,2265,2267, ,0,2,0,47922,0,1,3
2025-09-08,1603,20,1,47922,1,2283,2265, ,0,0,0,47922,0,1,1
2025-09-09,1603,28,1,47922,15,2295,2283, ,2,0,0,47922,0,1,1
2025-09-10,1603,53,0,47922,33,2315,2295, ,1,1,0,47922,2,2,1
2025-09-11,1603,283,0,47922,121,2477,2315, ,0,0,0,47922,1,3,2
2025-09-12,1603,39,0,47922,83,2433,2477, ,1,0,0,47922,0,3,3
2025-09-15,1603,143,0,47922,79,2497,2433, ,0,0,0,47922,0,3,3
2025-09-16,1603,138,0,47922,84,2551,2497, ,0,0,0,47922,0,3,3
2025-09-17,1603,13,10,47922,20,2534,2551, ,0,1,0,47922,0,2,3
2025-09-18,1603,22,0,47922,77,2479,2534, ,0,0,0,47922,0,2,2
2025-09-19,1603,8,1,47922,23,2463,2479, ,0,0,0,47922,0,2,2
2025-09-22,1603,48,11,47922,2,2498,2463, ,0,0,0,47922,0,2,2
2025-09-23,1603,45,0,47922,29,2514,2498, ,0,0,0,47922,0,2,2
