date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2025-07-07,2375,16,0,27168,16,2412,2412, ,0,0,0,27168,0,4,4
2025-07-08,2375,15,0,27168,0,2427,2412, ,0,1,0,27168,1,4,4
2025-07-09,2375,23,0,27168,1,2449,2427, ,0,0,0,27168,0,4,4
2025-07-10,2375,5,0,27168,9,2445,2449, ,0,0,0,27168,0,4,4
2025-07-11,2375,16,4,27168,3,2454,2445, ,0,0,0,27168,0,4,4
2025-07-14,2375,13,19,27168,12,2436,2454, ,0,0,0,27168,0,4,4
2025-07-15,2375,4,1,27168,14,2425,2436, ,0,0,0,27168,0,4,4
2025-07-16,2375,14,0,27168,17,2422,2425, ,0,3,0,27168,0,1,4
2025-07-17,2375,9,5,27168,33,2393,2422, ,0,0,0,27168,0,1,1
2025-07-18,2375,13,12,27168,8,2386,2393, ,0,0,0,27168,0,1,1
2025-07-21,2375,8,0,27168,9,2385,2386, ,0,0,0,27168,0,1,1
2025-07-22,2375,12,0,27168,30,2367,2385, ,1,0,0,27168,0,1,1
2025-07-23,2375,11,0,27168,18,2360,2367, ,0,0,0,27168,0,1,1
2025-07-24,2375,4,0,27168,17,2347,2360, ,0,0,0,27168,0,1,1
2025-07-25,2375,23,1,27168,14,2355,2347, ,0,0,0,27168,0,1,1
2025-07-28,2375,14,0,27168,28,2341,2355, ,0,0,0,27168,0,1,1
2025-07-29,2375,13,3,27168,38,2313,2341, ,0,1,0,27168,0,0,1
2025-07-30,2375,17,0,27168,3,2327,2313,X ,0,0,0,27168,0,0,0
2025-07-31,2375,29,0,27168,5,2351,2327,X ,0,0,0,27168,0,0,0
2025-08-01,2375,11,0,27168,23,2339,2351,X ,0,0,0,27168,0,0,0
2025-08-04,2375,8,0,27168,9,2338,2339,X ,0,0,0,27168,0,0,0
2025-08-05,2375,102,1,27168,51,2388,2338, ,0,0,0,27168,0,0,0
2025-08-06,2375,69,15,27168,24,2418,2388, ,1,0,0,27168,0,0,0
2025-08-07,2375,15,0,27168,14,2419,2418, ,0,0,0,27168,0,0,0
2025-08-08,2375,11,0,27168,52,2378,2419, ,0,0,0,27168,2,2,0
2025-08-11,2375,36,0,27168,2,2412,2378, ,0,0,0,27168,1,3,2
2025-08-12,2375,50,15,27168,60,2387,2412, ,1,1,0,27168,7,9,3
2025-08-13,2375,54,0,27168,87,2354,2387, ,1,0,0,27168,27,36,9
2025-08-14,2375,63,0,27168,16,2401,2354, ,0,28,0,27168,1,9,36
2025-08-15,2375,13,10,27168,21,2383,2401, ,0,2,0,27168,0,7,9
2025-08-18,2375,15,2,27168,28,2368,2383, ,0,0,0,27168,0,7,7
2025-08-19,2375,11,2,27168,37,2340,2368, ,0,1,0,27168,0,6,7
2025-08-20,2375,23,8,27168,37,2318,2340, ,0,1,0,27168,1,6,6
2025-08-21,2375,33,0,27168,16,2335,2318, ,0,1,0,27168,0,5,6
2025-08-22,2375,20,9,27168,29,2317,2335, ,0,1,0,27168,0,4,5
2025-08-25,2375,53,23,27168,106,2241,2317, ,0,0,0,27168,0,4,4
2025-08-26,2375,7,0,27168,23,2225,2241, ,0,0,0,27168,0,4,4
2025-08-27,2375,31,0,27168,23,2233,2225, ,0,0,0,27168,1,5,4
2025-08-28,2375,18,0,27168,51,2200,2233, ,0,0,0,27168,0,5,5
2025-08-29,2375,17,5,27168,31,2181,2200, ,0,0,0,27168,0,5,5
2025-09-01,2375,16,2,27168,29,2166,2181, ,0,0,0,27168,2,7,5
2025-09-02,2375,21,0,27168,3,2184,2166, ,0,2,0,27168,0,5,7
2025-09-03,2375,5,1,27168,14,2174,2184, ,0,0,0,27168,0,5,5
2025-09-04,2375,1,0,27168,12,2163,2174, ,0,0,0,27168,0,5,5
2025-09-05,2375,1,0,27168,7,2157,2163, ,0,0,0,27168,0,5,5
2025-09-08,2375,9,8,27168,7,2151,2157, ,0,0,0,27168,0,5,5
2025-09-09,2375,6,0,27168,16,2141,2151, ,0,0,0,27168,0,5,5
2025-09-10,2375,34,0,27168,14,2161,2141, ,0,0,0,27168,0,5,5
2025-09-11,2375,18,0,27168,20,2159,2161, ,0,0,0,27168,0,5,5
2025-09-12,2375,319,2,27168,199,2277,2159, ,1,0,0,27168,14,19,5
2025-09-15,2375,362,0,27168,254,2385,2277, ,4,13,0,27168,6,12,19
2025-09-16,2375,58,0,27168,50,2393,2385, ,1,3,0,27168,5,14,12
2025-09-17,2375,645,0,27168,328,2710,2393, ,5,1,1,27168,17,29,14
2025-09-18,2375,1138,0,27168,668,3180,2710, ,27,4,0,27168,26,51,29
2025-09-19,2375,1617,0,27168,1130,3667,3180, ,27,21,0,27168,93,123,51
2025-09-22,2375,1549,0,27168,1486,3730,3667, ,38,25,0,27168,15,113,123
2025-09-23,2375,753,0,27168,786,3697,3730, ,12,37,2,27168,110,184,113
