date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2025-07-07,2855,212,0,363957,114,4067,3969, ,0,0,0,363957,0,0,0
2025-07-08,2855,79,0,363957,68,4078,4067, ,26,0,0,363957,121,121,0
2025-07-09,2855,126,0,363957,100,4104,4078, ,48,71,0,363957,28,78,121
2025-07-10,2855,7,0,363957,90,4021,4104, ,0,54,0,363957,2,26,78
2025-07-11,2855,23,1,363957,65,3978,4021, ,2,3,0,363957,1,24,26
2025-07-14,2855,31,0,363957,0,4009,3978, ,0,4,0,363957,5,25,24
2025-07-15,2855,11,0,363957,30,3990,4009, ,0,9,0,363957,17,33,25
2025-07-16,2855,2,0,363957,38,3954,3990, ,0,14,0,363957,1,20,33
2025-07-17,2855,368,1,363957,12,4309,3954, ,0,2,0,363957,6,24,20
2025-07-18,2855,0,2,363957,24,4283,4309, ,0,0,0,363957,0,24,24
2025-07-21,2855,1,0,363957,10,4274,4283, ,0,1,0,363957,0,23,24
2025-07-22,2855,9,0,363957,13,4270,4274, ,0,1,0,363957,0,22,23
2025-07-23,2855,0,0,363957,1,4269,4270, ,0,0,0,363957,1,23,22
2025-07-24,2855,2,0,363957,6,4265,4269, ,0,0,0,363957,0,23,23
2025-07-25,2855,45,0,363957,2,4308,4265, ,0,0,0,363957,0,23,23
2025-07-28,2855,5,1,363957,53,4259,4308, ,0,0,0,363957,0,23,23
2025-07-29,2855,6,0,363957,42,4223,4259, ,0,1,0,363957,0,22,23
2025-07-30,2855,62,0,363957,42,4243,4223, ,0,0,0,363957,2,24,22
2025-07-31,2855,15,1,363957,0,4257,4243, ,0,0,0,363957,0,24,24
2025-08-01,2855,6,0,363957,21,4242,4257, ,0,0,0,363957,11,35,24
2025-08-04,2855,174,0,363957,23,4393,4242, ,0,7,0,363957,60,88,35
2025-08-05,2855,36,0,363957,395,4034,4393, ,0,0,0,363957,10,98,88
2025-08-06,2855,34,0,363957,157,3911,4034, ,0,0,0,363957,20,118,98
2025-08-07,2855,458,4,363957,136,4229,3911, ,0,1,0,363957,0,117,118
2025-08-08,2855,64,0,363957,342,3951,4229, ,0,0,0,363957,115,232,117
2025-08-11,2855,21,0,400353,23,3949,3951, ,0,0,0,400353,0,232,232
2025-08-12,2855,35,0,400353,95,3889,3949, ,0,103,0,400353,20,149,232
2025-08-13,2855,46,5,400353,105,3825,3889, ,0,0,0,400353,0,149,149
2025-08-14,2855,147,0,400353,32,3940,3825, ,0,1,0,400353,7,155,149
2025-08-15,2855,34,0,400353,50,3924,3940, ,0,0,3,400353,5,157,155
2025-08-18,2855,123,0,400353,32,4015,3924, ,0,22,0,400353,0,135,157
2025-08-19,2855,0,0,400353,112,3903,4015, ,0,0,0,400353,0,135,135
2025-08-20,2855,198,0,400353,16,4085,3903, ,0,7,0,400353,0,128,135
2025-08-21,2855,7,0,400353,78,4014,4085, ,0,0,0,400353,0,128,128
2025-08-22,2855,9,0,400353,19,4004,4014, ,0,5,0,400353,0,123,128
2025-08-25,2855,66,0,400353,49,4021,4004, ,0,8,0,400353,0,115,123
2025-08-26,2855,19,0,400353,1,4039,4021, ,0,0,0,400353,0,115,115
2025-08-27,2855,81,0,400353,8,4112,4039, ,0,0,0,400353,0,115,115
2025-08-28,2855,10,0,400353,5,4117,4112, ,0,0,0,400353,0,115,115
2025-08-29,2855,1,41,400353,101,3976,4117, ,0,0,0,400353,0,115,115
2025-09-01,2855,7,3,400353,6,3974,3976, ,0,0,0,400353,0,115,115
2025-09-02,2855,5,0,400353,27,3952,3974, ,0,0,0,400353,0,115,115
2025-09-03,2855,8,0,400353,77,3883,3952, ,0,0,0,400353,0,115,115
2025-09-04,2855,203,0,400353,10,4076,3883, ,0,0,0,400353,0,115,115
2025-09-05,2855,22,8,400353,401,3689,4076, ,0,0,0,400353,6,121,115
2025-09-08,2855,137,0,400353,34,3792,3689, ,0,0,0,400353,0,121,121
2025-09-09,2855,64,0,400353,157,3699,3792, ,0,0,0,400353,0,121,121
2025-09-10,2855,103,2,400353,115,3685,3699, ,0,0,0,400353,3,124,121
2025-09-11,2855,62,0,400353,92,3655,3685, ,0,0,0,400353,1,125,124
2025-09-12,2855,102,5,400353,239,3513,3655, ,0,0,0,400353,0,125,125
2025-09-15,2855,25,0,400353,278,3260,3513, ,0,0,0,400353,0,125,125
2025-09-16,2855,121,1,400353,146,3234,3260, ,0,0,0,400353,0,125,125
2025-09-17,2855,56,0,400353,104,3186,3234, ,0,0,0,400353,0,125,125
2025-09-18,2855,80,0,400353,70,3196,3186, ,0,0,0,400353,5,130,125
2025-09-19,2855,21,0,400353,12,3205,3196, ,0,0,0,400353,2,132,130
2025-09-22,2855,106,0,400353,27,3284,3205, ,0,0,0,400353,0,132,132
2025-09-23,2855,74,0,400353,181,3177,3284, ,0,0,0,400353,0,132,132
