date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2025-07-07,2492,7,1,121451,9,5446,5449,X ,0,0,0,121451,0,0,0
2025-07-08,2492,78,0,121451,12,5512,5446, ,0,0,0,121451,0,0,0
2025-07-09,2492,36,2,121451,36,5510,5512, ,0,0,0,121451,3,3,0
2025-07-10,2492,9,2,121451,8,5509,5510, ,0,0,0,121451,3,6,3
2025-07-11,2492,4,30,121451,36,5447,5509, ,0,0,0,121451,7,13,6
2025-07-14,2492,75,0,121451,6,5516,5447, ,0,0,0,121451,1,14,13
2025-07-15,2492,37,0,121451,93,5460,5516, ,0,1,0,121451,1,14,14
2025-07-16,2492,136,9,121451,127,5460,5460, ,0,1,0,121451,3,16,14
2025-07-17,2492,142,13,121451,80,5509,5460, ,0,0,0,121451,6,22,16
2025-07-18,2492,79,4,121451,47,5537,5509, ,0,1,0,121451,3,24,22
2025-07-21,2492,360,4,121451,111,5782,5537, ,0,1,1,121451,16,38,24
2025-07-22,2492,236,5,121451,385,5628,5782, ,4,16,0,121451,7,29,38
2025-07-23,2492,40,9,121451,61,5598,5628, ,0,1,0,121451,13,41,29
2025-07-24,2492,74,0,121451,34,5638,5598, ,0,10,0,121451,0,31,41
2025-07-25,2492,54,1,121451,68,5623,5638, ,0,3,0,121451,0,28,31
2025-07-28,2492,77,1,121451,92,5607,5623, ,0,0,0,121451,3,31,28
2025-07-29,2492,146,4,121451,121,5628,5607, ,0,4,0,121451,1,28,31
2025-07-30,2492,33,22,121451,53,5586,5628, ,0,2,0,121451,1,27,28
2025-07-31,2492,19,21,121451,81,5503,5586, ,0,9,0,121451,3,21,27
2025-08-01,2492,37,0,121451,73,5467,5503, ,0,4,6,121451,11,22,21
2025-08-04,2492,29,2,121451,17,5477,5467, ,0,2,0,121451,3,23,22
2025-08-05,2492,88,0,121451,83,5482,5477, ,0,3,0,121451,7,27,23
2025-08-06,2492,36,55,121451,41,5422,5482, ,0,3,0,121451,22,46,27
2025-08-07,2492,83,9,121451,32,5464,5422, ,0,1,0,121451,60,105,46
2025-08-08,2492,318,6,121451,77,5699,5464, ,3,91,0,121451,51,65,105
2025-08-11,2492,57,0,121451,34,5722,5699, ,0,8,0,121451,14,71,65
2025-08-12,2492,122,33,121451,21,5790,5722, ,0,0,0,121451,1,72,71
2025-08-13,2492,28,1,121451,102,5715,5790, ,0,0,0,121451,0,72,72
2025-08-14,2492,43,5,121451,31,5722,5715, ,0,5,0,121451,0,67,72
2025-08-15,2492,140,0,121451,28,5834,5722, ,0,1,0,121451,2,68,67
2025-08-18,2492,53,1,121451,147,5739,5834, ,0,1,0,121451,0,67,68
2025-08-19,2492,35,2,121451,52,5720,5739, ,0,0,0,121451,0,67,67
2025-08-20,2492,67,1,121451,44,5742,5720, ,0,2,0,121451,0,65,67
2025-08-21,2492,27,2,121451,57,5710,5742, ,0,0,0,121451,4,69,65
2025-08-22,2492,65,21,121451,54,5700,5710, ,0,1,0,121451,1,69,69
2025-08-25,2492,137,2,121451,55,5780,5700, ,0,1,0,121451,1,69,69
2025-08-26,2492,23,5,121451,19,5779,5780, ,0,0,0,121451,1,70,69
2025-08-27,2492,17,0,121451,12,5784,5779, ,0,2,0,121451,0,68,70
2025-08-28,2492,80,47,121451,42,5775,5784, ,0,0,0,121451,1,69,68
2025-08-29,2492,18,0,121451,29,5764,5775, ,0,0,0,121451,0,69,69
2025-09-01,2492,174,6,121451,23,5909,5764, ,2,0,0,121451,54,123,69
2025-09-02,2492,29,0,121451,19,5919,5909, ,0,5,0,121451,5,123,123
2025-09-03,2492,81,21,121451,39,5940,5919, ,0,5,0,121451,0,118,123
2025-09-04,2492,64,3,121451,90,5911,5940, ,0,2,0,121451,2,118,118
2025-09-05,2492,62,1,121451,37,5935,5911, ,0,41,0,121451,5,82,118
2025-09-08,2492,14,4,121451,93,5852,5935, ,0,4,0,121451,1,79,82
2025-09-09,2492,27,6,121451,22,5851,5852, ,0,0,0,121451,2,81,79
2025-09-10,2492,33,0,121451,43,5841,5851, ,0,0,0,121451,0,81,81
2025-09-11,2492,119,3,121451,51,5906,5841, ,0,8,0,121451,1,74,81
2025-09-12,2492,516,2,121451,359,6061,5906, ,2,5,0,121451,29,98,74
2025-09-15,2492,198,20,121451,102,6137,6061, ,1,6,0,121451,0,92,98
2025-09-16,2492,164,2,121451,133,6166,6137, ,0,0,1,121451,1,92,92
2025-09-17,2492,355,5,121451,199,6317,6166, ,9,0,0,121451,4,96,92
2025-09-18,2492,207,3,121451,303,6218,6317, ,2,0,0,121451,11,107,96
2025-09-19,2492,807,27,121451,536,6462,6218, ,5,0,1,121451,130,236,107
2025-09-22,2492,3295,2,121451,924,8831,6462, ,4,11,0,121451,502,727,236
2025-09-23,2492,2529,2,121451,3311,8047,8831, ,36,490,2,121451,88,323,727
