date,stock_id,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance
2025-07-07,3149,0,0,0,4,9447,9451,OX ,0,0,0,0,0,23,23
2025-07-08,3149,0,0,0,5,9442,9447,OX ,0,0,0,0,0,23,23
2025-07-09,3149,0,0,0,11,9431,9442,OX ,0,1,0,0,0,22,23
2025-07-10,3149,0,0,0,44,9387,9431,OX ,0,0,0,0,0,22,22
2025-07-11,3149,0,12,0,70,9305,9387,OX ,0,0,0,0,0,22,22
2025-07-14,3149,0,1,0,14,9290,9305,OX ,0,0,0,0,0,22,22
2025-07-15,3149,0,0,0,25,9265,9290,OX ,0,0,0,0,0,22,22
2025-07-16,3149,0,2,0,31,9232,9265,OX ,0,0,0,0,0,22,22
2025-07-17,3149,0,0,0,78,9154,9232,OX ,0,0,0,0,0,22,22
2025-07-18,3149,0,0,0,9,9145,9154,OX ,0,0,0,0,0,22,22
2025-07-21,3149,0,0,0,53,9092,9145,OX ,0,1,0,0,0,21,22
2025-07-22,3149,0,0,0,21,9071,9092,OX ,0,0,0,0,0,21,21
2025-07-23,3149,0,0,0,28,9043,9071,OX ,0,0,0,0,0,21,21
2025-07-24,3149,0,3,0,1,9039,9043,OX ,0,0,0,0,0,21,21
2025-07-25,3149,0,0,0,3,9036,9039,OX ,0,0,0,0,0,21,21
2025-07-28,3149,0,0,0,30,9006,9036,OX ,0,0,0,0,0,21,21
2025-07-29,3149,0,0,0,20,8986,9006,OX ,0,0,0,0,0,21,21
2025-07-30,3149,0,0,0,12,8974,8986,OX ,0,0,0,0,0,21,21
2025-07-31,3149,0,0,0,28,8946,8974,OX ,0,0,0,0,0,21,21
2025-08-01,3149,0,0,0,0,8946,8946,OX ,0,0,0,0,0,21,21
2025-08-04,3149,0,0,0,0,8946,8946,OX ,0,0,0,0,0,21,21
2025-08-05,3149,0,1,0,37,8908,8946,OX ,0,0,0,0,0,21,21
2025-08-06,3149,0,0,0,7,8901,8908,OX ,0,0,0,0,0,21,21
2025-08-07,3149,0,0,0,8,8893,8901,OX ,0,0,0,0,0,21,21
2025-08-08,3149,0,0,0,22,8871,8893,OX ,0,0,0,0,0,21,21
2025-08-11,3149,0,0,0,0,8871,8871,OX ,0,0,0,0,0,21,21
2025-08-12,3149,0,2,0,2,8867,8871,OX ,0,0,0,0,0,21,21
2025-08-13,3149,0,10,0,18,8839,8867,OX ,0,0,0,0,0,21,21
2025-08-14,3149,0,0,0,0,8839,8839,OX ,0,0,0,0,0,21,21
2025-08-15,3149,0,0,0,3,8836,8839,OX ,0,0,0,0,0,21,21
2025-08-18,3149,0,9,0,31,8796,8836,OX ,0,0,0,0,0,21,21
2025-08-19,3149,0,0,0,6,8790,8796,OX ,0,0,0,0,0,21,21
2025-08-20,3149,0,0,0,12,8778,8790,OX ,0,0,0,0,0,21,21
2025-08-21,3149,0,0,53533,26,8752,8778, ,0,0,0,53533,0,21,21
2025-08-22,3149,1173,7,53533,181,9737,8752, ,61,0,0,53533,4,25,21
2025-08-25,3149,1344,0,53533,286,10795,9737, ,0,1,0,53533,2,26,25
2025-08-26,3149,620,0,53533,170,11245,10795, ,0,1,0,53533,0,25,26
2025-08-27,3149,2254,16,53533,1656,11827,11245, ,22,0,0,53533,125,150,25
2025-08-28,3149,2596,0,53533,1398,13025,11827, ,4,83,0,53533,22,89,150
2025-08-29,3149,1124,48,53533,734,13367,13025, ,0,20,0,53533,14,83,89
2025-09-01,3149,571,1,53533,722,13215,13367, ,1,6,1,53533,19,95,83
2025-09-02,3149,749,0,53533,694,13270,13215, ,10,9,0,53533,54,140,95
2025-09-03,3149,640,0,53533,433,13477,13270, ,1,7,0,53533,2,135,140
2025-09-04,3149,891,6,53533,418,13944,13477, ,11,5,0,53533,6,136,135
2025-09-05,3149,388,0,53533,178,14154,13944, ,0,6,0,53533,28,158,136
2025-09-08,3149,492,1,53533,335,14310,14154, ,1,5,0,53533,2,155,158
2025-09-09,3149,973,0,53533,864,14419,14310, ,5,37,0,53533,38,156,155
2025-09-10,3149,281,0,53533,233,14467,14419, ,3,12,0,53533,6,150,156
2025-09-11,3149,478,2,53533,104,14839,14467, ,5,2,0,53533,8,156,150
2025-09-12,3149,979,0,53533,484,15334,14839, ,13,34,0,53533,10,132,156
2025-09-15,3149,202,0,53533,204,15332,15334, ,0,9,0,53533,5,128,132
2025-09-16,3149,1366,0,53533,667,16031,15332, ,3,42,0,53533,81,167,128
2025-09-17,3149,1350,0,53533,878,16503,16031, ,15,4,0,53533,24,187,167
2025-09-18,3149,2990,0,53533,1480,18013,16503, ,15,0,0,53533,103,290,187
2025-09-19,3149,2301,374,53533,1113,18827,18013, ,12,6,0,53533,49,333,290
2025-09-22,3149,2651,0,53533,1860,19618,18827, ,7,22,0,53533,88,399,333
2025-09-23,3149,2013,64,53533,2237,19330,19618, ,13,23,0,53533,29,405,399
