mkt_price,stock_id,date,mkt_ret_1d,mkt_ret_5d,mkt_ret_20d
35940.09,TAIEX,2023-09-06,-0.0031646807208817185,0.0012943800891689339,-0.0055953795993174404
35685.61,TAIEX,2023-09-07,-0.007080672307720914,-0.0008279392684007458,0.0007268711533947592
35593.17,TAIEX,2023-09-08,-0.002590399883874772,-0.004044467314777589,-8.455963533171573e-05
35295.47,TAIEX,2023-09-11,-0.008363964209987418,-0.020916517566124337,0.0041074117474024785
35595.96,TAIEX,2023-09-12,0.008513557122202808,-0.012709479813580726,0.008874283114884474
35615.46,TAIEX,2023-09-13,0.0005478149767557117,-0.009032531638067609,0.009801884050780085
36157.07,TAIEX,2023-09-14,0.015207160036680767,0.01321148776775849,0.020577480273399118
36400.92,TAIEX,2023-09-15,0.006744185853555074,0.022693960667172997,0.03585327679918038
35921.89,TAIEX,2023-09-18,-0.013159832224020729,0.017747886626810594,0.02220533180655626
35788.88,TAIEX,2023-09-19,-0.003702756174577715,0.005419716170037114,0.01493553156891414
35573.23,TAIEX,2023-09-20,-0.00602561466019591,-0.0011857210323830136,0.00027865789808156904
35104.04,TAIEX,2023-09-21,-0.013189412375542053,-0.029123764729830137,-0.024481040567191914
35163.86,TAIEX,2023-09-22,0.001704077365454193,-0.03398430589116974,-0.005846372628153573
35395.68,TAIEX,2023-09-25,0.006592564070042384,-0.014648728115363663,-0.0011364165487307565
35019.7,TAIEX,2023-09-26,-0.010622200223304179,-0.02149215063449872,-0.018689061595863032
35093.53,TAIEX,2023-09-27,0.002108241932398114,-0.013484859260741944,-0.02229086330917207
35186.86,TAIEX,2023-09-28,0.002659464579368276,0.0023592726079391113,-0.01479258959355656
35624.87,TAIEX,2023-10-02,0.012448112732991845,0.013110335440989829,-0.0031574490922892107
35403.55,TAIEX,2023-10-03,-0.006212513898296357,0.00022234351762717708,-0.017918417731175085
35014.29,TAIEX,2023-10-04,-0.010994942597564394,-0.00015448447588062297,-0.028842694843511985
35401.95,TAIEX,2023-10-05,0.011071479673013362,0.008788514578043305,-0.014973251319070124
35546.64,TAIEX,2023-10-06,0.0040870630007669995,0.010224839613423908,-0.0038942868007580955
35872.53,TAIEX,2023-10-11,0.009167955114744997,0.006951885017404846,0.007848696814585443
36203.68,TAIEX,2023-10-12,0.00923129759735386,0.022600275961026428,0.025731630716349763
36110.42,TAIEX,2023-10-13,-0.0025759812262179382,0.03130521852649304,0.014452763740604224
35830.0,TAIEX,2023-10-16,-0.007765625545202659,0.012091141872128564,0.0060237885457608
35809.14,TAIEX,2023-10-17,-0.0005821936924365056,0.007384664204549196,-0.00962273768311428
35375.35,TAIEX,2023-10-18,-0.01211394632766949,-0.013859630196141781,-0.02817428790261345
35400.88,TAIEX,2023-10-19,0.00072168897268865,-0.022174541372589784,-0.014503969585119347
35375.04,TAIEX,2023-10-20,-0.0007299253577875975,-0.0203647589809256,-0.011563368286462095
34967.59,TAIEX,2023-10-23,-0.011518008177517358,-0.024069494836729044,-0.017025161898427732
35093.27,TAIEX,2023-10-24,0.0035941853584990913,-0.01999126479999247,-0.00030680229398105663
35198.98,TAIEX,2023-10-25,0.0030122584757705795,-0.004985675053391536,0.0009987526966608318
34585.52,TAIEX,2023-10-26,-0.017428345935024403,-0.023032195809821743,-0.022888668899707643
34716.5,TAIEX,2023-10-27,0.0037871340375972284,-0.018615950681610594,-0.008657983934756586
34748.92,TAIEX,2023-10-30,0.0009338498984632349,-0.006253505031373341,-0.009819758798844114
34430.12,TAIEX,2023-10-31,-0.009174385851416278,-0.018896785622998236,-0.02150632366741445
34510.66,TAIEX,2023-11-01,0.002339230882727028,-0.01955511210836225,-0.03127618430607604
35281.8,TAIEX,2023-11-02,0.022344979783058383,0.020132124657949557,-0.003438920673209278
35520.0,TAIEX,2023-11-03,0.006751356223321903,0.02314461423242542,0.01444296028849923
35824.94,TAIEX,2023-11-06,0.008585022522522578,0.030965566699627134,0.0119482118922829
35901.51,TAIEX,2023-11-07,0.0021373378434130785,0.042735546666697655,0.009983222042927231
36021.75,TAIEX,2023-11-08,0.0033491627510930932,0.043786180849627154,0.004159728906770743
36032.13,TAIEX,2023-11-09,0.00028815923712754987,0.02126677210346406,-0.004738468575570254
35896.6,TAIEX,2023-11-10,-0.003761365203777789,0.010602477477477334,-0.005921282555007679
36233.61,TAIEX,2023-11-13,0.009388354328822235,0.01140741617431873,0.011264582751884022
36398.05,TAIEX,2023-11-14,0.004538327812216414,0.013830616038155608,0.01644580126749773
36856.51,TAIEX,2023-11-15,0.01259572971628975,0.02317377695420131,0.041869833089990705
36947.74,TAIEX,2023-11-16,0.002475275059955484,0.025410931854431107,0.043695523953076965
37029.06,TAIEX,2023-11-17,0.0022009465260932615,0.031547834613863124,0.046756696246845086
37032.36,TAIEX,2023-11-20,8.9119194492282e-05,0.02204444989058496,0.05904810711862063
37476.12,TAIEX,2023-11-21,0.011983033217434658,0.029618894418794506,0.06790048348301547
37247.09,TAIEX,2023-11-22,-0.006111358379683018,0.010597313744572956,0.05818662927164353
37213.6,TAIEX,2023-11-23,-0.0008991306434945612,0.007195568659950524,0.07598787006816732
37198.24,TAIEX,2023-11-24,-0.0004127523271062472,0.004568844037628805,0.07148589287514584
36875.5,TAIEX,2023-11-27,-0.008676216939295989,-0.004235754891127708,0.0611984487575441
37314.34,TAIEX,2023-11-28,0.011900584398855552,-0.004316882323997406,0.0837702569726737
37377.44,TAIEX,2023-11-29,0.0016910388874626925,0.0034996022508069213,0.08306940522145911
37513.62,TAIEX,2023-11-30,0.003643374185069881,0.008062106326719443,0.06325697668486296
37523.31,TAIEX,2023-12-01,0.0002583061831942235,0.008738854311386879,0.056399493243243226
37487.01,TAIEX,2023-12-04,-0.0009673986649897381,0.016583097178343387,0.04639421587307613
37285.88,TAIEX,2023-12-05,-0.005365325215321404,-0.0007627094570076265,0.038560216547994575
37356.41,TAIEX,2023-12-06,0.0018916007882878727,-0.0005626388538112481,0.03705150360546061
37182.51,TAIEX,2023-12-07,-0.004655158244595836,-0.008826394253607095,0.03192650559375765
37408.99,TAIEX,2023-12-08,0.006091035812267442,-0.003046639542193863,0.04213184535582748
37482.9,TAIEX,2023-12-11,0.0019757282941881282,-0.00010963797859575575,0.03447876156971397
37552.4,TAIEX,2023-12-12,0.0018541788388839464,0.00714801420805955,0.03171461108493445
37591.78,TAIEX,2023-12-13,0.0010486679945889144,0.006300658976598594,0.019949528590742727
38042.17,TAIEX,2023-12-14,0.011981076714111527,0.023120009918641715,0.029621026888248192
38086.91,TAIEX,2023-12-15,0.0011760633002797505,0.01812184718165355,0.028568102998023814
38039.93,TAIEX,2023-12-18,-0.0012334946573508976,0.014860909908251507,0.027207825804242525
37877.27,TAIEX,2023-12-19,-0.004276033105213517,0.008651111513511722,0.010704149735885071
38003.67,TAIEX,2023-12-20,0.0033370937240198018,0.010956916645075143,0.020312459308901687
37806.92,TAIEX,2023-12-21,-0.005177131577029259,-0.00618392694212766,0.01594363351032957
37920.89,TAIEX,2023-12-22,0.003014527499198616,-0.004358977927062191,0.019426994395433717
37938.58,TAIEX,2023-12-25,0.0004664974899060148,-0.002664305638837905,0.028828897235291695
38255.28,TAIEX,2023-12-26,0.008347703050562094,0.00997986391310679,0.025216578934533107
38556.5,TAIEX,2023-12-27,0.007873945766440738,0.014546752984645916,0.03154469648001568
38597.16,TAIEX,2023-12-28,0.0010545563004942249,0.020901993603287483,0.028883909364118887
38641.2,TAIEX,2023-12-29,0.0011410165929304217,0.018995071054503043,0.02979188136654254
38475.17,TAIEX,2024-01-02,-0.004296709211929262,0.014143650078626946,0.02636006445966199
37840.62,TAIEX,2024-01-03,-0.016492454744189478,-0.010839288066902042,0.014878018166662788
37846.73,TAIEX,2024-01-04,0.0001614666990128466,-0.018408569242540085,0.013125458254687805
37780.93,TAIEX,2024-01-05,-0.0017385914185982232,-0.021147410845772208,0.01609412597481974
37896.36,TAIEX,2024-01-08,0.0030552450667571396,-0.019275798888233164,0.013028151789182374
37816.2,TAIEX,2024-01-09,-0.0021152427304365062,-0.017127149795569507,0.008892054776978187
37665.54,TAIEX,2024-01-10,-0.003984006854205191,-0.004626774085625507,0.0030128567015690333
37837.4,TAIEX,2024-01-11,0.00456279134721016,-0.000246520637318004,0.006533875224849828
37767.32,TAIEX,2024-01-12,-0.00185213571757048,-0.0003602346474795848,-0.007224877024628151
37840.64,TAIEX,2024-01-15,0.0019413609438001522,-0.0014703259099291266,-0.006466001048654357
37409.42,TAIEX,2024-01-16,-0.011395684639583292,-0.010756765618967545,-0.01657495163634637
37010.29,TAIEX,2024-01-17,-0.01066923785506424,-0.01739653805574004,-0.022889189215590133
37152.63,TAIEX,2024-01-18,0.003845957435080871,-0.01809770227341212,-0.022393626720787818
38131.13,TAIEX,2024-01-19,0.02633730102014309,0.009632931327931082,0.008575414236335455
38419.19,TAIEX,2024-01-22,0.0075544574734607295,0.015289117731624113,0.013140514370838963
38547.48,TAIEX,2024-01-23,0.0033392166779153687,0.030421749388255925,0.016049625473594453
38550.16,TAIEX,2024-01-24,6.952464856335716e-05,0.04160653699282024,0.007708217009521512
38823.59,TAIEX,2024-01-25,0.007092836968769944,0.04497555085602278,0.006927236652704449
38807.22,TAIEX,2024-01-26,-0.00042165085712053685,0.017730657339554368,0.005442369334945907
39075.93,TAIEX,2024-01-29,0.006924226986627646,0.017094061587451526,0.011250427005372599
38892.62,TAIEX,2024-01-30,-0.004691123154330512,0.008953633285496254,0.010849854594534802
38579.77,TAIEX,2024-01-31,-0.008043942526885672,0.0007680901972908494,0.01953324232002518
38749.16,TAIEX,2024-02-01,0.004390643075373513,-0.0019171333717462602,0.02384433212591941
38947.18,TAIEX,2024-02-02,0.005110304326596982,0.0036065453799576375,0.030868747804778662
39025.11,TAIEX,2024-02-05,0.002000915085508037,-0.0013005448622719351,0.02978518253468132
40207.99,TAIEX,2024-02-15,0.03031074095627151,0.03382055515930782,0.06324776154135003
40127.51,TAIEX,2024-02-16,-0.002001592220849502,0.040117916721639446,0.06536399053352215
40189.07,TAIEX,2024-02-19,0.0015341096419887457,0.03715977326992359,0.06215199775883118
40442.16,TAIEX,2024-02-20,0.006297483370478751,0.03838480732109506,0.07082419403865581
40276.45,TAIEX,2024-02-21,-0.004097456713489267,0.03206499610122804,0.06437021149747979
40657.0,TAIEX,2024-02-22,0.009448449404056314,0.011167183437918782,0.08681182440144752
40735.52,TAIEX,2024-02-23,0.0019312787465872727,0.015151949373384932,0.10065389922640433
40862.45,TAIEX,2024-02-26,0.003115953840775898,0.01675530187685359,0.09985349623970086
40660.52,TAIEX,2024-02-27,-0.004941700754604761,0.005399315961363005,0.06633399010205054
40902.82,TAIEX,2024-02-29,0.005959097424233617,0.015551767844484976,0.06464555863879484
40836.31,TAIEX,2024-03-01,-0.0016260492552836459,0.004410310647612992,0.05937690349667468
41632.9,TAIEX,2024-03-04,0.019506904517083035,0.0220294229704201,0.0799669832758152
41808.91,TAIEX,2024-03-05,0.004227666100607985,0.023162096252182796,0.07689448605860538
42051.58,TAIEX,2024-03-06,0.005804265167400846,0.034211564436460895,0.08360196891197047
42470.1,TAIEX,2024-03-07,0.009952539238715863,0.0383171624841514,0.08686088853163576
42668.07,TAIEX,2024-03-08,0.004661397077002416,0.044856158649006383,0.09707368647316628
42540.32,TAIEX,2024-03-11,-0.0029940421490823876,0.02179574327034617,0.1026587250260953
42946.76,TAIEX,2024-03-12,0.009554229963479433,0.027215490669333375,0.10832750955117465
42976.87,TAIEX,2024-03-13,0.0007011006185333457,0.022003691656770075,0.1034655140628924
42998.03,TAIEX,2024-03-14,0.0004923578659870032,0.012430627665110272,0.10180419734883506
42447.2,TAIEX,2024-03-15,-0.01281058690363257,-0.00517647036765434,0.055690672426052634
42935.74,TAIEX,2024-03-18,0.011509357507680118,0.00929518160653231,0.06998266276676524
42887.08,TAIEX,2024-03-19,-0.001133321563806633,-0.0013896275295273153,0.06713292942583649
42729.97,TAIEX,2024-03-20,-0.003663341034176315,-0.00574495071418657,0.05656992603758049
43630.49,TAIEX,2024-03-21,0.021074669605431362,0.014709045972571388,0.08327546246007289
43697.33,TAIEX,2024-03-22,0.001531956207688756,0.02945141257845041,0.07477998868583513
43619.26,TAIEX,2024-03-25,-0.001786608014723079,0.01591960450664187,0.07079178073582959
43477.8,TAIEX,2024-03-26,-0.003243062812161357,0.013773845176682675,0.06400374916335183
43641.03,TAIEX,2024-03-27,0.003754329795895739,0.02132133488509358,0.07330230897194623
43534.18,TAIEX,2024-03-28,-0.0024483840092682785,-0.0022074012920780817,0.06433199471332296
43858.44,TAIEX,2024-03-29,0.007448400314419734,0.003686952955706868,0.07400595205590332
43702.62,TAIEX,2024-04-01,-0.003552793943423449,0.0019110823980048597,0.04971356787540615
44230.9,TAIEX,2024-04-02,0.012088062454836734,0.01732148360772623,0.05792999626156248
43952.45,TAIEX,2024-04-03,-0.006295372691941692,0.007135945233189833,0.04520329557177161
44125.6,TAIEX,2024-04-08,0.003939484602109911,0.013585187546888422,0.03898036500973623
44943.61,TAIEX,2024-04-09,0.01853821817720336,0.02474255810284176,0.053331214653018044
44872.99,TAIEX,2024-04-10,-0.0015713023497667677,0.02678031660344371,0.054834331288528215
44856.39,TAIEX,2024-04-11,-0.000369933004241485,0.014141471233911185,0.04446505394120526
44844.18,TAIEX,2024-04-12,-0.00027220202071542854,0.02028851633981721,0.04344918557354216
44223.94,TAIEX,2024-04-15,-0.013831003265083575,0.002228638250811432,0.028510841078068117
43039.29,TAIEX,2024-04-16,-0.026787527298562708,-0.04237131819184081,0.01394885881754293
43712.64,TAIEX,2024-04-17,0.015645007155090207,-0.025858539847690043,0.018094482591892058
43903.96,TAIEX,2024-04-18,0.004376766079559502,-0.021232872284194126,0.023710637329470652
42230.39,TAIEX,2024-04-19,-0.03811888494796367,-0.0582860473756015,-0.011691559811532803
41979.74,TAIEX,2024-04-22,-0.005935299200410027,-0.05074627000669785,-0.03783478021906239
42386.44,TAIEX,2024-04-23,0.009688006643204572,-0.01516869818252109,-0.0299993157476669
43537.96,TAIEX,2024-04-24,0.027167178937414826,-0.003996098153760563,-0.001863855553716487
42946.11,TAIEX,2024-04-25,-0.013593884509058296,-0.0218169386087268,-0.012228999627396098
43515.12,TAIEX,2024-04-26,0.013249395579716161,0.03042193074702837,-0.0028851289715204897
44326.15,TAIEX,2024-04-29,0.018637889542761243,0.05589386689865172,0.018191912653459985
44112.21,TAIEX,2024-04-30,-0.004826496323276475,0.040715143805424514,0.005786115511632328
43735.55,TAIEX,2024-05-02,-0.008538678973463276,0.004538338498174976,0.0007535017351363305
43968.87,TAIEX,2024-05-03,0.0053347905765446235,0.02381496251930626,-0.00592413900689337
44386.24,TAIEX,2024-05-06,0.009492397689547127,0.020018788871546178,0.00986952945740227
44667.87,TAIEX,2024-05-07,0.006344984391559283,0.0077092190501544255,0.012289237993364566
44769.5,TAIEX,2024-05-08,0.002275237211893044,0.014900409659819758,-0.0038739656204741513
44467.27,TAIEX,2024-05-09,-0.006750801326796174,0.016730554434550182,-0.009041519185594704
44787.5,TAIEX,2024-05-10,0.0072014765017056614,0.01861839979057911,-0.0015357901070505164
45109.46,TAIEX,2024-05-13,0.007188612894222679,0.016293788345216997,0.005915594844191574
45386.61,TAIEX,2024-05-14,0.006143944086229425,0.016090760539958504,0.026290511428877616
45735.57,TAIEX,2024-05-15,0.007688611244593968,0.021578753392376582,0.0626469442223605
46075.24,TAIEX,2024-05-16,0.007426823367457702,0.036160753740897444,0.054048439993557906
45976.31,TAIEX,2024-05-17,-0.002147140199378228,0.026543343566843403,0.047201892494435516
46004.77,TAIEX,2024-05-20,0.0006190144446127643,0.01984749983706302,0.08937592098960012
45929.33,TAIEX,2024-05-21,-0.0016398299567630392,0.011957711756837464,0.09408324110630528
46610.76,TAIEX,2024-05-22,0.014836489014753651,0.01913587170773212,0.09966206173483783
46731.01,TAIEX,2024-05-23,0.0025798764062203716,0.014232589998446121,0.07333944906927203
46639.97,TAIEX,2024-05-24,-0.001948171032468582,0.01443482523934625,0.08601151536192675
47155.74,TAIEX,2024-05-27,0.011058540560810792,0.025018492647610246,0.08366333357233069
47273.9,TAIEX,2024-05-28,0.0025057394921594867,0.029274757545995067,0.06650137672683054
46850.42,TAIEX,2024-05-29,-0.008958008541711249,0.005141731222575885,0.06207374330145776
46207.63,TAIEX,2024-05-30,-0.013720047760511056,-0.011199843530024345,0.056523354570823914
45797.29,TAIEX,2024-05-31,-0.008880351578299917,-0.018067764623347693,0.04158442097784176
46583.96,TAIEX,2024-06-03,0.01717721725455812,-0.012125353138345396,0.04951354293582888
46196.03,TAIEX,2024-06-04,-0.008327544502442441,-0.02280053052530051,0.03421161564229491
46477.92,TAIEX,2024-06-05,0.006102039504260359,-0.00795083587297618,0.03816035470577073
47384.11,TAIEX,2024-06-06,0.019497215021670566,0.025460730186767977,0.0655952119390284
47289.2,TAIEX,2024-06-07,-0.0020029921423025954,0.032576381702934754,0.05585710298632418
47151.88,TAIEX,2024-06-11,-0.002903834279285755,0.01219132078938756,0.04527697737902425
47711.37,TAIEX,2024-06-12,0.011865698674156988,0.03280238583272199,0.051221274292131636
48348.58,TAIEX,2024-06-13,0.013355516724839367,0.04024835879058286,0.05713299298554708
48767.02,TAIEX,2024-06-14,0.008654649216171206,0.029185100237189232,0.05842139943275382
48750.2,TAIEX,2024-06-17,-0.00034490522488350717,0.030895003510315266,0.06033302803117513
49339.22,TAIEX,2024-06-18,0.012082411969591922,0.04638924259223609,0.07248052756268542
50321.38,TAIEX,2024-06-19,0.01990627334603179,0.05470415123271444,0.09562625886334497
50772.22,TAIEX,2024-06-20,0.008959213757651296,0.05012846292486772,0.08928110161687997
50445.25,TAIEX,2024-06-21,-0.0064399390060154715,0.034413216144845604,0.07948126950391177
49505.93,TAIEX,2024-06-24,-0.018620583702132487,0.015502090247834888,0.06144858154925914
49650.53,TAIEX,2024-06-25,0.002920862207820285,0.006309584950876745,0.05290533029489097
49896.81,TAIEX,2024-06-26,0.004960269306289344,-0.00843716925092275,0.055483258203786745
49769.18,TAIEX,2024-06-27,-0.0025578789505781296,-0.0197556852940447,0.06229954822176631
50048.9,TAIEX,2024-06-28,0.005620345764185908,-0.007857033120065804,0.08313064314270191
50159.02,TAIEX,2024-07-01,0.0022002481573020205,0.013192156979981995,0.0952399148508567
49852.62,TAIEX,2024-07-02,-0.006108572296667614,0.004070248595533732,0.07016707038216596
50501.99,TAIEX,2024-07-03,0.013025794832849158,0.0121286310687998,0.09321060705865847
51339.0,TAIEX,2024-07-04,0.0165738023392743,0.0315420105374451,0.10458901775294605
51415.47,TAIEX,2024-07-05,0.001489510898147639,0.027304696007304896,0.08507831000729982
52135.78,TAIEX,2024-07-08,0.014009596722542872,0.0394098608784621,0.10248809453321273
52209.5,TAIEX,2024-07-09,0.001414000135799176,0.04727695354827888,0.10726231912704232
52479.11,TAIEX,2024-07-10,0.0051640027198114336,0.03914934837221273,0.09992880103841073
53330.65,TAIEX,2024-07-11,0.016226266032331793,0.03879409415843704,0.10304480503874158
52302.48,TAIEX,2024-07-12,-0.019279157482610776,0.017251811565663022,0.07249694568173348
52248.36,TAIEX,2024-07-15,-0.001034750168634524,0.0021593615747190764,0.07175683381811782
52529.47,TAIEX,2024-07-16,0.005380264567155901,0.006128578132332363,0.06465951427687755
52045.59,TAIEX,2024-07-17,-0.009211591131606744,-0.008260810825488574,0.03426396493895845
51266.41,TAIEX,2024-07-18,-0.014971105140704433,-0.03870644741813567,0.009733472359491069
50130.36,TAIEX,2024-07-19,-0.02215973382961678,-0.04152996186796498,-0.006242213092412019
48792.77,TAIEX,2024-07-22,-0.026682234079308476,-0.06613776968310592,-0.014405546971847705
50151.75,TAIEX,2024-07-23,0.02785207726472594,-0.0452644962913199,0.01009495769732971
48539.19,TAIEX,2024-07-26,-0.032153613782171075,-0.06737170238631163,-0.02720855301170544
48644.25,TAIEX,2024-07-29,0.0021644366129718318,-0.05114772031043335,-0.022602944231751465
48777.14,TAIEX,2024-07-30,0.002731874784789534,-0.026994021187958794,-0.025410348678991945
48730.19,TAIEX,2024-07-31,-0.0009625410591928008,-0.0012825670688504376,-0.028486003115690717
49729.5,TAIEX,2024-08-01,0.020506999870101073,-0.008419446978420453,-0.002469679627670529
47524.87,TAIEX,2024-08-02,-0.044332438492243,-0.02089692885274763,-0.058950548285324866
43565.81,TAIEX,2024-08-05,-0.08330501482697383,-0.10439959501893858,-0.15140906523305875
45043.44,TAIEX,2024-08-06,0.03391719332201104,-0.07654610335907353,-0.12393215504983224
46789.33,TAIEX,2024-08-07,0.0387601391012764,-0.03982869756920715,-0.10254857604508838
45880.56,TAIEX,2024-08-08,-0.01942259057780915,-0.07739752058637228,-0.12122199982761761
47197.17,TAIEX,2024-08-09,0.02869646752350019,-0.0068953371150727305,-0.10064842944173413
47867.63,TAIEX,2024-08-12,0.014205512745785409,0.09874302807637458,-0.102436778850436
47931.29,TAIEX,2024-08-13,0.0013299175246404005,0.06411255445854036,-0.08357519566949789
48445.96,TAIEX,2024-08-14,0.010737662182678465,0.03540614922248286,-0.07277548998667138
48167.04,TAIEX,2024-08-15,-0.005757342820742917,0.049835485878986674,-0.08304728755115942
49168.48,TAIEX,2024-08-16,0.02079098072042629,0.04176754665586957,-0.055280572282877305
49305.49,TAIEX,2024-08-19,0.0027865412963752334,0.03003825340840982,-0.03824960632117613
49349.07,TAIEX,2024-08-20,0.0008838772315213905,0.02957942504781319,-0.015585166354281088
48929.24,TAIEX,2024-08-21,-0.008507353836657905,0.00997565122045252,0.0027969307747848227
48743.9,TAIEX,2024-08-22,-0.0037879190439090715,0.011976239353715723,-0.02807180208068505
48766.18,TAIEX,2024-08-23,0.0004570828349803602,-0.008182071115478973,0.004676427439353592
48951.57,TAIEX,2024-08-26,0.00380161005024382,-0.007178105318494943,0.006317704559120507
48839.28,TAIEX,2024-08-27,-0.002293899868788696,-0.010330285859490362,0.001273957431698447
49252.17,TAIEX,2024-08-28,0.00845405583374692,0.006599939013971934,0.010711634820221194
48885.27,TAIEX,2024-08-29,-0.007449417964731309,0.002900260340268135,-0.016976442554218374
49032.31,TAIEX,2024-08-30,0.0030078590135638184,0.005457265670593792,0.0317189715616264
48960.74,TAIEX,2024-09-02,-0.0014596497697130228,0.00018732800602716537,0.12383403407396765
48647.56,TAIEX,2024-09-03,-0.006396553646860759,-0.003925528795674316,0.0800143150700745
46447.84,TAIEX,2024-09-04,-0.045217478533353006,-0.05693820191069754,-0.0072984588580345955
46663.02,TAIEX,2024-09-05,0.004632723502320024,-0.04545847859692709,0.017054281813474015
47208.33,TAIEX,2024-09-06,0.011686127473104158,-0.037199552703105265,0.00023645485523826615
46568.93,TAIEX,2024-09-09,-0.013544219844252137,-0.048851590069921236,-0.02713106957666378
46391.97,TAIEX,2024-09-10,-0.003799958470164566,-0.04636594312232711,-0.03211513814879585
46319.12,TAIEX,2024-09-11,-0.001570314862679889,-0.0027712806451277716,-0.043901287124870625
47767.18,TAIEX,2024-09-12,0.03126268374701424,0.023662420477714496,-0.008301527351483484
48002.35,TAIEX,2024-09-13,0.004923254837317037,0.016819489272338117,-0.02371702358909622
48201.91,TAIEX,2024-09-16,0.00415729646569396,0.035065869024691,-0.022382497364897835
47824.16,TAIEX,2024-09-18,-0.007836826383020967,0.030871506426651152,-0.03090048100197218
48627.23,TAIEX,2024-09-19,0.016792140206958184,0.04983060990796018,-0.006172382812404065
48884.73,TAIEX,2024-09-20,0.0052953869673431075,0.02339577090378797,0.002889182030982429
49162.92,TAIEX,2024-09-23,0.005690734100403105,0.02417735798351539,0.00813555624000073
49486.36,TAIEX,2024-09-24,0.006578942015649236,0.02664728430885832,0.010924879426747802
50214.86,TAIEX,2024-09-25,0.014721228233395944,0.04998937775383827,0.02816544388041753
50433.97,TAIEX,2024-09-26,0.004363449385301532,0.037154902716029614,0.02399488184987586
50354.5,TAIEX,2024-09-27,-0.0015757236640304706,0.03006603493565363,0.03005465654582662
49034.57,TAIEX,2024-09-30,-0.026212751591218275,-0.0026107074193314483,4.6092056442015306e-05
49400.47,TAIEX,2024-10-01,0.007462082363524303,-0.0017356297775791285,0.008981277652257758
49207.14,TAIEX,2024-10-04,-0.003913525519089189,-0.02006816308957149,0.011502735183429591
50089.32,TAIEX,2024-10-07,0.017927886075069566,-0.006833687691054302,0.07839933999083715
49888.19,TAIEX,2024-10-08,-0.004015426841490255,-0.009260542751889034,0.06911618665058561
49993.41,TAIEX,2024-10-09,0.0021091164061073364,0.0195543674595291,0.05899552049394674
50528.56,TAIEX,2024-10-11,0.010704410841348766,0.022835612697611918,0.08502729180163682
50691.06,TAIEX,2024-10-14,0.0032160029892005504,0.030156599225234393,0.09266883902537426
51389.92,TAIEX,2024-10-15,0.013786651926394944,0.02596561502531869,0.10947530954819507
