date,stock_id,AccountsPayable,AccountsPayableToRelatedParties,AccountsPayableToRelatedParties_per,AccountsPayable_per,AccountsReceivableDuefromRelatedPartiesNet,AccountsReceivableDuefromRelatedPartiesNet_per,AccountsReceivableNet,AccountsReceivableNet_per,BillsReceivableNet,BillsReceivableNet_per,BondsPayable,BondsPayable_per,CapitalStock,CapitalStock_per,CapitalSurplus,CapitalSurplusAdditionalPaidInCapital,CapitalSurplusAdditionalPaidInCapital_per,CapitalSurplusChangesInEquityOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,CapitalSurplusChangesInEquityOfAssociatesAndJointVenturesAccountedForUsingEquityMethod_per,CapitalSurplusDonatedAssetsReceived,CapitalSurplusDonatedAssetsReceived_per,CapitalSurplusNetAssetsFromMerger,CapitalSurplusNetAssetsFromMerger_per,CapitalSurplus_per,CashAndCashEquivalents,CashAndCashEquivalents_per,ConstructionContractReceivable,ConstructionContractReceivable_per,CurrentAssets,CurrentAssets_per,CurrentContractLiabilities,CurrentContractLiabilities_per,CurrentDerivativeFinancialLiabilitiesForHedging,CurrentDerivativeFinancialLiabilitiesForHedging_per,CurrentFinancialAssetsAtFairvalueThroughProfitOrLoss,CurrentFinancialAssetsAtFairvalueThroughProfitOrLoss_per,CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss,CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss_per,CurrentIncomeTaxAssets,CurrentIncomeTaxAssets_per,CurrentLiabilities,CurrentLiabilities_per,CurrentProvisions,CurrentProvisions_per,CurrentTaxLiabilities,CurrentTaxLiabilities_per,DeferredTaxAssets,DeferredTaxAssets_per,Equity,EquityAttributableToOwnersOfParent,EquityAttributableToOwnersOfParent_per,Equity_per,FinancialAssetsAtAmortizedCost,FinancialAssetsAtAmortizedCostNonCurrent,FinancialAssetsAtAmortizedCostNonCurrent_per,FinancialAssetsAtAmortizedCost_per,FinancialAssetsAtFairvalueThroughOtherComprehensiveIncome,FinancialAssetsAtFairvalueThroughOtherComprehensiveIncomeNonCurrent,FinancialAssetsAtFairvalueThroughOtherComprehensiveIncomeNonCurrent_per,FinancialAssetsAtFairvalueThroughOtherComprehensiveIncome_per,HedgingAinancialAssets,HedgingAinancialAssetsNonCurrent,HedgingAinancialAssetsNonCurrent_per,HedgingAinancialAssets_per,IntangibleAssets,IntangibleAssets_per,Inventories,Inventories_per,InvestmentAccountedForUsingEquityMethod,InvestmentAccountedForUsingEquityMethod_per,LegalReserve,LegalReserve_per,Liabilities,Liabilities_per,LongtermBorrowings,LongtermBorrowings_per,NonCurrentFinancialAssetsAtFairvalueThroughProfitOrLoss,NonCurrentFinancialAssetsAtFairvalueThroughProfitOrLoss_per,NoncontrollingInterests,NoncontrollingInterests_per,NoncurrentAssets,NoncurrentAssets_per,NoncurrentLiabilities,NoncurrentLiabilities_per,NumberOfSharesInEntityHeldByEntityAndByItsSubsidiaries,OrdinaryShare,OrdinaryShare_per,OtherCurrentAssets,OtherCurrentAssets_per,OtherCurrentLiabilities,OtherCurrentLiabilities_per,OtherEquityInterest,OtherEquityInterest_per,OtherNoncurrentAssets,OtherNoncurrentAssets_per,OtherNoncurrentLiabilities,OtherNoncurrentLiabilities_per,OtherPayables,OtherPayables_per,OtherReceivable,OtherReceivable_per,OtherReceivablesDueFromRelatedParties,OtherReceivablesDueFromRelatedParties_per,Prepayments,Prepayments_per,PropertyPlantAndEquipment,PropertyPlantAndEquipment_per,RetainedEarnings,RetainedEarnings_per,RightOfUseAsset,RightOfUseAsset_per,ShorttermBorrowings,ShorttermBorrowings_per,TotalAssets,TotalAssets_per,TotalLiabilitiesEquity,TotalLiabilitiesEquity_per,UnappropriatedRetainedEarningsAaccumulatedDeficit,UnappropriatedRetainedEarningsAaccumulatedDeficit_per
2024-03-31,4722,247692000.0,,,5.02,,,791987000.0,16.06,123927000.0,2.51,,,1000092000.0,20.27,422437000.0,386806000.0,7.84,,,,,,,8.56,265227000.0,5.38,,,2259679000.0,45.81,,,,,5600000.0,0.11,719000.0,0.01,0.0,0.0,1033951000.0,20.96,,,72720000.0,1.47,29664000.0,0.6,2864342000.0,2864342000.0,58.07,58.07,,,,,,56840000.0,1.15,,,,,,77520000.0,1.57,955857000.0,19.38,,,412729000.0,8.37,2068518000.0,41.93,980246000.0,19.87,137446000.0,2.79,,,2673181000.0,54.19,1034567000.0,20.97,0.0,1000092000.0,20.27,6457000.0,0.13,116026000.0,2.35,2342000.0,0.05,846336000.0,17.16,0.0,0.0,203107000.0,4.12,22568000.0,0.46,,,88056000.0,1.79,1504540000.0,30.5,1439471000.0,29.18,20835000.0,0.42,240176000.0,4.87,4932860000.0,100.0,4932860000.0,100.0,1018266000.0,20.64
2024-06-30,4722,233636000.0,,,4.4,,,936996000.0,17.64,115938000.0,2.18,,,1000092000.0,18.82,424823000.0,386806000.0,7.28,,,,,,,8.0,332805000.0,6.26,,,2540729000.0,47.82,3938000.0,0.07,,,4930000.0,0.09,313000.0,0.01,0.0,0.0,1141534000.0,21.48,,,38381000.0,0.72,30758000.0,0.58,2939497000.0,2939497000.0,55.32,55.32,,,,,,56840000.0,1.07,,,,,,78396000.0,1.48,1026535000.0,19.32,,,429431000.0,8.08,2373679000.0,44.68,1175517000.0,22.12,138661000.0,2.61,,,2772447000.0,52.18,1232145000.0,23.19,0.0,1000092000.0,18.82,9361000.0,0.18,140434000.0,2.64,7090000.0,0.13,951790000.0,17.91,0.0,0.0,227665000.0,4.28,33074000.0,0.62,,,81090000.0,1.53,1495102000.0,28.14,1507492000.0,28.37,20900000.0,0.39,280541000.0,5.28,5313176000.0,100.0,5313176000.0,100.0,1066145000.0,20.07
2024-09-30,4722,190418000.0,,,3.6,,,906581000.0,17.14,114545000.0,2.17,,,1000092000.0,18.91,427209000.0,386806000.0,7.31,,,,,,,8.08,245637000.0,4.64,,,2410162000.0,45.57,,,,,4835000.0,0.09,0.0,0.0,,,976638000.0,18.47,,,31635000.0,0.6,33121000.0,0.63,2996348000.0,2996348000.0,56.65,56.65,,,,,,56840000.0,1.07,,,,,,76351000.0,1.44,1025247000.0,19.38,,,429431000.0,8.12,2292735000.0,43.35,1265744000.0,23.93,120489000.0,2.28,,,2878921000.0,54.43,1316097000.0,24.88,0.0,1000092000.0,18.91,9690000.0,0.18,238211000.0,4.5,6402000.0,0.12,1087406000.0,20.56,,,146323000.0,2.77,13164000.0,0.25,,,90463000.0,1.71,1483686000.0,28.05,1562645000.0,29.54,21028000.0,0.4,257796000.0,4.87,5289083000.0,100.0,5289083000.0,100.0,1121298000.0,21.2
2024-12-31,4722,208189000.0,,,3.9,,,840472000.0,15.75,98035000.0,1.84,,,1009575000.0,18.92,429316000.0,386806000.0,7.25,,,,,,,8.04,237414000.0,4.45,,,2306995000.0,43.23,5850000.0,0.11,,,2990000.0,0.06,359000.0,0.01,3808000.0,0.07,989039000.0,18.53,,,36597000.0,0.69,31924000.0,0.6,3038174000.0,3038174000.0,56.92,56.92,,,,,,41077000.0,0.77,,,,,,78827000.0,1.48,1025084000.0,19.21,,,429431000.0,8.05,2298989000.0,43.08,1255195000.0,23.52,124810000.0,2.34,,,3030168000.0,56.77,1309950000.0,24.54,0.0,1000092000.0,18.74,6936000.0,0.13,267262000.0,5.01,-5723000.0,-0.11,1250112000.0,23.42,79000.0,0.0,165163000.0,3.09,10564000.0,0.2,,,81692000.0,1.53,1483599000.0,27.8,1605006000.0,30.07,19819000.0,0.37,197853000.0,3.71,5337163000.0,100.0,5337163000.0,100.0,1163659000.0,21.8
2025-03-31,4722,242582000.0,,,4.36,,,861933000.0,15.49,89172000.0,1.6,,,1026599000.0,18.45,435779000.0,400104000.0,7.19,,,,,,,7.83,285063000.0,5.12,,,2389596000.0,42.94,,,,,3000000.0,0.05,309000.0,0.01,0.0,0.0,1133425000.0,20.37,,,49191000.0,0.88,34161000.0,0.61,2974144000.0,2974144000.0,53.45,53.45,,,,,,35728000.0,0.64,,,,,,79633000.0,1.43,1007415000.0,18.1,,,429431000.0,7.72,2590605000.0,46.55,1398037000.0,25.12,126409000.0,2.27,,,3175153000.0,57.06,1457180000.0,26.19,0.0,1003112000.0,18.03,8042000.0,0.14,236479000.0,4.25,-2907000.0,-0.05,1407548000.0,25.29,79000.0,0.0,277572000.0,4.99,8984000.0,0.16,,,125987000.0,2.26,1472288000.0,26.46,1514673000.0,27.22,19386000.0,0.35,229648000.0,4.13,5564749000.0,100.0,5564749000.0,100.0,1073326000.0,19.29
2025-06-30,4722,225877000.0,,,3.8,,,776571000.0,13.05,89720000.0,1.51,,,1013355000.0,17.03,451786000.0,416697000.0,7.0,,,,,,,7.59,437529000.0,7.35,,,2540135000.0,42.68,2878000.0,0.05,,,0.0,0.0,0.0,0.0,0.0,0.0,1470555000.0,24.71,,,27751000.0,0.47,34085000.0,0.57,2923508000.0,2923508000.0,49.13,49.13,,,,,,35728000.0,0.6,,,,,,71814000.0,1.21,1108960000.0,18.63,,,451863000.0,7.59,3027614000.0,50.87,1513556000.0,25.43,111543000.0,1.87,,,3410987000.0,57.32,1557059000.0,26.16,0.0,1010592000.0,16.98,6810000.0,0.11,332976000.0,5.6,-57996000.0,-0.97,1684323000.0,28.3,79000.0,0.0,272001000.0,4.57,10940000.0,0.18,,,109605000.0,1.84,1456245000.0,24.47,1516363000.0,25.48,17249000.0,0.29,452618000.0,7.61,5951122000.0,100.0,5951122000.0,100.0,1058777000.0,17.79
2023-09-30,4755,355378000.0,7414000.0,0.1,4.72,6471000.0,0.09,1228667000.0,16.31,30347000.0,0.4,,,1007060000.0,13.37,564657000.0,,,,,,,,,7.49,338585000.0,4.49,,,3179272000.0,42.19,256697000.0,3.41,,,0.0,0.0,,,37000.0,0.0,2867871000.0,38.06,,,85921000.0,1.14,23340000.0,0.31,4350539000.0,4319393000.0,57.33,57.74,241781000.0,,,3.21,,144429000.0,1.92,,,,,,143208000.0,1.9,601314000.0,7.98,494774000.0,6.57,444716000.0,5.9,3184176000.0,42.26,250000000.0,3.32,,,31146000.0,0.41,4355443000.0,57.81,316305000.0,4.2,0.0,1007060000.0,13.37,144778000.0,1.92,105590000.0,1.4,-37062000.0,-0.49,89947000.0,1.19,7384000.0,0.1,577577000.0,7.67,,,,,564929000.0,7.5,3321831000.0,44.09,2784738000.0,36.96,137914000.0,1.83,1460258000.0,19.38,7534715000.0,100.0,7534715000.0,100.0,2295096000.0,30.46
2023-12-31,4755,435007000.0,5975000.0,0.08,5.58,12820000.0,0.16,1290632000.0,16.57,37815000.0,0.49,,,1007060000.0,12.93,564657000.0,,,,,,,,,7.25,489222000.0,6.28,,,3377906000.0,43.36,481931000.0,6.19,,,0.0,0.0,,,124000.0,0.0,2993458000.0,38.43,,,138753000.0,1.78,31614000.0,0.41,4445797000.0,4413947000.0,56.66,57.07,193565000.0,,,2.48,,161197000.0,2.07,,,,,,139458000.0,1.79,678661000.0,8.71,475385000.0,6.1,444716000.0,5.71,3343823000.0,42.93,225000000.0,2.89,,,31850000.0,0.41,4411714000.0,56.64,350365000.0,4.5,0.0,1007060000.0,12.93,83956000.0,1.08,105642000.0,1.36,-71982000.0,-0.92,60442000.0,0.78,68496000.0,0.88,591080000.0,7.59,,,,,580764000.0,7.46,3415372000.0,43.85,2914212000.0,37.41,128246000.0,1.65,1220044000.0,15.66,7789620000.0,100.0,7789620000.0,100.0,2424570000.0,31.13
2024-03-31,4755,295727000.0,4115000.0,0.05,3.78,9876000.0,0.13,1066524000.0,13.62,41203000.0,0.53,,,1007060000.0,12.86,569690000.0,,,,,,,,,7.28,466956000.0,5.96,,,3246852000.0,41.47,487039000.0,6.22,,,,,,,124000.0,0.0,3102642000.0,39.63,,,172338000.0,2.2,26274000.0,0.34,4406286000.0,4358360000.0,55.67,56.29,276120000.0,,,3.53,,159528000.0,2.04,,,,,,135708000.0,1.73,714890000.0,9.13,449555000.0,5.74,444716000.0,5.68,3422204000.0,43.71,50000000.0,0.64,,,47926000.0,0.61,4581638000.0,58.53,319562000.0,4.08,0.0,1007060000.0,12.86,100294000.0,1.28,101075000.0,1.29,-42430000.0,-0.54,60717000.0,0.78,39469000.0,0.5,647072000.0,8.27,,,,,556666000.0,7.11,3446778000.0,44.03,2824040000.0,36.07,303078000.0,3.87,1378930000.0,17.61,7828490000.0,100.0,7828490000.0,100.0,2334398000.0,29.82
2024-06-30,4755,344918000.0,6778000.0,0.09,4.44,8532000.0,0.11,1130522000.0,14.55,41723000.0,0.54,,,1007060000.0,12.96,419230000.0,,,,,,,,,5.4,311500000.0,4.01,,,3164733000.0,40.74,489074000.0,6.3,,,,,,,98000.0,0.0,3072180000.0,39.54,,,73914000.0,0.95,25614000.0,0.33,4376856000.0,4329474000.0,55.73,56.34,278240000.0,,,3.58,,168892000.0,2.17,,,,,,131958000.0,1.7,693008000.0,8.92,457179000.0,5.88,489056000.0,6.29,3392174000.0,43.66,25000000.0,0.32,,,47382000.0,0.61,4604297000.0,59.26,319994000.0,4.12,0.0,1007060000.0,12.96,89300000.0,1.15,101217000.0,1.3,-31452000.0,-0.4,67189000.0,0.86,37933000.0,0.49,714217000.0,9.19,,,,,603696000.0,7.77,3419204000.0,44.01,2934636000.0,37.77,334261000.0,4.3,1320000000.0,16.99,7769030000.0,100.0,7769030000.0,100.0,2373598000.0,30.55
2024-09-30,4755,205635000.0,9759000.0,0.12,2.62,8472000.0,0.11,1074149000.0,13.71,33360000.0,0.43,,,1007060000.0,12.85,419730000.0,,,,,,,,,5.36,454184000.0,5.8,,,3251592000.0,41.49,494652000.0,6.31,,,,,,,173000.0,0.0,3090507000.0,39.44,,,41063000.0,0.52,27301000.0,0.35,4460900000.0,4414062000.0,56.33,56.93,283772000.0,,,3.62,,161503000.0,2.06,,,,,,128208000.0,1.64,682357000.0,8.71,460994000.0,5.88,489056000.0,6.24,3375241000.0,43.07,0.0,0.0,,,46838000.0,0.6,4584549000.0,58.51,284734000.0,3.63,0.0,1007060000.0,12.85,91652000.0,1.17,100765000.0,1.29,-41990000.0,-0.54,54395000.0,0.69,32900000.0,0.42,315780000.0,4.03,,,,,619989000.0,7.91,3420497000.0,43.65,3029262000.0,38.66,331651000.0,4.23,1898000000.0,24.22,7836141000.0,100.0,7836141000.0,100.0,2468224000.0,31.5
2024-12-31,4755,259461000.0,10584000.0,0.14,3.51,6517000.0,0.09,1124860000.0,15.2,36716000.0,0.5,,,1007060000.0,13.61,418027000.0,,,,,,,,,5.65,520648000.0,7.03,,,2917179000.0,39.41,32793000.0,0.44,,,,,,,543000.0,0.01,2621509000.0,35.42,,,71667000.0,0.97,21181000.0,0.29,4563747000.0,4518760000.0,61.05,61.66,293634000.0,,,3.97,,154712000.0,2.09,,,,,,121004000.0,1.63,703758000.0,9.51,472442000.0,6.38,489056000.0,6.61,2837992000.0,38.34,0.0,0.0,,,44987000.0,0.61,4484560000.0,60.59,216483000.0,2.92,0.0,1007060000.0,13.61,90414000.0,1.22,75723000.0,1.02,-37489000.0,-0.51,62669000.0,0.85,31341000.0,0.42,329637000.0,4.45,,,,,131922000.0,1.78,3391968000.0,45.83,3131162000.0,42.3,260584000.0,3.52,1820000000.0,24.59,7401739000.0,100.0,7401739000.0,100.0,2570124000.0,34.72
2025-03-31,4755,314383000.0,9317000.0,0.11,3.71,9904000.0,0.12,1077298000.0,12.71,35259000.0,0.42,,,1007060000.0,11.88,420027000.0,,,,,,,,,4.95,764408000.0,9.02,,,3262147000.0,38.48,54385000.0,0.64,,,,,,,545000.0,0.01,3047736000.0,35.95,,,111028000.0,1.31,25736000.0,0.3,5067656000.0,5023408000.0,59.26,59.78,297642000.0,,,3.51,,879601000.0,10.38,,,,,,117358000.0,1.38,830101000.0,9.79,484536000.0,5.72,489056000.0,5.77,3409322000.0,40.22,0.0,0.0,,,44248000.0,0.52,5214831000.0,61.52,361586000.0,4.27,0.0,1007060000.0,11.88,93152000.0,1.1,50935000.0,0.6,555890000.0,6.56,85809000.0,1.01,31224000.0,0.37,478507000.0,5.64,,,,,141877000.0,1.67,3367168000.0,39.72,3040431000.0,35.87,254623000.0,3.0,2010000000.0,23.71,8476978000.0,100.0,8476978000.0,100.0,2479393000.0,29.25
2025-06-30,4755,247074000.0,5556000.0,0.07,3.07,11334000.0,0.14,1053341000.0,13.1,36243000.0,0.45,,,1007060000.0,12.52,269347000.0,,,,,,,,,3.35,718358000.0,8.93,,,3126180000.0,38.87,6357000.0,0.08,,,,,,,262000.0,0.0,2966676000.0,36.88,,,68968000.0,0.86,36629000.0,0.46,4720854000.0,4682207000.0,58.21,58.69,297629000.0,,,3.7,,786682000.0,9.78,,,,,,113712000.0,1.41,778918000.0,9.68,416428000.0,5.18,530892000.0,6.6,3322335000.0,41.31,0.0,0.0,,,38647000.0,0.48,4917009000.0,61.13,355659000.0,4.42,0.0,1007060000.0,12.52,81142000.0,1.01,26206000.0,0.33,330900000.0,4.11,73666000.0,0.92,31055000.0,0.39,614049000.0,7.63,,,,,130518000.0,1.62,3244541000.0,40.34,3074900000.0,38.23,245351000.0,3.05,1980000000.0,24.62,8043189000.0,100.0,8043189000.0,100.0,2506520000.0,31.16
2023-09-30,5469,7034915000.0,39825000.0,0.05,8.73,29006000.0,0.04,13264643000.0,16.46,723101000.0,0.9,,,5284413000.0,6.56,4231520000.0,,,,,,,,,5.25,23051666000.0,28.61,,,47327894000.0,58.74,0.0,0.0,,,253973000.0,0.32,78273000.0,0.1,,,26248906000.0,32.58,,,1189618000.0,1.48,405646000.0,0.5,44366713000.0,30478400000.0,37.83,55.07,1171200000.0,7688184000.0,9.54,1.45,,6304567000.0,7.83,,,,,,720582000.0,0.89,7621029000.0,9.46,4237419000.0,5.26,2540052000.0,3.15,36198978000.0,44.93,8279620000.0,10.28,25000000.0,0.03,13888313000.0,17.24,33237797000.0,41.26,9950072000.0,12.35,0.0,5284413000.0,6.56,347084000.0,0.43,943851000.0,1.17,3313364000.0,4.11,247210000.0,0.31,300234000.0,0.37,3730900000.0,4.63,857778000.0,1.06,7093000.0,0.01,,,11346609000.0,14.08,17649103000.0,21.91,1638582000.0,2.03,12563275000.0,15.59,80565691000.0,100.0,80565691000.0,100.0,14100024000.0,17.5
2023-12-31,5469,5847788000.0,11235000.0,0.01,7.46,29178000.0,0.04,10883771000.0,13.88,587094000.0,0.75,,,5284413000.0,6.74,4219051000.0,,,,,,,,,5.38,18692549000.0,23.84,,,42426180000.0,54.11,7839000.0,0.01,,,278098000.0,0.35,1889000.0,0.0,,,24276525000.0,30.96,,,1183971000.0,1.51,401305000.0,0.51,44492569000.0,30616273000.0,39.05,56.75,3034454000.0,10211199000.0,13.02,3.87,,7558051000.0,9.64,,,,,,719033000.0,0.92,7195037000.0,9.18,4061177000.0,5.18,2540052000.0,3.24,33912083000.0,43.25,7653081000.0,9.76,373683000.0,0.48,13876296000.0,17.7,35978472000.0,45.89,9635558000.0,12.29,0.0,5284413000.0,6.74,217767000.0,0.28,908322000.0,1.16,3214572000.0,4.1,281672000.0,0.36,355126000.0,0.45,3754293000.0,4.79,928260000.0,1.18,9998000.0,0.01,,,10311587000.0,13.15,17898237000.0,22.83,1452963000.0,1.85,12075899000.0,15.4,78404652000.0,100.0,78404652000.0,100.0,14349158000.0,18.3
2024-03-31,5469,5944734000.0,10198000.0,0.01,7.25,21565000.0,0.03,10289086000.0,12.54,583460000.0,0.71,,,5284413000.0,6.44,4292417000.0,,,,,,,,,5.23,21439071000.0,26.14,,,43464816000.0,52.99,8650000.0,0.01,,,350399000.0,0.43,0.0,0.0,,,26117401000.0,31.84,,,1639643000.0,2.0,376707000.0,0.46,46711719000.0,31812415000.0,38.78,56.95,1610478000.0,12138101000.0,14.8,1.96,,7212508000.0,8.79,,,,,,720818000.0,0.88,7528414000.0,9.18,4345170000.0,5.3,2540052000.0,3.1,35312483000.0,43.05,7109585000.0,8.67,387379000.0,0.47,14899304000.0,18.16,38559386000.0,47.01,9195082000.0,11.21,400000.0,5284413000.0,6.44,251591000.0,0.31,2024886000.0,2.47,3836674000.0,4.68,280680000.0,0.34,304274000.0,0.37,3611719000.0,4.4,953947000.0,1.16,7654000.0,0.01,,,10839231000.0,13.21,18424026000.0,22.46,1648477000.0,2.01,12392519000.0,15.11,82024202000.0,100.0,82024202000.0,100.0,14874947000.0,18.13
2024-06-30,5469,6541926000.0,9478000.0,0.01,7.76,25294000.0,0.03,11018003000.0,13.07,496870000.0,0.59,,,5284413000.0,6.27,4292417000.0,,,,,,,,,5.09,20119554000.0,23.87,,,43135888000.0,51.18,20721000.0,0.02,,,368624000.0,0.44,0.0,0.0,,,29129099000.0,34.56,,,1262176000.0,1.5,345475000.0,0.41,46926861000.0,32276037000.0,38.3,55.68,1758407000.0,12939123000.0,15.35,2.09,,7799016000.0,9.25,,,,,,722134000.0,0.86,7785327000.0,9.24,4793476000.0,5.69,2808273000.0,3.33,37347858000.0,44.32,6366308000.0,7.55,394313000.0,0.47,14650824000.0,17.38,41138831000.0,48.82,8218759000.0,9.75,3000000.0,5284413000.0,6.27,257482000.0,0.31,1160207000.0,1.38,4379586000.0,5.2,289133000.0,0.34,329832000.0,0.39,5772897000.0,6.85,918353000.0,1.09,6917000.0,0.01,,,11640146000.0,13.81,18504055000.0,21.96,1610009000.0,1.91,13928274000.0,16.53,84274719000.0,100.0,84274719000.0,100.0,14686755000.0,17.43
2024-09-30,5469,7108588000.0,9521000.0,0.01,7.95,24818000.0,0.03,12388313000.0,13.86,490099000.0,0.55,,,4861660000.0,5.44,4292417000.0,,,,,,,,,4.8,20919747000.0,23.4,,,46569215000.0,52.09,18540000.0,0.02,,,387762000.0,0.43,0.0,0.0,,,34010679000.0,38.05,,,1118050000.0,1.25,288236000.0,0.32,46839258000.0,31920010000.0,35.71,52.4,3077763000.0,13445482000.0,15.04,3.44,,8266224000.0,9.25,,,,,,726386000.0,0.81,7627420000.0,8.53,4444772000.0,4.97,2808273000.0,3.14,42555654000.0,47.6,6991711000.0,7.82,383804000.0,0.43,14919248000.0,16.69,42825697000.0,47.91,8544975000.0,9.56,2760000.0,4861660000.0,5.44,309781000.0,0.35,1943746000.0,2.17,3660745000.0,4.1,348724000.0,0.39,319812000.0,0.36,4547752000.0,5.09,963893000.0,1.08,4478000.0,0.01,,,12780471000.0,14.3,19287222000.0,21.58,1539217000.0,1.72,18821388000.0,21.05,89394912000.0,100.0,89394912000.0,100.0,15469922000.0,17.31
2024-12-31,5469,6898301000.0,7823000.0,0.01,7.72,27955000.0,0.03,11896329000.0,13.31,657281000.0,0.74,,,4861660000.0,5.44,4290990000.0,,,,,,,,,4.8,21158826000.0,23.66,,,45978891000.0,51.42,15781000.0,0.02,,,477897000.0,0.53,0.0,0.0,,,32163717000.0,35.97,,,1138464000.0,1.27,242918000.0,0.27,47415093000.0,32195827000.0,36.01,53.03,2921750000.0,14330152000.0,16.03,3.27,,7390884000.0,8.27,,,,,,731233000.0,0.82,7604740000.0,8.51,4331997000.0,4.85,2808273000.0,3.14,41995875000.0,46.97,7971551000.0,8.92,411478000.0,0.46,15219266000.0,17.02,43432077000.0,48.58,9832158000.0,11.0,2760000.0,4861660000.0,5.44,301764000.0,0.34,1718301000.0,1.92,3150355000.0,3.52,469588000.0,0.53,414976000.0,0.46,4718537000.0,5.28,927590000.0,1.04,4759000.0,0.01,,,13364390000.0,14.95,20074856000.0,22.45,1566248000.0,1.75,17174806000.0,19.21,89410968000.0,100.0,89410968000.0,100.0,16257556000.0,18.18
2025-03-31,5469,7398623000.0,11998000.0,0.01,7.49,21285000.0,0.02,11916868000.0,12.06,517862000.0,0.52,,,4861660000.0,4.92,4328884000.0,,,,,,,,,4.38,29017382000.0,29.36,,,53428785000.0,54.06,11896000.0,0.01,,,473942000.0,0.48,,,,,36754666000.0,37.19,,,1076839000.0,1.09,229616000.0,0.23,49049539000.0,33298339000.0,33.69,49.62,2359771000.0,16182572000.0,16.37,2.39,,7074043000.0,7.16,,,,,,731702000.0,0.74,7919393000.0,8.01,4607406000.0,4.66,2808273000.0,2.84,49791602000.0,50.38,11242812000.0,11.37,434105000.0,0.44,15751200000.0,15.94,45412356000.0,45.94,13036936000.0,13.19,2760000.0,4861660000.0,4.92,327699000.0,0.33,2429652000.0,2.46,3469408000.0,3.51,505176000.0,0.51,352473000.0,0.36,4224310000.0,4.27,869515000.0,0.88,5068000.0,0.01,,,13462249000.0,13.62,20820421000.0,21.06,1592934000.0,1.61,21172082000.0,21.42,98841141000.0,100.0,98841141000.0,100.0,17003121000.0,17.2
2025-06-30,5469,9663096000.0,27009000.0,0.03,9.4,14725000.0,0.01,14654602000.0,14.26,524626000.0,0.51,,,4861660000.0,4.73,4344592000.0,,,,,,,,,4.23,23342960000.0,22.71,,,52890072000.0,51.47,0.0,0.0,,,447148000.0,0.44,6399000.0,0.01,,,45733095000.0,44.5,,,1290981000.0,1.26,394943000.0,0.38,41002957000.0,28013019000.0,27.26,39.9,2814820000.0,14403289000.0,14.02,2.74,,6745371000.0,6.56,,,,,,4747839000.0,4.62,9510626000.0,9.25,4274622000.0,4.16,3110486000.0,3.03,61763724000.0,60.1,13421293000.0,13.06,396955000.0,0.39,12989938000.0,12.64,49876609000.0,48.53,16030629000.0,15.6,4760000.0,4861660000.0,4.73,518543000.0,0.5,2660731000.0,2.59,-1066897000.0,-1.04,456152000.0,0.44,941557000.0,0.92,7105294000.0,6.91,1054933000.0,1.03,7089000.0,0.01,,,16247152000.0,15.81,20156070000.0,19.61,1662558000.0,1.62,24555542000.0,23.89,102766681000.0,100.0,102766681000.0,100.0,16036557000.0,15.6
2023-09-30,6116,2846876000.0,1199000.0,0.0,5.26,10388000.0,0.02,1859530000.0,3.44,6144000.0,0.01,,,29403289000.0,54.37,859356000.0,459099000.0,0.85,11213000.0,0.02,,,,,1.59,4079724000.0,7.54,,,12476344000.0,23.07,80312000.0,0.15,,,491674000.0,0.91,8090000.0,0.01,,,7060861000.0,13.06,366275000.0,0.68,4110000.0,0.01,137551000.0,0.25,43552043000.0,43254266000.0,79.97,80.53,3585469000.0,1839889000.0,3.4,6.63,,6384624000.0,11.8,,,,,,253049000.0,0.47,1639353000.0,3.03,6962190000.0,12.87,3005222000.0,5.56,10532742000.0,19.47,1985490000.0,3.67,1201153000.0,2.22,297777000.0,0.55,41608441000.0,76.93,3471881000.0,6.42,81674000.0,29403289000.0,54.37,626587000.0,1.16,501284000.0,0.93,2338427000.0,4.32,738276000.0,1.37,,,2889469000.0,5.34,177045000.0,0.33,430000.0,0.0,,,20437239000.0,37.79,11587961000.0,21.43,1282993000.0,2.37,127936000.0,0.24,54084785000.0,100.0,54084785000.0,100.0,8582739000.0,15.87
2023-12-31,6116,2667885000.0,6207000.0,0.01,5.07,39493000.0,0.08,1579808000.0,3.0,3653000.0,0.01,,,29403289000.0,55.87,859400000.0,459099000.0,0.87,11257000.0,0.02,,,,,1.63,2952935000.0,5.61,,,11828166000.0,22.47,68536000.0,0.13,,,0.0,0.0,1313000.0,0.0,,,7230384000.0,13.74,397933000.0,0.76,6709000.0,0.01,180439000.0,0.34,41825651000.0,41529483000.0,78.91,79.47,4770409000.0,1650000000.0,3.14,9.06,,6746026000.0,12.82,,,,,,225407000.0,0.43,1684182000.0,3.2,6797402000.0,12.92,3005222000.0,5.71,10803133000.0,20.53,2105213000.0,4.0,313521000.0,0.6,296168000.0,0.56,40800618000.0,77.53,3572749000.0,6.79,81674000.0,29403289000.0,55.87,596619000.0,1.13,517626000.0,0.98,2459426000.0,4.67,708659000.0,1.35,,,3061056000.0,5.82,200514000.0,0.38,553000.0,0.0,,,20549177000.0,39.05,9742135000.0,18.51,1260647000.0,2.4,272636000.0,0.52,52628784000.0,100.0,52628784000.0,100.0,6736913000.0,12.8
