date,stock_id,country,revenue,revenue_month,revenue_year,ym,revenue_mom,revenue_yoy
2024-01-01,8105,Taiwan,681295000,12,2023,2023-12,-0.09423218563789759,
2024-02-01,8105,Taiwan,718466000,1,2024,2024-01,0.05455933186064765,
2024-03-01,8105,Taiwan,634445000,2,2024,2024-02,-0.11694499113388801,
2024-04-01,8105,Taiwan,642754000,3,2024,2024-03,0.013096485905003563,
2024-05-01,8105,Taiwan,578711000,4,2024,2024-04,-0.09963843087713187,
2024-06-01,8105,Taiwan,647971000,5,2024,2024-05,0.1196797710774462,
2024-07-01,8105,Taiwan,678858000,6,2024,2024-06,0.04766725671364913,
2024-08-01,8105,Taiwan,875489000,7,2024,2024-07,0.2896496763682537,0.21119459458711654
2024-09-01,8105,Taiwan,766422000,8,2024,2024-08,-0.12457837848333908,0.047677241560316164
2024-10-01,8105,Taiwan,819432000,9,2024,2024-09,0.06916555109326183,0.1597666970019065
2024-11-01,8105,Taiwan,845820000,10,2024,2024-10,0.03220279413056848,0.1328502738973789
2024-12-01,8105,Taiwan,766827000,11,2024,2024-11,-0.09339221110874651,0.019480864799900077
2025-01-01,8105,Taiwan,791931000,12,2024,2024-12,0.03273750141818166,0.16239074116205177
2025-02-01,8105,Taiwan,648671000,1,2025,2025-01,-0.18089959857613858,-0.09714447169385887
2025-03-01,8105,Taiwan,696858000,2,2025,2025-02,0.07428573190415477,0.09837416954976397
2025-04-01,8105,Taiwan,701949000,3,2025,2025-03,0.007305649070542319,0.09209588738459806
2025-05-01,8105,Taiwan,721009000,4,2025,2025-04,0.027152969802649585,0.24588784384606477
2025-06-01,8105,Taiwan,763210000,5,2025,2025-05,0.05853047604121442,0.17784592211688488
2025-07-01,8105,Taiwan,746928000,6,2025,2025-06,-0.021333577914335544,0.10027133804123989
2025-08-01,8105,Taiwan,634016000,7,2025,2025-07,-0.15116851958957223,-0.2758150016733506
2025-09-01,8105,Taiwan,789452000,8,2025,2025-08,0.24516100540049468,0.03004871989582769
2023-08-01,9955,Taiwan,90561000,7,2023,2023-07,,
2023-09-01,9955,Taiwan,82315000,8,2023,2023-08,-0.09105464824814213,
2023-10-01,9955,Taiwan,89272000,9,2023,2023-09,0.08451679523780609,
2023-11-01,9955,Taiwan,99903000,10,2023,2023-10,0.11908549153149917,
2023-12-01,9955,Taiwan,86398000,11,2023,2023-11,-0.1351811256919212,
2024-01-01,9955,Taiwan,89234000,12,2023,2023-12,0.03282483390819224,
2024-02-01,9955,Taiwan,124524000,1,2024,2024-01,0.3954770603133335,
2024-03-01,9955,Taiwan,76868000,2,2024,2024-02,-0.3827053419421156,
2024-04-01,9955,Taiwan,71496000,3,2024,2024-03,-0.06988603840349694,
2024-05-01,9955,Taiwan,166772000,4,2024,2024-04,1.3326060199171983,
2024-06-01,9955,Taiwan,101092000,5,2024,2024-05,-0.39383109874559274,
2024-07-01,9955,Taiwan,84358000,6,2024,2024-06,-0.16553238634115464,
2024-08-01,9955,Taiwan,103667000,7,2024,2024-07,0.228893525213969,0.1447201333907533
2024-09-01,9955,Taiwan,96834000,8,2024,2024-08,-0.06591297134092822,0.17638340521168683
2024-10-01,9955,Taiwan,88398000,9,2024,2024-09,-0.08711816097651648,-0.009790303790662258
2024-11-01,9955,Taiwan,98950000,10,2024,2024-10,0.11936921649811083,-0.0095392530754832
2024-12-01,9955,Taiwan,85361000,11,2024,2024-11,-0.13733198585144013,-0.012002592652607724
2025-01-01,9955,Taiwan,97140000,12,2024,2024-12,0.13799041716943328,0.08859851626061821
2025-02-01,9955,Taiwan,81744000,1,2025,2025-01,-0.1584928968499073,-0.34354823166618487
2025-03-01,9955,Taiwan,69106000,2,2025,2025-02,-0.15460461929927583,-0.10097830046313161
2025-04-01,9955,Taiwan,122827000,3,2025,2025-03,0.7773709952826093,0.7179562493006602
2025-05-01,9955,Taiwan,127736000,4,2025,2025-04,0.039966782547811164,-0.23406806898040433
2025-06-01,9955,Taiwan,130650000,5,2025,2025-05,0.022812676144548183,0.29238713251295856
2025-07-01,9955,Taiwan,162889000,6,2025,2025-06,0.24675851511672398,0.9309253419948316
2025-08-01,9955,Taiwan,117399000,7,2025,2025-07,-0.2792699322851758,0.13246259658329063
2025-09-01,9955,Taiwan,128509000,8,2025,2025-08,0.09463453692109813,0.32710618171303474
