date,stock_id,country,revenue,revenue_month,revenue_year,ym,revenue_mom,revenue_yoy
2024-04-01,3686,Taiwan,7125000,3,2024,2024-03,-0.0819482025512176,
2024-05-01,3686,Taiwan,5071000,4,2024,2024-04,-0.2882807017543859,
2024-06-01,3686,Taiwan,6371000,5,2024,2024-05,0.2563596923683691,
2024-07-01,3686,Taiwan,11909000,6,2024,2024-06,0.8692512949301523,
2024-08-01,3686,Taiwan,6335000,7,2024,2024-07,-0.46804937442270556,1.625362619146291
2024-09-01,3686,Taiwan,4192000,8,2024,2024-08,-0.3382794001578532,0.012071463061323007
2024-10-01,3686,Taiwan,5353000,9,2024,2024-09,0.2769561068702291,0.031009244992295848
2024-11-01,3686,Taiwan,8603000,10,2024,2024-10,0.6071361853166448,0.9096559378468367
2024-12-01,3686,Taiwan,7780000,11,2024,2024-11,-0.09566430315006391,0.2097651998134038
2025-01-01,3686,Taiwan,5161000,12,2024,2024-12,-0.33663239074550133,-0.3304359107420861
2025-02-01,3686,Taiwan,7168000,1,2025,2025-01,0.3888781243944972,0.04216341959872061
2025-03-01,3686,Taiwan,6942000,2,2025,2025-02,-0.031529017857142905,-0.10552763819095479
2025-04-01,3686,Taiwan,4723000,3,2025,2025-03,-0.3196485162777297,-0.3371228070175438
2025-05-01,3686,Taiwan,5746000,4,2025,2025-04,0.21659961888630108,0.13310984026819161
2025-06-01,3686,Taiwan,7060000,5,2025,2025-05,0.22868082144100255,0.10814628786689684
2025-07-01,3686,Taiwan,8053000,6,2025,2025-06,0.14065155807365448,-0.3237887312116886
2025-08-01,3686,Taiwan,7992000,7,2025,2025-07,-0.007574816838445297,0.2615627466456196
2025-09-01,3686,Taiwan,7004000,8,2025,2025-08,-0.12362362362362367,0.6708015267175573
2023-08-01,3711,Taiwan,48353336000,7,2023,2023-07,,
2023-09-01,3711,Taiwan,52278801000,8,2023,2023-08,0.08118291982997827,
2023-10-01,3711,Taiwan,53534708000,9,2023,2023-09,0.024023255621336892,
2023-11-01,3711,Taiwan,56166613000,10,2023,2023-10,0.049162591864702065,
2023-12-01,3711,Taiwan,54509085000,11,2023,2023-11,-0.029510912470367412,
2024-01-01,3711,Taiwan,49905503000,12,2023,2023-12,-0.084455316026677,
2024-02-01,3711,Taiwan,47390354000,1,2024,2024-01,-0.050398229630107094,
2024-03-01,3711,Taiwan,39751076000,2,2024,2024-02,-0.16119900686962585,
2024-04-01,3711,Taiwan,45661425000,3,2024,2024-03,0.1486840004029073,
2024-05-01,3711,Taiwan,45819887000,4,2024,2024-04,0.003470369135435414,
2024-06-01,3711,Taiwan,47492772000,5,2024,2024-05,0.0365100202014903,
2024-07-01,3711,Taiwan,46925404000,6,2024,2024-06,-0.011946407339626375,
2024-08-01,3711,Taiwan,51595954000,7,2024,2024-07,0.09953137537185608,0.06706089523998915
2024-09-01,3711,Taiwan,52929761000,8,2024,2024-08,0.025850999867160107,0.012451701025048445
2024-10-01,3711,Taiwan,55579391000,9,2024,2024-09,0.05005936074413797,0.03819359582572113
2024-11-01,3711,Taiwan,56425583000,10,2024,2024-10,0.015224923929087364,0.004610746245282682
2024-12-01,3711,Taiwan,52933333000,11,2024,2024-11,-0.061891252412934805,-0.02890806183959982
2025-01-01,3711,Taiwan,52904645000,12,2024,2024-12,-0.0005419647389292015,0.060096418625416925
2025-02-01,3711,Taiwan,49444261000,1,2025,2025-01,-0.06540794291314123,0.04334019112834642
2025-03-01,3711,Taiwan,44960788000,2,2025,2025-02,-0.09067731844551186,0.13105838946347004
2025-04-01,3711,Taiwan,53748213000,3,2025,2025-03,0.19544641877717983,0.177103277000225
2025-05-01,3711,Taiwan,52210767000,4,2025,2025-04,-0.028604597514711783,0.1394783012013976
2025-06-01,3711,Taiwan,49026935000,5,2025,2025-05,-0.06098037211366769,0.032303083930329546
2025-07-01,3711,Taiwan,49512621000,6,2025,2025-06,0.009906513633781033,0.05513467715696163
2025-08-01,3711,Taiwan,51542033000,7,2025,2025-07,0.040987771582522425,-0.001045062564401844
2025-09-01,3711,Taiwan,56465628000,8,2025,2025-08,0.0955258206442886,0.06680300332359335
2023-08-01,4536,Taiwan,595104000,7,2023,2023-07,,
2023-09-01,4536,Taiwan,744020000,8,2023,2023-08,0.25023525299779537,
2023-10-01,4536,Taiwan,648076000,9,2023,2023-09,-0.12895352275476468,
2023-11-01,4536,Taiwan,616617000,10,2023,2023-10,-0.048542146291484345,
2023-12-01,4536,Taiwan,617024000,11,2023,2023-11,0.0006600531610383431,
2024-01-01,4536,Taiwan,785714000,12,2023,2023-12,0.2733929312312,
2024-02-01,4536,Taiwan,789333000,1,2024,2024-01,0.004606001674909654,
2024-03-01,4536,Taiwan,469058000,2,2024,2024-02,-0.4057539720244814,
2024-04-01,4536,Taiwan,641574000,3,2024,2024-03,0.36779246916159614,
2024-05-01,4536,Taiwan,805099000,4,2024,2024-04,0.2548809646276189,
2024-06-01,4536,Taiwan,780115000,5,2024,2024-05,-0.03103220846131971,
2024-07-01,4536,Taiwan,736218000,6,2024,2024-06,-0.05626990892368433,
2024-08-01,4536,Taiwan,866103000,7,2024,2024-07,0.17642192937418,0.45538090821100186
2024-09-01,4536,Taiwan,862435000,8,2024,2024-08,-0.004235062111550225,0.15915566785839097
2024-10-01,4536,Taiwan,871566000,9,2024,2024-09,0.010587464562546778,0.34485152975885547
2024-11-01,4536,Taiwan,895765000,10,2024,2024-10,0.02776496559067243,0.45270889385145074
2024-12-01,4536,Taiwan,840724000,11,2024,2024-11,-0.06144580330778715,0.36254667565605225
2025-01-01,4536,Taiwan,920125000,12,2024,2024-12,0.09444359861262441,0.17106860766131193
2025-02-01,4536,Taiwan,773886000,1,2025,2025-01,-0.15893384051080017,-0.019569687318280127
2025-03-01,4536,Taiwan,699845000,2,2025,2025-02,-0.09567429828165908,0.49202230854180073
2025-04-01,4536,Taiwan,927946000,3,2025,2025-03,0.32593074180711445,0.44635848709579884
2025-05-01,4536,Taiwan,1039776000,4,2025,2025-04,0.12051347815497881,0.29148837596370125
2025-06-01,4536,Taiwan,664580000,5,2025,2025-05,-0.36084310466869784,-0.14809995962133793
2025-07-01,4536,Taiwan,809936000,6,2025,2025-06,0.21871858918414633,0.10013066781849944
2025-08-01,4536,Taiwan,849735000,7,2025,2025-07,0.049138450445467274,-0.01889844510410421
2025-09-01,4536,Taiwan,805842000,8,2025,2025-08,-0.05165492771275748,-0.06562001774046744
2023-08-01,4722,Taiwan,283147000,7,2023,2023-07,,
2023-09-01,4722,Taiwan,322336000,8,2023,2023-08,0.13840513937989818,
2023-10-01,4722,Taiwan,293932000,9,2023,2023-09,-0.08811922962374663,
2023-11-01,4722,Taiwan,278809000,10,2023,2023-10,-0.05145067566648065,
2023-12-01,4722,Taiwan,347203000,11,2023,2023-11,0.2453077196216764,
2024-01-01,4722,Taiwan,326748000,12,2023,2023-12,-0.05891366146029842,
2024-02-01,4722,Taiwan,331008000,1,2024,2024-01,0.013037570237614204,
2024-03-01,4722,Taiwan,248615000,2,2024,2024-02,-0.24891543406805883,
2024-04-01,4722,Taiwan,328878000,3,2024,2024-03,0.32284053657261236,
2024-05-01,4722,Taiwan,377369000,4,2024,2024-04,0.14744373293440116,
2024-06-01,4722,Taiwan,383756000,5,2024,2024-05,0.01692507863656001,
2024-07-01,4722,Taiwan,346281000,6,2024,2024-06,-0.09765319630181679,
2024-08-01,4722,Taiwan,343264000,7,2024,2024-07,-0.00871257735769504,0.2123172768915087
2024-09-01,4722,Taiwan,397247000,8,2024,2024-08,0.15726379696093962,0.23240035242728085
2024-10-01,4722,Taiwan,318145000,9,2024,2024-09,-0.19912548112383477,0.08237619585482348
2024-11-01,4722,Taiwan,295922000,10,2024,2024-10,-0.06985179713652578,0.06137893683489404
2024-12-01,4722,Taiwan,294626000,11,2024,2024-11,-0.00437953244436029,-0.15143014317272607
2025-01-01,4722,Taiwan,375523000,12,2024,2024-12,0.274575224182523,0.14927405829568974
2025-02-01,4722,Taiwan,275111000,1,2025,2025-01,-0.267392410052114,-0.16886903035576184
2025-03-01,4722,Taiwan,287888000,2,2025,2025-02,0.04644307206909204,0.1579671379442109
2025-04-01,4722,Taiwan,353815000,3,2025,2025-03,0.22900225087534043,0.07582446986420499
2025-05-01,4722,Taiwan,370650000,4,2025,2025-04,0.04758136314175476,-0.017804854134812365
2025-06-01,4722,Taiwan,316735000,5,2025,2025-05,-0.14546067718872246,-0.17464482640010837
2025-07-01,4722,Taiwan,285664000,6,2025,2025-06,-0.09809777890034255,-0.17505147553576428
2025-08-01,4722,Taiwan,347993000,7,2025,2025-07,0.2181899014226505,0.013776568472079864
2025-09-01,4722,Taiwan,330643000,8,2025,2025-08,-0.049857324716301776,-0.16766394711602606
2023-08-01,4755,Taiwan,371504000,7,2023,2023-07,,
2023-09-01,4755,Taiwan,426980000,8,2023,2023-08,0.14932813643998455,
2023-10-01,4755,Taiwan,416795000,9,2023,2023-09,-0.023853576279919464,
2023-11-01,4755,Taiwan,419200000,10,2023,2023-10,0.005770222771386502,
2023-12-01,4755,Taiwan,386904000,11,2023,2023-11,-0.07704198473282442,
2024-01-01,4755,Taiwan,509355000,12,2023,2023-12,0.3164893617021276,
2024-02-01,4755,Taiwan,414681000,1,2024,2024-01,-0.18587036546220215,
2024-03-01,4755,Taiwan,353728000,2,2024,2024-02,-0.14698768450929756,
2024-04-01,4755,Taiwan,363554000,3,2024,2024-03,0.02777840600687531,
2024-05-01,4755,Taiwan,416330000,4,2024,2024-04,0.14516688029838765,
2024-06-01,4755,Taiwan,379688000,5,2024,2024-05,-0.08801191362620997,
2024-07-01,4755,Taiwan,405893000,6,2024,2024-06,0.06901719306377863,
2024-08-01,4755,Taiwan,429085000,7,2024,2024-07,0.05713821130199337,0.15499429346655758
2024-09-01,4755,Taiwan,454210000,8,2024,2024-08,0.05855483179323451,0.06377347885146856
2024-10-01,4755,Taiwan,351865000,9,2024,2024-09,-0.22532529006406732,-0.15578401852229518
2024-11-01,4755,Taiwan,407258000,10,2024,2024-10,0.15742685404913814,-0.028487595419847356
2024-12-01,4755,Taiwan,933046000,11,2024,2024-11,1.291044006502021,1.4115697950912889
2025-01-01,4755,Taiwan,414255000,12,2024,2024-12,-0.5560186743204515,-0.18670671731896227
2025-02-01,4755,Taiwan,349020000,1,2025,2025-01,-0.15747546800883516,-0.15834098982109135
2025-03-01,4755,Taiwan,395832000,2,2025,2025-02,0.13412411896166399,0.11902931065677591
2025-04-01,4755,Taiwan,416458000,3,2025,2025-03,0.0521079649952505,0.14551896004444997
2025-05-01,4755,Taiwan,448882000,4,2025,2025-04,0.07785659058056282,0.07818797588451476
2025-06-01,4755,Taiwan,398954000,5,2025,2025-05,-0.11122744953016606,0.05074166157476667
2025-07-01,4755,Taiwan,401634000,6,2025,2025-06,0.006717566436230671,-0.010492913156915695
2025-08-01,4755,Taiwan,361153000,7,2025,2025-07,-0.10079076970575196,-0.15831828192549258
2025-09-01,4755,Taiwan,401193000,8,2025,2025-08,0.11086713941182813,-0.11672354197397683
2023-08-01,5469,Taiwan,3968161000,7,2023,2023-07,,
2023-09-01,5469,Taiwan,3960273000,8,2023,2023-08,-0.001987822570707176,
2023-10-01,5469,Taiwan,3839037000,9,2023,2023-09,-0.030613041070653435,
2023-11-01,5469,Taiwan,3610562000,10,2023,2023-10,-0.05951362281738881,
2023-12-01,5469,Taiwan,3407928000,11,2023,2023-11,-0.05612256485278466,
2024-01-01,5469,Taiwan,3066224000,12,2023,2023-12,-0.10026737654081896,
2024-02-01,5469,Taiwan,3454801000,1,2024,2024-01,0.1267281842422472,
2024-03-01,5469,Taiwan,2609941000,2,2024,2024-02,-0.24454664682567828,
2024-04-01,5469,Taiwan,3181410000,3,2024,2024-03,0.2189585894853563,
2024-05-01,5469,Taiwan,3387305000,4,2024,2024-04,0.06471815955818339,
2024-06-01,5469,Taiwan,3521526000,5,2024,2024-05,0.039624716404339067,
2024-07-01,5469,Taiwan,3491899000,6,2024,2024-06,-0.008413114087472251,
2024-08-01,5469,Taiwan,3967379000,7,2024,2024-07,0.136166595883787,-0.00019706861692359023
2024-09-01,5469,Taiwan,4006952000,8,2024,2024-08,0.009974595318470891,0.011786813686834208
2024-10-01,5469,Taiwan,3833666000,9,2024,2024-09,-0.04324633786479104,-0.0013990487718664735
2024-11-01,5469,Taiwan,3404230000,10,2024,2024-10,-0.1120170614758823,-0.05714678213530189
2024-12-01,5469,Taiwan,3346116000,11,2024,2024-11,-0.01707111446641385,-0.018137707134657788
2025-01-01,5469,Taiwan,3426807000,12,2024,2024-12,0.024114824471118235,0.1175983881151541
2025-02-01,5469,Taiwan,3458247000,1,2025,2025-01,0.009174721541073128,0.0009974525305509463
2025-03-01,5469,Taiwan,3315505000,2,2025,2025-02,-0.04127582558446519,0.27033714555233246
2025-04-01,5469,Taiwan,3795180000,3,2025,2025-03,0.14467630119695185,0.19292389223646111
2025-05-01,5469,Taiwan,5098381000,4,2025,2025-04,0.34338318604124174,0.5051437647333203
2025-06-01,5469,Taiwan,5397393000,5,2025,2025-05,0.05864842192060582,0.5326858299498569
2025-07-01,5469,Taiwan,5067701000,6,2025,2025-06,-0.061083563861293766,0.45127364794915326
2025-08-01,5469,Taiwan,5310317000,7,2025,2025-07,0.0478749634202964,0.33849501144206284
2025-09-01,5469,Taiwan,5176127000,8,2025,2025-08,-0.025269677874221075,0.2917866248460177
2023-08-01,6116,Taiwan,1099426000,7,2023,2023-07,,
2023-09-01,6116,Taiwan,1137458000,8,2023,2023-08,0.03459259650035573,
2023-10-01,6116,Taiwan,1027036000,9,2023,2023-09,-0.09707787012795199,
2023-11-01,6116,Taiwan,1043028000,10,2023,2023-10,0.015571021853177491,
2023-12-01,6116,Taiwan,1021030000,11,2023,2023-11,-0.021090517224849226,
2024-01-01,6116,Taiwan,933390000,12,2023,2023-12,-0.08583489221668317,
2024-02-01,6116,Taiwan,978023000,1,2024,2024-01,0.04781816818264595,
2024-03-01,6116,Taiwan,756198000,2,2024,2024-02,-0.22680959445739002,
2024-04-01,6116,Taiwan,802309000,3,2024,2024-03,0.06097741596777562,
2024-05-01,6116,Taiwan,713009000,4,2024,2024-04,-0.11130374955285305,
2024-06-01,6116,Taiwan,872846000,5,2024,2024-05,0.2241724859012999,
2024-07-01,6116,Taiwan,590872000,6,2024,2024-06,-0.3230512599015176,
2024-08-01,6116,Taiwan,778066000,7,2024,2024-07,0.31680973205702756,-0.2922979809464211
2024-09-01,6116,Taiwan,625022000,8,2024,2024-08,-0.19669796649641547,-0.450509821021963
2024-10-01,6116,Taiwan,983993000,9,2024,2024-09,0.574333383464902,-0.04190992331330157
2024-11-01,6116,Taiwan,1030378000,10,2024,2024-10,0.047139562984696015,-0.012128149963375856
2024-12-01,6116,Taiwan,854267000,11,2024,2024-11,-0.17091882784764423,-0.16332820779017265
2025-01-01,6116,Taiwan,979501000,12,2024,2024-12,0.14659819470961666,0.04940164347164644
2025-02-01,6116,Taiwan,942638000,1,2025,2025-01,-0.03763446897961309,-0.036180130733121874
2025-03-01,6116,Taiwan,955211000,2,2025,2025-02,0.013338100097810557,0.263175782004184
2025-04-01,6116,Taiwan,1001884000,3,2025,2025-03,0.04886145574119216,0.24875079302363545
2025-05-01,6116,Taiwan,1006010000,4,2025,2025-04,0.004118241233516118,0.4109359068398857
2025-06-01,6116,Taiwan,1068558000,5,2025,2025-05,0.062174332263098764,0.22422282968587814
2025-07-01,6116,Taiwan,926988000,6,2025,2025-06,-0.1324869590607155,0.5688473984213163
2025-08-01,6116,Taiwan,900233000,7,2025,2025-07,-0.028862293794525873,0.15701367236198482
2025-09-01,6116,Taiwan,864874000,8,2025,2025-08,-0.03927760924116308,0.3837496920108412
2023-08-01,6515,Taiwan,264586000,7,2023,2023-07,,
2023-09-01,6515,Taiwan,342597000,8,2023,2023-08,0.29484175277603497,
2023-10-01,6515,Taiwan,377045000,9,2023,2023-09,0.10054962536157652,
2023-11-01,6515,Taiwan,256178000,10,2023,2023-10,-0.3205638584253869,
2023-12-01,6515,Taiwan,244877000,11,2023,2023-11,-0.04411385833287795,
2024-01-01,6515,Taiwan,171954000,12,2023,2023-12,-0.29779440290431525,
2024-02-01,6515,Taiwan,367704000,1,2024,2024-01,1.138385847377787,
2024-03-01,6515,Taiwan,312333000,2,2024,2024-02,-0.1505857972717185,
2024-04-01,6515,Taiwan,393041000,3,2024,2024-03,0.2584036909324343,
2024-05-01,6515,Taiwan,469820000,4,2024,2024-04,0.19534603260219674,
2024-06-01,6515,Taiwan,355932000,5,2024,2024-05,-0.24240773062023757,
2024-07-01,6515,Taiwan,429914000,6,2024,2024-06,0.20785430925008153,
2024-08-01,6515,Taiwan,593965000,7,2024,2024-07,0.38159027154268066,1.2448844610070071
2024-09-01,6515,Taiwan,625010000,8,2024,2024-08,0.052267389492646865,0.8243300437540317
2024-10-01,6515,Taiwan,711340000,9,2024,2024-09,0.13812578998736025,0.8866183081595036
2024-11-01,6515,Taiwan,648059000,10,2024,2024-10,-0.08896027216239777,1.5297215217544053
2024-12-01,6515,Taiwan,435611000,11,2024,2024-11,-0.32782200386075955,0.7788971606153294
2025-01-01,6515,Taiwan,455367000,12,2024,2024-12,0.04535239009115921,1.648190795212673
2025-02-01,6515,Taiwan,668037000,1,2025,2025-01,0.4670298901764951,0.8167792572286405
2025-03-01,6515,Taiwan,907369000,2,2025,2025-02,0.3582615932949822,1.9051333032372502
2025-04-01,6515,Taiwan,721901000,3,2025,2025-03,-0.20440195774817083,0.836706603127918
2025-05-01,6515,Taiwan,657442000,4,2025,2025-04,-0.08929063680476967,0.3993486867310885
2025-06-01,6515,Taiwan,488403000,5,2025,2025-05,-0.2571162170959568,0.37218064124608063
2025-07-01,6515,Taiwan,376444000,6,2025,2025-06,-0.22923487365966222,-0.12437371195169267
2025-08-01,6515,Taiwan,626187000,7,2025,2025-07,0.6634266982605646,0.054248987734967447
2025-09-01,6515,Taiwan,511648000,8,2025,2025-08,-0.18291500781715364,-0.18137629797923238
2023-08-01,6719,Taiwan,221148000,7,2023,2023-07,,
2023-09-01,6719,Taiwan,244331000,8,2023,2023-08,0.10483024942572405,
2023-10-01,6719,Taiwan,256419000,9,2023,2023-09,0.049473869463964926,
2023-11-01,6719,Taiwan,249858000,10,2023,2023-10,-0.025587027482362856,
2023-12-01,6719,Taiwan,270056000,11,2023,2023-11,0.08083791593625178,
2024-01-01,6719,Taiwan,285909000,12,2023,2023-12,0.05870263945255805,
2024-02-01,6719,Taiwan,337195000,1,2024,2024-01,0.17937875337957188,
2024-03-01,6719,Taiwan,234966000,2,2024,2024-02,-0.3031747208588502,
2024-04-01,6719,Taiwan,274109000,3,2024,2024-03,0.16659005983844466,
2024-05-01,6719,Taiwan,274296000,4,2024,2024-04,0.0006822103615715669,
2024-06-01,6719,Taiwan,309974000,5,2024,2024-05,0.13007116399801677,
2024-07-01,6719,Taiwan,337480000,6,2024,2024-06,0.08873647467206935,
2024-08-01,6719,Taiwan,323981000,7,2024,2024-07,-0.03999940737228869,0.46499629207589477
2024-09-01,6719,Taiwan,333221000,8,2024,2024-08,0.028520190998854833,0.3638097498884709
2024-10-01,6719,Taiwan,337358000,9,2024,2024-09,0.012415183916979933,0.3156513362894324
2024-11-01,6719,Taiwan,331517000,10,2024,2024-10,-0.01731395135138336,0.3268216346885031
2024-12-01,6719,Taiwan,302507000,11,2024,2024-11,-0.08750682468772342,0.12016396599223866
2025-01-01,6719,Taiwan,301359000,12,2024,2024-12,-0.0037949535052081984,0.05403817298511071
2025-02-01,6719,Taiwan,340882000,1,2025,2025-01,0.13114922733351242,0.010934325835199266
2025-03-01,6719,Taiwan,247172000,2,2025,2025-02,-0.2749045124119197,0.05194794140428827
2025-04-01,6719,Taiwan,390989000,3,2025,2025-03,0.5818498859094072,0.4263997169009408
2025-05-01,6719,Taiwan,435917000,4,2025,2025-04,0.11490860356685229,0.589221133374165
2025-06-01,6719,Taiwan,405930000,5,2025,2025-05,-0.06879061839753897,0.3095614470891106
2025-07-01,6719,Taiwan,385338000,6,2025,2025-06,-0.05072795802231911,0.14180988503022407
2025-08-01,6719,Taiwan,359697000,7,2025,2025-07,-0.0665415816763465,0.11024103265314933
2025-09-01,6719,Taiwan,420800000,8,2025,2025-08,0.16987353244536374,0.2628255722178374
2023-08-01,6768,Taiwan,968200000,7,2023,2023-07,,
2023-09-01,6768,Taiwan,952886000,8,2023,2023-08,-0.015816979962817612,
2023-10-01,6768,Taiwan,1029974000,9,2023,2023-09,0.0808994989956826,
2023-11-01,6768,Taiwan,1296096000,10,2023,2023-10,0.25837739593426634,
2023-12-01,6768,Taiwan,1519789000,11,2023,2023-11,0.17258983902426972,
2024-01-01,6768,Taiwan,1211368000,12,2023,2023-12,-0.20293672345305824,
2024-02-01,6768,Taiwan,1197351000,1,2024,2024-01,-0.011571215353220476,
2024-03-01,6768,Taiwan,1013913000,2,2024,2024-02,-0.1532031960552921,
2024-04-01,6768,Taiwan,1793213000,3,2024,2024-03,0.7686063794428122,
2024-05-01,6768,Taiwan,1714492000,4,2024,2024-04,-0.043899414068490517,
2024-06-01,6768,Taiwan,1710291000,5,2024,2024-05,-0.0024502884819527226,
2024-07-01,6768,Taiwan,1510945000,6,2024,2024-06,-0.11655677308715295,
2024-08-01,6768,Taiwan,1404725000,7,2024,2024-07,-0.07030037493092067,0.45086242511877717
2024-09-01,6768,Taiwan,1587600000,8,2024,2024-08,0.13018562352061802,0.6660964690424669
2024-10-01,6768,Taiwan,1299184000,9,2024,2024-09,-0.1816679264298312,0.26137552986774426
2024-11-01,6768,Taiwan,2094031000,10,2024,2024-10,0.6118047943940197,0.6156449830876725
2024-12-01,6768,Taiwan,1680011000,11,2024,2024-11,-0.19771436048463464,0.10542384502059177
2025-01-01,6768,Taiwan,1430653000,12,2024,2024-12,-0.14842640911279747,0.18102261245137719
2025-02-01,6768,Taiwan,1645510000,1,2025,2025-01,0.15018107116121104,0.3742920831067915
2025-03-01,6768,Taiwan,1840160000,2,2025,2025-02,0.11829159348773333,0.8149091687353847
2025-04-01,6768,Taiwan,2522116000,3,2025,2025-03,0.37059603512738026,0.40647876186487597
2025-05-01,6768,Taiwan,2006147000,4,2025,2025-04,-0.20457782274883474,0.17011161323587398
2025-06-01,6768,Taiwan,1856598000,5,2025,2025-05,-0.07454538475994033,0.08554509144934985
2025-07-01,6768,Taiwan,1410523000,6,2025,2025-06,-0.24026472074191618,-0.06646304134167691
2025-08-01,6768,Taiwan,1361442000,7,2025,2025-07,-0.03479631314058684,-0.030812436597910664
2025-09-01,6768,Taiwan,1122141000,8,2025,2025-08,-0.17577024948547204,-0.29318405139833714
2023-08-01,6770,Taiwan,3430420000,7,2023,2023-07,,
2023-09-01,6770,Taiwan,3471465000,8,2023,2023-08,0.011965007200284594,
2023-10-01,6770,Taiwan,3500564000,9,2023,2023-09,0.008382340020711698,
2023-11-01,6770,Taiwan,3846930000,10,2023,2023-10,0.09894576988165338,
2023-12-01,6770,Taiwan,3886333000,11,2023,2023-11,0.010242713020512495,
2024-01-01,6770,Taiwan,3428203000,12,2023,2023-12,-0.1178823327800268,
2024-02-01,6770,Taiwan,3570405000,1,2024,2024-01,0.0414800407093745,
2024-03-01,6770,Taiwan,3571561000,2,2024,2024-02,0.0003237727932825507,
2024-04-01,6770,Taiwan,3678080000,3,2024,2024-03,0.029824214118140402,
2024-05-01,6770,Taiwan,3678495000,4,2024,2024-04,0.00011283060727329541,
2024-06-01,6770,Taiwan,3725291000,5,2024,2024-05,0.012721507029369361,
2024-07-01,6770,Taiwan,3719438000,6,2024,2024-06,-0.0015711524280922484,
2024-08-01,6770,Taiwan,3803408000,7,2024,2024-07,0.022575991319118582,0.10872954332122586
2024-09-01,6770,Taiwan,3947164000,8,2024,2024-08,0.037796628707727375,0.13703119576317202
2024-10-01,6770,Taiwan,3900201000,9,2024,2024-09,-0.0118979094864059,0.11416360335077425
2024-11-01,6770,Taiwan,3913891000,10,2024,2024-10,0.0035100755063648403,0.017406347399094857
2024-12-01,6770,Taiwan,3716260000,11,2024,2024-11,-0.050494763395301456,-0.043761818660418395
2025-01-01,6770,Taiwan,3501515000,12,2024,2024-12,-0.05778524645745997,0.021384964659327377
2025-02-01,6770,Taiwan,3657160000,1,2025,2025-01,0.04445075917138719,0.024298363911096965
2025-03-01,6770,Taiwan,3769948000,2,2025,2025-02,0.030840324185980483,0.05554630034318331
2025-04-01,6770,Taiwan,3689367000,3,2025,2025-03,-0.02137456537862059,0.0030687206368540387
2025-05-01,6770,Taiwan,3809252000,4,2025,2025-04,0.03249473419152937,0.035546330768425616
2025-06-01,6770,Taiwan,3632314000,5,2025,2025-05,-0.046449539174620136,-0.024958318692418935
2025-07-01,6770,Taiwan,3836402000,6,2025,2025-06,0.05618677239908232,0.031446686300457216
2025-08-01,6770,Taiwan,3910411000,7,2025,2025-07,0.019291252585104557,0.028133452945358517
2025-09-01,6770,Taiwan,3977940000,8,2025,2025-08,0.017269028754266502,0.0077969904468120355
2023-08-01,8046,Taiwan,3333511000,7,2023,2023-07,,
2023-09-01,8046,Taiwan,3374154000,8,2023,2023-08,0.012192250153066908,
2023-10-01,8046,Taiwan,3519719000,9,2023,2023-09,0.04314118442726689,
2023-11-01,8046,Taiwan,3600237000,10,2023,2023-10,0.02287625801946125,
2023-12-01,8046,Taiwan,3034064000,11,2023,2023-11,-0.15725992483272633,
2024-01-01,8046,Taiwan,2676593000,12,2023,2023-12,-0.11781920223172615,
2024-02-01,8046,Taiwan,2561593000,1,2024,2024-01,-0.042965067905355814,
2024-03-01,8046,Taiwan,1872631000,2,2024,2024-02,-0.26895841767212825,
2024-04-01,8046,Taiwan,2666348000,3,2024,2024-03,0.42385125526598677,
2024-05-01,8046,Taiwan,2676047000,4,2024,2024-04,0.003637559688382863,
2024-06-01,8046,Taiwan,2699432000,5,2024,2024-05,0.00873863575639744,
2024-07-01,8046,Taiwan,2745127000,6,2024,2024-06,0.016927635146949394,
2024-08-01,8046,Taiwan,3125412000,7,2024,2024-07,0.13853093135581696,-0.06242637267433648
2024-09-01,8046,Taiwan,3097645000,8,2024,2024-08,-0.008884268698014841,-0.08194913450897623
2024-10-01,8046,Taiwan,2968814000,9,2024,2024-09,-0.04158998206702191,-0.15651959716102337
2024-11-01,8046,Taiwan,2616078000,10,2024,2024-10,-0.11881377546724048,-0.2733595038326644
2024-12-01,8046,Taiwan,2577203000,11,2024,2024-11,-0.01486003093179944,-0.15057724556897945
2025-01-01,8046,Taiwan,2677001000,12,2024,2024-12,0.038723375690622674,0.00015243258874253485
2025-02-01,8046,Taiwan,2566125000,1,2025,2025-01,-0.041417989757941864,0.0017692115804501807
2025-03-01,8046,Taiwan,2805847000,2,2025,2025-02,0.09341789663403,0.4983448420964942
2025-04-01,8046,Taiwan,3086060000,3,2025,2025-03,0.09986752663277798,0.15741081059186568
2025-05-01,8046,Taiwan,3191344000,4,2025,2025-04,0.0341159925600929,0.19255902456122787
2025-06-01,8046,Taiwan,3269216000,5,2025,2025-05,0.024401004717761632,0.21107551514540845
2025-07-01,8046,Taiwan,3122359000,6,2025,2025-06,-0.044921167643863225,0.1374187788033121
2025-08-01,8046,Taiwan,3620679000,7,2025,2025-07,0.15959727885230368,0.15846454803398724
2025-09-01,8046,Taiwan,3807312000,8,2025,2025-08,0.051546408836574686,0.2290988799555791
2023-08-01,8105,Taiwan,722831000,7,2023,2023-07,,
2023-09-01,8105,Taiwan,731544000,8,2023,2023-08,0.012053993257068463,
2023-10-01,8105,Taiwan,706549000,9,2023,2023-09,-0.03416745951029598,
2023-11-01,8105,Taiwan,746630000,10,2023,2023-10,0.056727841947267654,
2023-12-01,8105,Taiwan,752174000,11,2023,2023-11,0.007425364638442122,
