date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2023-09-20,2344,27.85,26.85,1.0,息,29.5,24.2,26.85,26.85
2023-10-16,2344,28.35,28.04,0.3,權,31.15,25.25,28.35,28.35
2024-07-02,2344,25.5,25.32,0.18,權,28.05,22.8,25.5,25.5
