date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2023-08-11,2885,25.3,24.92,0.37,權,27.4,22.45,24.9,24.92
2024-06-27,2885,33.8,32.7,1.1,息,35.95,29.45,32.7,32.7
2024-08-12,2885,32.6,31.96,0.64,權,35.15,28.8,31.95,31.96
2025-07-01,2885,34.15,32.6,1.55,息,35.85,29.35,32.6,32.6
2025-08-12,2885,33.2,32.23,0.97,權,35.45,29.05,32.25,32.23
