date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2024-07-22,6515,979.0,968.0,11.0,息,1060.0,872.0,968.0,968.0
2025-07-07,6515,1305.0,1280.0,25.0,息,1405.0,1155.0,1280.0,1280.0
