date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2024-07-09,4755,153.0,149.5,3.5,息,164.0,135.0,149.5,149.5
2025-06-27,4755,115.5,112.0,3.5,息,123.0,101.0,112.0,112.0
