date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2024-07-02,2317,216.0,210.6,5.4,息,231.5,190.0,210.5,210.6
2025-07-02,2317,165.5,159.7,5.8,息,175.5,144.0,159.5,159.7
