date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2024-07-18,6719,296.5,294.5,1.99,息,323.5,265.5,294.5,294.5
2025-07-17,6719,206.5,204.8,1.7,息,225.0,184.5,205.0,204.8
