date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2024-06-25,3231,110.0,107.4,2.6,息,118.0,96.7,107.5,107.4
2025-06-03,3231,115.0,111.2,3.8,息,122.0,100.5,111.0,111.2
