date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2024-04-08,1414,19.45,19.2,0.25,息,21.1,17.3,19.2,19.2
2025-04-07,1414,20.45,20.22,0.23,息,22.2,18.2,20.2,20.22
