date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2024-07-01,3711,168.5,163.29,5.2,息,179.5,147.0,163.5,163.29
2025-07-02,3711,145.5,140.2,5.3,息,154.0,126.5,140.0,140.2
