date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2023-08-16,2301,143.5,141.5,2.0,息,155.5,127.5,141.5,141.5
2024-03-27,2301,120.5,117.99,2.51,息,129.5,106.5,118.0,117.99
2024-08-19,2301,108.0,106.0,2.0,息,116.5,95.4,106.0,106.0
2025-03-20,2301,105.5,102.99,2.51,息,113.0,92.7,103.0,102.99
2025-08-19,2301,134.0,132.0,2.0,息,145.0,119.0,132.0,132.0
