date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2023-08-22,1316,12.05,11.6,0.44,權,13.25,10.45,12.05,12.05
2023-10-19,1316,10.8,10.25,0.55,息,11.25,9.23,10.25,10.25
2025-01-09,1316,14.7,14.22,0.48,權,16.15,12.8,14.7,14.7
