date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2023-07-25,2239,67.7,67.23,0.46,息,73.9,60.6,67.2,67.23
2024-07-10,2239,52.0,51.34,0.66,息,56.4,46.25,51.3,51.34
