date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2023-08-28,1603,36.2,35.7,0.5,息,39.25,32.15,35.7,35.7
2024-08-28,1603,41.6,40.3,1.3,息,44.3,36.3,40.3,40.3
2025-08-28,1603,40.5,39.0,1.5,息,42.9,35.1,39.0,39.0
