date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2023-12-21,2753,171.0,169.0,2.0,息,185.5,152.5,169.0,169.0
2024-06-20,2753,166.0,160.99,5.0,息,177.0,145.0,161.0,160.99
2024-12-19,2753,150.0,148.0,2.0,息,162.5,133.5,148.0,148.0
2025-06-23,2753,177.5,171.49,6.0,息,188.5,154.5,171.5,171.49
