date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2023-08-24,1419,43.2,41.7,1.5,息,45.85,37.55,41.7,41.7
2024-07-11,1419,48.7,47.5,1.2,息,52.2,42.75,47.5,47.5
2025-07-24,1419,57.6,56.1,1.5,息,61.7,50.5,56.1,56.1
