date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2023-08-18,3036,71.4,67.1,4.3,息,73.8,60.4,67.1,67.1
2023-11-21,3036,116.5,113.99,2.51,權,128.0,103.0,116.5,116.5
2024-08-22,3036,110.0,108.2,1.8,息,119.0,97.4,108.0,108.2
2025-06-30,3036,133.5,127.5,6.0,息,140.0,115.0,127.5,127.5
