date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2024-07-23,2855,28.65,27.33,1.32,息,30.05,24.6,27.35,27.33
2025-07-08,2855,22.6,19.54,3.05,權息,21.45,17.6,19.55,19.54
