date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2025-06-16,2492,華新科,TW0002492006,432928452,52876322,89.11,10.88,100.0,100.0,485804774,2025-06-05,
2025-06-17,2492,華新科,TW0002492006,432774174,53030600,89.08,10.91,100.0,100.0,485804774,2025-06-05,
2025-06-18,2492,華新科,TW0002492006,433031335,52773439,89.13,10.86,100.0,100.0,485804774,2025-06-05,
2025-06-19,2492,華新科,TW0002492006,433382238,52422536,89.2,10.79,100.0,100.0,485804774,2025-06-05,
2025-06-20,2492,華新科,TW0002492006,434017108,51787666,89.33,10.66,100.0,100.0,485804774,2025-06-05,
2025-06-23,2492,華新科,TW0002492006,434039108,51765666,89.34,10.65,100.0,100.0,485804774,2025-06-05,
2025-06-24,2492,華新科,TW0002492006,434752956,51051818,89.49,10.5,100.0,100.0,485804774,2025-06-05,
2025-06-25,2492,華新科,TW0002492006,434996146,50808628,89.54,10.45,100.0,100.0,485804774,2025-06-05,
2025-06-26,2492,華新科,TW0002492006,435532484,50272290,89.65,10.34,100.0,100.0,485804774,2025-06-05,
2025-06-27,2492,華新科,TW0002492006,435529446,50275328,89.65,10.34,100.0,100.0,485804774,2025-06-05,
2025-06-30,2492,華新科,TW0002492006,435432446,50372328,89.63,10.36,100.0,100.0,485804774,2025-06-05,
2025-07-01,2492,華新科,TW0002492006,435089706,50715068,89.56,10.43,100.0,100.0,485804774,2025-06-05,
2025-07-02,2492,華新科,TW0002492006,434991706,50813068,89.54,10.45,100.0,100.0,485804774,2025-06-05,
2025-07-03,2492,華新科,TW0002492006,434471749,51333025,89.43,10.56,100.0,100.0,485804774,2025-06-05,
2025-07-04,2492,華新科,TW0002492006,434616749,51188025,89.46,10.53,100.0,100.0,485804774,2025-06-05,
2025-07-07,2492,華新科,TW0002492006,434703548,51101226,89.48,10.51,100.0,100.0,485804774,2025-06-05,
2025-07-08,2492,華新科,TW0002492006,434674548,51130226,89.47,10.52,100.0,100.0,485804774,2025-06-05,
2025-07-09,2492,華新科,TW0002492006,434762548,51042226,89.49,10.5,100.0,100.0,485804774,2025-06-05,
2025-07-10,2492,華新科,TW0002492006,434802603,51002171,89.5,10.49,100.0,100.0,485804774,2025-06-05,
2025-07-11,2492,華新科,TW0002492006,434009616,51795158,89.33,10.66,100.0,100.0,485804774,2025-06-05,
2025-07-14,2492,華新科,TW0002492006,434148616,51656158,89.36,10.63,100.0,100.0,485804774,2025-06-05,
2025-07-15,2492,華新科,TW0002492006,433991497,51813277,89.33,10.66,100.0,100.0,485804774,2025-06-05,
2025-07-16,2492,華新科,TW0002492006,433294497,52510277,89.19,10.8,100.0,100.0,485804774,2025-06-05,
2025-07-17,2492,華新科,TW0002492006,433069328,52735446,89.14,10.85,100.0,100.0,485804774,2025-06-05,
2025-07-18,2492,華新科,TW0002492006,432902328,52902446,89.11,10.88,100.0,100.0,485804774,2025-06-05,
2025-07-21,2492,華新科,TW0002492006,432568728,53236046,89.04,10.95,100.0,100.0,485804774,2025-06-05,
2025-07-22,2492,華新科,TW0002492006,432990677,52814097,89.12,10.87,100.0,100.0,485804774,2025-06-05,
2025-07-23,2492,華新科,TW0002492006,432628588,53176186,89.05,10.94,100.0,100.0,485804774,2025-06-05,
2025-07-24,2492,華新科,TW0002492006,432790630,53014144,89.08,10.91,100.0,100.0,485804774,2025-06-05,
2025-07-25,2492,華新科,TW0002492006,432902630,52902144,89.11,10.88,100.0,100.0,485804774,2025-06-05,
2025-07-28,2492,華新科,TW0002492006,432477630,53327144,89.02,10.97,100.0,100.0,485804774,2025-06-05,
2025-07-29,2492,華新科,TW0002492006,432407630,53397144,89.0,10.99,100.0,100.0,485804774,2025-06-05,
2025-07-30,2492,華新科,TW0002492006,432373920,53430854,89.0,10.99,100.0,100.0,485804774,2025-06-05,
2025-07-31,2492,華新科,TW0002492006,432506920,53297854,89.02,10.97,100.0,100.0,485804774,2025-06-05,
2025-08-01,2492,華新科,TW0002492006,432193920,53610854,88.96,11.03,100.0,100.0,485804774,2025-06-05,
2025-08-04,2492,華新科,TW0002492006,432136887,53667887,88.95,11.04,100.0,100.0,485804774,2025-06-05,
2025-08-05,2492,華新科,TW0002492006,431858756,53946018,88.89,11.1,100.0,100.0,485804774,2025-06-05,
2025-08-06,2492,華新科,TW0002492006,431861286,53943488,88.89,11.1,100.0,100.0,485804774,2025-06-05,
2025-08-07,2492,華新科,TW0002492006,431959471,53845303,88.91,11.08,100.0,100.0,485804774,2025-06-05,
2025-08-08,2492,華新科,TW0002492006,433391955,52412819,89.21,10.78,100.0,100.0,485804774,2025-06-05,
2025-08-11,2492,華新科,TW0002492006,433475955,52328819,89.22,10.77,100.0,100.0,485804774,2025-06-05,
