date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2025-06-16,6515,穎崴,TW0006515000,29124945,6725181,81.24,18.75,100.0,100.0,35850126,2025-05-27,
2025-06-17,6515,穎崴,TW0006515000,29008964,6841162,80.91,19.08,100.0,100.0,35850126,2025-05-27,
2025-06-18,6515,穎崴,TW0006515000,29181122,6669004,81.39,18.6,100.0,100.0,35850126,2025-05-27,
2025-06-19,6515,穎崴,TW0006515000,29040007,6810119,81.0,18.99,100.0,100.0,35850126,2025-05-27,
2025-06-20,6515,穎崴,TW0006515000,28803560,7046566,80.34,19.65,100.0,100.0,35850126,2025-05-27,
2025-06-23,6515,穎崴,TW0006515000,28672540,7177586,79.97,20.02,100.0,100.0,35850126,2025-05-27,
2025-06-24,6515,穎崴,TW0006515000,28709420,7140706,80.08,19.91,100.0,100.0,35850126,2025-05-27,
2025-06-25,6515,穎崴,TW0006515000,28886272,6963854,80.57,19.42,100.0,100.0,35850126,2025-05-27,
2025-06-26,6515,穎崴,TW0006515000,29048471,6801655,81.02,18.97,100.0,100.0,35850126,2025-05-27,
2025-06-27,6515,穎崴,TW0006515000,29199549,6650577,81.44,18.55,100.0,100.0,35850126,2025-05-27,
2025-06-30,6515,穎崴,TW0006515000,29153682,6696444,81.32,18.67,100.0,100.0,35850126,2025-05-27,
2025-07-01,6515,穎崴,TW0006515000,29427063,6423063,82.08,17.91,100.0,100.0,35850126,2025-05-27,
2025-07-02,6515,穎崴,TW0006515000,29439459,6410667,82.11,17.88,100.0,100.0,35850126,2025-05-27,
2025-07-03,6515,穎崴,TW0006515000,29344130,6505996,81.85,18.14,100.0,100.0,35850126,2025-05-27,
2025-07-04,6515,穎崴,TW0006515000,28945909,6904217,80.74,19.25,100.0,100.0,35850126,2025-05-27,
2025-07-07,6515,穎崴,TW0006515000,28815915,7034211,80.37,19.62,100.0,100.0,35850126,2025-05-27,
2025-07-08,6515,穎崴,TW0006515000,28772251,7077875,80.25,19.74,100.0,100.0,35850126,2025-05-27,
2025-07-09,6515,穎崴,TW0006515000,28678844,7171282,79.99,20.0,100.0,100.0,35850126,2025-05-27,
2025-07-10,6515,穎崴,TW0006515000,28578198,7271928,79.71,20.28,100.0,100.0,35850126,2025-05-27,
2025-07-11,6515,穎崴,TW0006515000,28626364,7223762,79.85,20.14,100.0,100.0,35850126,2025-05-27,
2025-07-14,6515,穎崴,TW0006515000,28523223,7326903,79.56,20.43,100.0,100.0,35850126,2025-05-27,
2025-07-15,6515,穎崴,TW0006515000,28539208,7310918,79.6,20.39,100.0,100.0,35850126,2025-05-27,
2025-07-16,6515,穎崴,TW0006515000,28838009,7012117,80.44,19.55,100.0,100.0,35850126,2025-05-27,
2025-07-17,6515,穎崴,TW0006515000,28836511,7013615,80.43,19.56,100.0,100.0,35850126,2025-05-27,
2025-07-18,6515,穎崴,TW0006515000,28850271,6999855,80.47,19.52,100.0,100.0,35850126,2025-05-27,
2025-07-21,6515,穎崴,TW0006515000,28788465,7061661,80.3,19.69,100.0,100.0,35850126,2025-05-27,
2025-07-22,6515,穎崴,TW0006515000,28794165,7055961,80.31,19.68,100.0,100.0,35850126,2025-05-27,
2025-07-23,6515,穎崴,TW0006515000,28840597,7009529,80.44,19.55,100.0,100.0,35850126,2025-05-27,
2025-07-24,6515,穎崴,TW0006515000,29167097,6683029,81.35,18.64,100.0,100.0,35850126,2025-05-27,
2025-07-25,6515,穎崴,TW0006515000,29199459,6650667,81.44,18.55,100.0,100.0,35850126,2025-05-27,
2025-07-28,6515,穎崴,TW0006515000,29528274,6321852,82.36,17.63,100.0,100.0,35850126,2025-05-27,
2025-07-29,6515,穎崴,TW0006515000,29729513,6120613,82.92,17.07,100.0,100.0,35850126,2025-05-27,
2025-07-30,6515,穎崴,TW0006515000,29898513,5951613,83.39,16.6,100.0,100.0,35850126,2025-05-27,
2025-07-31,6515,穎崴,TW0006515000,30009121,5841005,83.7,16.29,100.0,100.0,35850126,2025-05-27,
2025-08-01,6515,穎崴,TW0006515000,29937421,5912705,83.5,16.49,100.0,100.0,35850126,2025-05-27,
2025-08-04,6515,穎崴,TW0006515000,30004659,5845467,83.69,16.3,100.0,100.0,35850126,2025-05-27,
2025-08-05,6515,穎崴,TW0006515000,30087069,5763057,83.92,16.07,100.0,100.0,35850126,2025-05-27,
2025-08-06,6515,穎崴,TW0006515000,30015860,5834266,83.72,16.27,100.0,100.0,35850126,2025-05-27,
2025-08-07,6515,穎崴,TW0006515000,30059143,5790983,83.84,16.15,100.0,100.0,35850126,2025-05-27,
2025-08-08,6515,穎崴,TW0006515000,30065278,5784848,83.86,16.13,100.0,100.0,35850126,2025-05-27,
2025-08-11,6515,穎崴,TW0006515000,30043128,5806998,83.8,16.19,100.0,100.0,35850126,2025-05-27,
2025-08-12,6515,穎崴,TW0006515000,30169772,5680354,84.15,15.84,100.0,100.0,35850126,2025-05-27,
2025-08-13,6515,穎崴,TW0006515000,30220740,5629386,84.29,15.7,100.0,100.0,35850126,2025-05-27,
2025-08-14,6515,穎崴,TW0006515000,30000003,5850123,83.68,16.31,100.0,100.0,35850126,2025-05-27,
2025-08-15,6515,穎崴,TW0006515000,30119861,5730265,84.01,15.98,100.0,100.0,35850126,2025-05-27,
2025-08-18,6515,穎崴,TW0006515000,30170782,5679344,84.15,15.84,100.0,100.0,35850126,2025-05-27,
2025-08-19,6515,穎崴,TW0006515000,30103684,5746442,83.97,16.02,100.0,100.0,35850126,2025-05-27,
2025-08-20,6515,穎崴,TW0006515000,30047297,5802829,83.81,16.18,100.0,100.0,35850126,2025-05-27,
2025-08-21,6515,穎崴,TW0006515000,30126264,5723862,84.03,15.96,100.0,100.0,35850126,2025-05-27,
2025-08-22,6515,穎崴,TW0006515000,30018215,5831911,83.73,16.26,100.0,100.0,35850126,2025-05-27,
2025-08-25,6515,穎崴,TW0006515000,30118588,5731538,84.01,15.98,100.0,100.0,35850126,2025-05-27,
2025-08-26,6515,穎崴,TW0006515000,30167572,5682554,84.14,15.85,100.0,100.0,35850126,2025-05-27,
2025-08-27,6515,穎崴,TW0006515000,30088343,5761783,83.92,16.07,100.0,100.0,35850126,2025-05-27,
2025-08-28,6515,穎崴,TW0006515000,30084280,5765846,83.91,16.08,100.0,100.0,35850126,2025-05-27,
2025-08-29,6515,穎崴,TW0006515000,29649176,6200950,82.7,17.29,100.0,100.0,35850126,2025-05-27,
2025-09-01,6515,穎崴,TW0006515000,29186199,6663927,81.41,18.58,100.0,100.0,35850126,2025-05-27,
2025-09-02,6515,穎崴,TW0006515000,28836068,7213114,79.99,20.0,100.0,100.0,36049182,2025-09-02, <a href='https://mopsov.twse.com.tw/mops/web/t98sb02' target=_blank>2</a>
2025-09-03,6515,穎崴,TW0006515000,28654739,7394443,79.48,20.51,100.0,100.0,36049182,2025-09-02,
2025-09-04,6515,穎崴,TW0006515000,28638875,7410307,79.44,20.55,100.0,100.0,36049182,2025-09-02,
2025-09-05,6515,穎崴,TW0006515000,28685925,7363257,79.57,20.42,100.0,100.0,36049182,2025-09-02,
2025-09-08,6515,穎崴,TW0006515000,28673005,7376177,79.53,20.46,100.0,100.0,36049182,2025-09-02,
2025-09-09,6515,穎崴,TW0006515000,28691819,7357363,79.59,20.4,100.0,100.0,36049182,2025-09-02,
2025-09-10,6515,穎崴,TW0006515000,28712889,7336293,79.64,20.35,100.0,100.0,36049182,2025-09-02,
2025-09-11,6515,穎崴,TW0006515000,28693339,7355843,79.59,20.4,100.0,100.0,36049182,2025-09-02,
2025-09-12,6515,穎崴,TW0006515000,28705339,7343843,79.62,20.37,100.0,100.0,36049182,2025-09-02,
2025-09-15,6515,穎崴,TW0006515000,28633389,7415793,79.42,20.57,100.0,100.0,36049182,2025-09-02,
2025-09-16,6515,穎崴,TW0006515000,28595289,7453893,79.32,20.67,100.0,100.0,36049182,2025-09-02,
2025-09-17,6515,穎崴,TW0006515000,28602871,7446311,79.34,20.65,100.0,100.0,36049182,2025-09-02,
2025-09-18,6515,穎崴,TW0006515000,28931452,7117730,80.25,19.74,100.0,100.0,36049182,2025-09-02,
2025-09-19,6515,穎崴,TW0006515000,29191990,6857192,80.97,19.02,100.0,100.0,36049182,2025-09-02,
2025-09-22,6515,穎崴,TW0006515000,29242386,6806796,81.11,18.88,100.0,100.0,36049182,2025-09-02,
2025-09-23,6515,穎崴,TW0006515000,29347585,6701597,81.4,18.59,100.0,100.0,36049182,2025-09-02,
