date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2025-06-16,3138,耀登,TW0003138004,49479965,830398,98.34,1.65,100.0,100.0,50310363,2025-05-19,
2025-06-17,3138,耀登,TW0003138004,49487867,822496,98.36,1.63,100.0,100.0,50310363,2025-05-19,
2025-06-18,3138,耀登,TW0003138004,49464867,845496,98.31,1.68,100.0,100.0,50310363,2025-05-19,
2025-06-19,3138,耀登,TW0003138004,49470867,839496,98.33,1.66,100.0,100.0,50310363,2025-05-19,
2025-06-20,3138,耀登,TW0003138004,49483867,826496,98.35,1.64,100.0,100.0,50310363,2025-05-19,
2025-06-23,3138,耀登,TW0003138004,49502867,807496,98.39,1.6,100.0,100.0,50310363,2025-05-19,
2025-06-24,3138,耀登,TW0003138004,49488867,821496,98.36,1.63,100.0,100.0,50310363,2025-05-19,
2025-06-25,3138,耀登,TW0003138004,49445867,864496,98.28,1.71,100.0,100.0,50310363,2025-05-19,
2025-06-26,3138,耀登,TW0003138004,49448867,861496,98.28,1.71,100.0,100.0,50310363,2025-05-19,
2025-06-27,3138,耀登,TW0003138004,49458667,851696,98.3,1.69,100.0,100.0,50310363,2025-05-19,
2025-06-30,3138,耀登,TW0003138004,49482667,827696,98.35,1.64,100.0,100.0,50310363,2025-05-19,
2025-07-01,3138,耀登,TW0003138004,49466667,843696,98.32,1.67,100.0,100.0,50310363,2025-05-19,
2025-07-02,3138,耀登,TW0003138004,49460667,849696,98.31,1.68,100.0,100.0,50310363,2025-05-19,
2025-07-03,3138,耀登,TW0003138004,49378658,931705,98.14,1.85,100.0,100.0,50310363,2025-05-19,
2025-07-04,3138,耀登,TW0003138004,49397658,912705,98.18,1.81,100.0,100.0,50310363,2025-05-19,
2025-07-07,3138,耀登,TW0003138004,49417179,893184,98.22,1.77,100.0,100.0,50310363,2025-05-19,
2025-07-08,3138,耀登,TW0003138004,49433919,876444,98.25,1.74,100.0,100.0,50310363,2025-05-19,
2025-07-09,3138,耀登,TW0003138004,49404919,905444,98.2,1.79,100.0,100.0,50310363,2025-05-19,
2025-07-10,3138,耀登,TW0003138004,49349919,960444,98.09,1.9,100.0,100.0,50310363,2025-05-19,
2025-07-11,3138,耀登,TW0003138004,49293721,1016642,97.97,2.02,100.0,100.0,50310363,2025-05-19,
2025-07-14,3138,耀登,TW0003138004,49300721,1009642,97.99,2.0,100.0,100.0,50310363,2025-05-19,
2025-07-15,3138,耀登,TW0003138004,49352886,957477,98.09,1.9,100.0,100.0,50310363,2025-05-19,
2025-07-16,3138,耀登,TW0003138004,49312886,997477,98.01,1.98,100.0,100.0,50310363,2025-05-19,
2025-07-17,3138,耀登,TW0003138004,49265886,1044477,97.92,2.07,100.0,100.0,50310363,2025-05-19,
2025-07-18,3138,耀登,TW0003138004,49257886,1052477,97.9,2.09,100.0,100.0,50310363,2025-05-19,
2025-07-21,3138,耀登,TW0003138004,49249886,1060477,97.89,2.1,100.0,100.0,50310363,2025-05-19,
2025-07-22,3138,耀登,TW0003138004,49290274,1020089,97.97,2.02,100.0,100.0,50310363,2025-05-19,
2025-07-23,3138,耀登,TW0003138004,49239274,1071089,97.87,2.12,100.0,100.0,50310363,2025-05-19,
2025-07-24,3138,耀登,TW0003138004,49263345,1047018,97.91,2.08,100.0,100.0,50310363,2025-05-19,
2025-07-25,3138,耀登,TW0003138004,49281345,1029018,97.95,2.04,100.0,100.0,50310363,2025-05-19,
2025-07-28,3138,耀登,TW0003138004,49286345,1024018,97.96,2.03,100.0,100.0,50310363,2025-05-19,
2025-07-29,3138,耀登,TW0003138004,49301366,1008997,97.99,2.0,100.0,100.0,50310363,2025-05-19,
2025-07-30,3138,耀登,TW0003138004,49300366,1009997,97.99,2.0,100.0,100.0,50310363,2025-05-19,
2025-07-31,3138,耀登,TW0003138004,49318366,991997,98.02,1.97,100.0,100.0,50310363,2025-05-19,
2025-08-01,3138,耀登,TW0003138004,49234681,1075682,97.86,2.13,100.0,100.0,50310363,2025-05-19,
2025-08-04,3138,耀登,TW0003138004,49263681,1046682,97.91,2.08,100.0,100.0,50310363,2025-05-19,
2025-08-05,3138,耀登,TW0003138004,49261681,1048682,97.91,2.08,100.0,100.0,50310363,2025-05-19,
