date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2025-06-16,2431,聯昌,TW0002431004,102576338,8350676,92.47,7.52,100.0,100.0,110927014,2025-05-16,
2025-06-17,2431,聯昌,TW0002431004,102564338,8362676,92.46,7.53,100.0,100.0,110927014,2025-05-16,
2025-06-18,2431,聯昌,TW0002431004,102635338,8291676,92.52,7.47,100.0,100.0,110927014,2025-05-16,
2025-06-19,2431,聯昌,TW0002431004,102722338,8204676,92.6,7.39,100.0,100.0,110927014,2025-05-16,
2025-06-20,2431,聯昌,TW0002431004,102605338,8321676,92.49,7.5,100.0,100.0,110927014,2025-05-16,
2025-06-23,2431,聯昌,TW0002431004,102625338,8301676,92.51,7.48,100.0,100.0,110927014,2025-05-16,
2025-06-24,2431,聯昌,TW0002431004,102619338,8307676,92.51,7.48,100.0,100.0,110927014,2025-05-16,
2025-06-25,2431,聯昌,TW0002431004,102676338,8250676,92.56,7.43,100.0,100.0,110927014,2025-05-16,
2025-06-26,2431,聯昌,TW0002431004,102662338,8264676,92.54,7.45,100.0,100.0,110927014,2025-05-16,
2025-06-27,2431,聯昌,TW0002431004,102681138,8245876,92.56,7.43,100.0,100.0,110927014,2025-05-16,
2025-06-30,2431,聯昌,TW0002431004,102663138,8263876,92.55,7.44,100.0,100.0,110927014,2025-05-16,
2025-07-01,2431,聯昌,TW0002431004,102947138,7979876,92.8,7.19,100.0,100.0,110927014,2025-05-16,
2025-07-02,2431,聯昌,TW0002431004,102931138,7995876,92.79,7.2,100.0,100.0,110927014,2025-05-16,
2025-07-03,2431,聯昌,TW0002431004,103001138,7925876,92.85,7.14,100.0,100.0,110927014,2025-05-16,
2025-07-04,2431,聯昌,TW0002431004,102985138,7941876,92.84,7.15,100.0,100.0,110927014,2025-05-16,
2025-07-07,2431,聯昌,TW0002431004,102972138,7954876,92.82,7.17,100.0,100.0,110927014,2025-05-16,
2025-07-08,2431,聯昌,TW0002431004,103070138,7856876,92.91,7.08,100.0,100.0,110927014,2025-05-16,
2025-07-09,2431,聯昌,TW0002431004,103079138,7847876,92.92,7.07,100.0,100.0,110927014,2025-05-16,
2025-07-10,2431,聯昌,TW0002431004,103163138,7763876,93.0,6.99,100.0,100.0,110927014,2025-05-16,
2025-07-11,2431,聯昌,TW0002431004,103101138,7825876,92.94,7.05,100.0,100.0,110927014,2025-05-16,
2025-07-14,2431,聯昌,TW0002431004,103173138,7753876,93.0,6.99,100.0,100.0,110927014,2025-05-16,
2025-07-15,2431,聯昌,TW0002431004,103200138,7726876,93.03,6.96,100.0,100.0,110927014,2025-05-16,
2025-07-16,2431,聯昌,TW0002431004,103224138,7702876,93.05,6.94,100.0,100.0,110927014,2025-05-16,
2025-07-17,2431,聯昌,TW0002431004,103287138,7639876,93.11,6.88,100.0,100.0,110927014,2025-05-16,
2025-07-18,2431,聯昌,TW0002431004,103283138,7643876,93.1,6.89,100.0,100.0,110927014,2025-05-16,
2025-07-21,2431,聯昌,TW0002431004,103243138,7683876,93.07,6.92,100.0,100.0,110927014,2025-05-16,
2025-07-22,2431,聯昌,TW0002431004,103440138,7486876,93.25,6.74,100.0,100.0,110927014,2025-05-16,
2025-07-23,2431,聯昌,TW0002431004,103424138,7502876,93.23,6.76,100.0,100.0,110927014,2025-05-16,
2025-07-24,2431,聯昌,TW0002431004,103514138,7412876,93.31,6.68,100.0,100.0,110927014,2025-05-16,
2025-07-25,2431,聯昌,TW0002431004,103592138,7334876,93.38,6.61,100.0,100.0,110927014,2025-05-16,
2025-07-28,2431,聯昌,TW0002431004,103642138,7284876,93.43,6.56,100.0,100.0,110927014,2025-05-16,
2025-07-29,2431,聯昌,TW0002431004,103737138,7189876,93.51,6.48,100.0,100.0,110927014,2025-05-16,
2025-07-30,2431,聯昌,TW0002431004,105411138,5515876,95.02,4.97,100.0,100.0,110927014,2025-05-16,
2025-07-31,2431,聯昌,TW0002431004,106250138,4676876,95.78,4.21,100.0,100.0,110927014,2025-05-16,
2025-08-01,2431,聯昌,TW0002431004,106360138,4566876,95.88,4.11,100.0,100.0,110927014,2025-05-16,
2025-08-04,2431,聯昌,TW0002431004,106850138,4076876,96.32,3.67,100.0,100.0,110927014,2025-05-16,
2025-08-05,2431,聯昌,TW0002431004,107109138,3817876,96.55,3.44,100.0,100.0,110927014,2025-05-16,
2025-08-06,2431,聯昌,TW0002431004,107331138,3595876,96.75,3.24,100.0,100.0,110927014,2025-05-16,
2025-08-07,2431,聯昌,TW0002431004,107564138,3362876,96.96,3.03,100.0,100.0,110927014,2025-05-16,
2025-08-08,2431,聯昌,TW0002431004,107479138,3447876,96.89,3.1,100.0,100.0,110927014,2025-05-16,
2025-08-11,2431,聯昌,TW0002431004,107429138,3497876,96.84,3.15,100.0,100.0,110927014,2025-05-16,
2025-08-12,2431,聯昌,TW0002431004,107325138,3601876,96.75,3.24,100.0,100.0,110927014,2025-05-16,
2025-08-13,2431,聯昌,TW0002431004,106710138,4216876,96.19,3.8,100.0,100.0,110927014,2025-05-16,
2025-08-14,2431,聯昌,TW0002431004,106874138,4052876,96.34,3.65,100.0,100.0,110927014,2025-05-16,
2025-08-15,2431,聯昌,TW0002431004,106334138,4592876,95.85,4.14,100.0,100.0,110927014,2025-05-16,
2025-08-18,2431,聯昌,TW0002431004,106242138,4684876,95.77,4.22,100.0,100.0,110927014,2025-05-16,
2025-08-19,2431,聯昌,TW0002431004,106271138,4655876,95.8,4.19,100.0,100.0,110927014,2025-05-16,
2025-08-20,2431,聯昌,TW0002431004,106479139,4447875,95.99,4.0,100.0,100.0,110927014,2025-05-16,
2025-08-21,2431,聯昌,TW0002431004,106249139,4677875,95.78,4.21,100.0,100.0,110927014,2025-05-16,
2025-08-22,2431,聯昌,TW0002431004,106819139,4107875,96.29,3.7,100.0,100.0,110927014,2025-05-16,
2025-08-25,2431,聯昌,TW0002431004,106688139,4238875,96.17,3.82,100.0,100.0,110927014,2025-05-16,
2025-08-26,2431,聯昌,TW0002431004,106954139,3972875,96.41,3.58,100.0,100.0,110927014,2025-05-16,
2025-08-27,2431,聯昌,TW0002431004,106716139,4210875,96.2,3.79,100.0,100.0,110927014,2025-05-16,
2025-08-28,2431,聯昌,TW0002431004,106632139,4294875,96.12,3.87,100.0,100.0,110927014,2025-05-16,
2025-08-29,2431,聯昌,TW0002431004,106570139,4356875,96.07,3.92,100.0,100.0,110927014,2025-05-16,
2025-09-01,2431,聯昌,TW0002431004,107017139,3909875,96.47,3.52,100.0,100.0,110927014,2025-05-16,
2025-09-02,2431,聯昌,TW0002431004,107224139,3702875,96.66,3.33,100.0,100.0,110927014,2025-05-16,
2025-09-03,2431,聯昌,TW0002431004,107224139,3702875,96.66,3.33,100.0,100.0,110927014,2025-05-16,
2025-09-04,2431,聯昌,TW0002431004,107010139,3916875,96.46,3.53,100.0,100.0,110927014,2025-05-16,
2025-09-05,2431,聯昌,TW0002431004,106942139,3984875,96.4,3.59,100.0,100.0,110927014,2025-05-16,
2025-09-08,2431,聯昌,TW0002431004,106906139,4020875,96.37,3.62,100.0,100.0,110927014,2025-05-16,
2025-09-09,2431,聯昌,TW0002431004,106711139,4215875,96.19,3.8,100.0,100.0,110927014,2025-05-16,
2025-09-10,2431,聯昌,TW0002431004,106338139,4588875,95.86,4.13,100.0,100.0,110927014,2025-05-16,
2025-09-11,2431,聯昌,TW0002431004,107303139,3623875,96.73,3.26,100.0,100.0,110927014,2025-05-16,
2025-09-12,2431,聯昌,TW0002431004,106929139,3997875,96.39,3.6,100.0,100.0,110927014,2025-05-16,
2025-09-15,2431,聯昌,TW0002431004,106366139,4560875,95.88,4.11,100.0,100.0,110927014,2025-05-16,
2025-09-16,2431,聯昌,TW0002431004,107066139,3860875,96.51,3.48,100.0,100.0,110927014,2025-05-16,
2025-09-17,2431,聯昌,TW0002431004,106578389,4348625,96.07,3.92,100.0,100.0,110927014,2025-05-16,
2025-09-18,2431,聯昌,TW0002431004,106927389,3999625,96.39,3.6,100.0,100.0,110927014,2025-05-16,
2025-09-19,2431,聯昌,TW0002431004,106919389,4007625,96.38,3.61,100.0,100.0,110927014,2025-05-16,
2025-09-22,2431,聯昌,TW0002431004,106879389,4047625,96.35,3.64,100.0,100.0,110927014,2025-05-16,
2025-09-23,2431,聯昌,TW0002431004,107377389,3549625,96.8,3.19,100.0,100.0,110927014,2025-05-16,
