date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2025-06-16,2356,英業達,TW0002356003,3095600260,491874806,86.28,13.71,100.0,100.0,3587475066,2025-04-23,
2025-06-17,2356,英業達,TW0002356003,3100517590,486957476,86.42,13.57,100.0,100.0,3587475066,2025-04-23,
2025-06-18,2356,英業達,TW0002356003,3103656590,483818476,86.51,13.48,100.0,100.0,3587475066,2025-04-23,
2025-06-19,2356,英業達,TW0002356003,3107960960,479514106,86.63,13.36,100.0,100.0,3587475066,2025-04-23,
2025-06-20,2356,英業達,TW0002356003,3107404902,480070164,86.61,13.38,100.0,100.0,3587475066,2025-04-23,
2025-06-23,2356,英業達,TW0002356003,3104058023,483417043,86.52,13.47,100.0,100.0,3587475066,2025-04-23,
2025-06-24,2356,英業達,TW0002356003,3100318908,487156158,86.42,13.57,100.0,100.0,3587475066,2025-04-23,
2025-06-25,2356,英業達,TW0002356003,3094271308,493203758,86.25,13.74,100.0,100.0,3587475066,2025-04-23,
2025-06-26,2356,英業達,TW0002356003,3085559216,501915850,86.0,13.99,100.0,100.0,3587475066,2025-04-23,
2025-06-27,2356,英業達,TW0002356003,3112175521,475299545,86.75,13.24,100.0,100.0,3587475066,2025-04-23,
2025-06-30,2356,英業達,TW0002356003,3112729367,474745699,86.76,13.23,100.0,100.0,3587475066,2025-04-23,
2025-07-01,2356,英業達,TW0002356003,3110643976,476831090,86.7,13.29,100.0,100.0,3587475066,2025-04-23,
2025-07-02,2356,英業達,TW0002356003,3108672326,478802740,86.65,13.34,100.0,100.0,3587475066,2025-04-23,
2025-07-03,2356,英業達,TW0002356003,3113845208,473629858,86.79,13.2,100.0,100.0,3587475066,2025-04-23,
2025-07-04,2356,英業達,TW0002356003,3116163088,471311978,86.86,13.13,100.0,100.0,3587475066,2025-04-23,
2025-07-07,2356,英業達,TW0002356003,3122101881,465373185,87.02,12.97,100.0,100.0,3587475066,2025-04-23,
2025-07-08,2356,英業達,TW0002356003,3128533881,458941185,87.2,12.79,100.0,100.0,3587475066,2025-04-23,
2025-07-09,2356,英業達,TW0002356003,3133862802,453612264,87.35,12.64,100.0,100.0,3587475066,2025-04-23,
2025-07-10,2356,英業達,TW0002356003,3140537325,446937741,87.54,12.45,100.0,100.0,3587475066,2025-04-23,
2025-07-11,2356,英業達,TW0002356003,3142836901,444638165,87.6,12.39,100.0,100.0,3587475066,2025-04-23,
2025-07-14,2356,英業達,TW0002356003,3118419796,469055270,86.92,13.07,100.0,100.0,3587475066,2025-04-23,
2025-07-15,2356,英業達,TW0002356003,3104679382,482795684,86.54,13.45,100.0,100.0,3587475066,2025-04-23,
2025-07-16,2356,英業達,TW0002356003,3112436414,475038652,86.75,13.24,100.0,100.0,3587475066,2025-04-23,
2025-07-17,2356,英業達,TW0002356003,3108504986,478970080,86.64,13.35,100.0,100.0,3587475066,2025-04-23,
2025-07-18,2356,英業達,TW0002356003,3109633336,477841730,86.68,13.31,100.0,100.0,3587475066,2025-04-23,
2025-07-21,2356,英業達,TW0002356003,3110065727,477409339,86.69,13.3,100.0,100.0,3587475066,2025-04-23,
2025-07-22,2356,英業達,TW0002356003,3103450214,484024852,86.5,13.49,100.0,100.0,3587475066,2025-04-23,
2025-07-23,2356,英業達,TW0002356003,3100586140,486888926,86.42,13.57,100.0,100.0,3587475066,2025-04-23,
2025-07-24,2356,英業達,TW0002356003,3096720138,490754928,86.32,13.67,100.0,100.0,3587475066,2025-04-23,
2025-07-25,2356,英業達,TW0002356003,3094101325,493373741,86.24,13.75,100.0,100.0,3587475066,2025-04-23,
2025-07-28,2356,英業達,TW0002356003,3093878097,493596969,86.24,13.75,100.0,100.0,3587475066,2025-04-23,
2025-07-29,2356,英業達,TW0002356003,3094297805,493177261,86.25,13.74,100.0,100.0,3587475066,2025-04-23,
2025-07-30,2356,英業達,TW0002356003,3098757699,488717367,86.37,13.62,100.0,100.0,3587475066,2025-04-23,
2025-07-31,2356,英業達,TW0002356003,3096371677,491103389,86.31,13.68,100.0,100.0,3587475066,2025-04-23,
2025-08-01,2356,英業達,TW0002356003,3098556263,488918803,86.37,13.62,100.0,100.0,3587475066,2025-04-23,
2025-08-04,2356,英業達,TW0002356003,3099749574,487725492,86.4,13.59,100.0,100.0,3587475066,2025-04-23,
2025-08-05,2356,英業達,TW0002356003,3094461110,493013956,86.25,13.74,100.0,100.0,3587475066,2025-04-23,
2025-08-06,2356,英業達,TW0002356003,3095203947,492271119,86.27,13.72,100.0,100.0,3587475066,2025-04-23,
2025-08-07,2356,英業達,TW0002356003,3094929406,492545660,86.27,13.72,100.0,100.0,3587475066,2025-04-23,
2025-08-08,2356,英業達,TW0002356003,3106502610,480972456,86.59,13.4,100.0,100.0,3587475066,2025-04-23,
2025-08-11,2356,英業達,TW0002356003,3106411585,481063481,86.59,13.4,100.0,100.0,3587475066,2025-04-23,
2025-08-12,2356,英業達,TW0002356003,3114211382,473263684,86.8,13.19,100.0,100.0,3587475066,2025-04-23,
2025-08-13,2356,英業達,TW0002356003,3118116057,469359009,86.91,13.08,100.0,100.0,3587475066,2025-04-23,
2025-08-14,2356,英業達,TW0002356003,3120074667,467400399,86.97,13.02,100.0,100.0,3587475066,2025-04-23,
2025-08-15,2356,英業達,TW0002356003,3125624967,461850099,87.12,12.87,100.0,100.0,3587475066,2025-04-23,
2025-08-18,2356,英業達,TW0002356003,3124933600,462541466,87.1,12.89,100.0,100.0,3587475066,2025-04-23,
2025-08-19,2356,英業達,TW0002356003,3126279434,461195632,87.14,12.85,100.0,100.0,3587475066,2025-04-23,
2025-08-20,2356,英業達,TW0002356003,3127016266,460458800,87.16,12.83,100.0,100.0,3587475066,2025-04-23,
2025-08-21,2356,英業達,TW0002356003,3130838623,456636443,87.27,12.72,100.0,100.0,3587475066,2025-04-23,
2025-08-22,2356,英業達,TW0002356003,3131421543,456053523,87.28,12.71,100.0,100.0,3587475066,2025-04-23,
2025-08-25,2356,英業達,TW0002356003,3130163514,457311552,87.25,12.74,100.0,100.0,3587475066,2025-04-23,
2025-08-26,2356,英業達,TW0002356003,3128810448,458664618,87.21,12.78,100.0,100.0,3587475066,2025-04-23,
2025-08-27,2356,英業達,TW0002356003,3127613874,459861192,87.18,12.81,100.0,100.0,3587475066,2025-04-23,
2025-08-28,2356,英業達,TW0002356003,3127049674,460425392,87.16,12.83,100.0,100.0,3587475066,2025-04-23,
2025-08-29,2356,英業達,TW0002356003,3132568783,454906283,87.31,12.68,100.0,100.0,3587475066,2025-04-23,
2025-09-01,2356,英業達,TW0002356003,3135611373,451863693,87.4,12.59,100.0,100.0,3587475066,2025-04-23,
2025-09-02,2356,英業達,TW0002356003,3138020223,449454843,87.47,12.52,100.0,100.0,3587475066,2025-04-23,
2025-09-03,2356,英業達,TW0002356003,3148007354,439467712,87.74,12.25,100.0,100.0,3587475066,2025-04-23,
2025-09-04,2356,英業達,TW0002356003,3144981535,442493531,87.66,12.33,100.0,100.0,3587475066,2025-04-23,
2025-09-05,2356,英業達,TW0002356003,3140697435,446777631,87.54,12.45,100.0,100.0,3587475066,2025-04-23,
2025-09-08,2356,英業達,TW0002356003,3139766135,447708931,87.52,12.47,100.0,100.0,3587475066,2025-04-23,
2025-09-09,2356,英業達,TW0002356003,3136531495,450943571,87.43,12.56,100.0,100.0,3587475066,2025-04-23,
2025-09-10,2356,英業達,TW0002356003,3133730302,453744764,87.35,12.64,100.0,100.0,3587475066,2025-04-23,
2025-09-11,2356,英業達,TW0002356003,3129155766,458319300,87.22,12.77,100.0,100.0,3587475066,2025-04-23,
2025-09-12,2356,英業達,TW0002356003,3113579556,473895510,86.79,13.2,100.0,100.0,3587475066,2025-04-23,
2025-09-15,2356,英業達,TW0002356003,3108395385,479079681,86.64,13.35,100.0,100.0,3587475066,2025-04-23,
2025-09-16,2356,英業達,TW0002356003,3107837944,479637122,86.63,13.36,100.0,100.0,3587475066,2025-04-23,
