date,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2025-06-16,6770,力積電,TW0006770001,3888881304,299183497,92.85,7.14,100.0,100.0,4188064801,2025-05-09,
2025-06-17,6770,力積電,TW0006770001,3888313294,299751507,92.84,7.15,100.0,100.0,4188064801,2025-05-09,
2025-06-18,6770,力積電,TW0006770001,3888407010,299657791,92.84,7.15,100.0,100.0,4188064801,2025-05-09,
2025-06-19,6770,力積電,TW0006770001,3896835020,291229781,93.04,6.95,100.0,100.0,4188064801,2025-05-09,
2025-06-20,6770,力積電,TW0006770001,3897884547,290180254,93.07,6.92,100.0,100.0,4188064801,2025-05-09,
2025-06-23,6770,力積電,TW0006770001,3898380321,289684480,93.08,6.91,100.0,100.0,4188064801,2025-05-09,
2025-06-24,6770,力積電,TW0006770001,3891158012,296906789,92.91,7.08,100.0,100.0,4188064801,2025-05-09,
2025-06-25,6770,力積電,TW0006770001,3885400560,302664241,92.77,7.22,100.0,100.0,4188064801,2025-05-09,
2025-06-26,6770,力積電,TW0006770001,3883763645,304301156,92.73,7.26,100.0,100.0,4188064801,2025-05-09,
2025-06-27,6770,力積電,TW0006770001,3881556740,306508061,92.68,7.31,100.0,100.0,4188064801,2025-05-09,
2025-06-30,6770,力積電,TW0006770001,3880978740,307086061,92.66,7.33,100.0,100.0,4188064801,2025-05-09,
2025-07-01,6770,力積電,TW0006770001,3880719299,307345502,92.66,7.33,100.0,100.0,4188064801,2025-05-09,
2025-07-02,6770,力積電,TW0006770001,3879771017,308293784,92.63,7.36,100.0,100.0,4188064801,2025-05-09,
2025-07-03,6770,力積電,TW0006770001,3884217135,303847666,92.74,7.25,100.0,100.0,4188064801,2025-05-09,
2025-07-04,6770,力積電,TW0006770001,3898677777,289387024,93.09,6.9,100.0,100.0,4188064801,2025-05-09,
2025-07-07,6770,力積電,TW0006770001,3891460552,296604249,92.91,7.08,100.0,100.0,4188064801,2025-05-09,
2025-07-08,6770,力積電,TW0006770001,3893992653,294072148,92.97,7.02,100.0,100.0,4188064801,2025-05-09,
2025-07-09,6770,力積電,TW0006770001,3898906141,289158660,93.09,6.9,100.0,100.0,4188064801,2025-05-09,
